발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2020,2020-10-26 06,주,월,1,0,0,0,0,강원,춘천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1021938,1986903,127.7494705,37.88169253
2020,2020-10-26 09,주,월,1,0,0,0,0,경북,경주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,터널안,화물차,화물차,1178607,1750294,129.4749452,35.73278351
2020,2020-10-26 10,주,월,1,0,0,0,0,경북,경주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,1142499,1764979,129.0784509,35.87102761
2020,2020-10-26 10,주,월,2,1,0,1,0,경기,안산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,942916,1927619,126.8555071,37.34584547
2020,2020-10-26 11,주,월,1,2,0,2,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,963505,1832210,127.0925562,36.48683578
2020,2020-10-26 11,주,월,1,0,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,자전거,967088,1759536,127.1356021,35.83177181
2020,2020-10-26 11,주,월,1,0,0,0,0,경북,성주군,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,농기계,보행자,1061768,1762869,128.1841307,35.86042734
2020,2020-10-26 14,주,월,1,1,1,0,0,경북,안동시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1121265,1837228,128.8544799,36.52507791
2020,2020-10-26 16,주,월,1,0,0,0,0,전남,신안군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,853576,1638983,125.9005995,34.73479412
2020,2020-10-26 18,야,월,1,0,0,0,0,광주,광산구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,936984,1687341,126.8079181,35.17938741
2020,2020-10-27 04,야,화,1,0,0,0,0,경북,의성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1118739,1822252,128.8239756,36.39041873
2020,2020-10-27 06,주,화,1,0,0,0,0,충북,청주시,차대사람,기타,기타,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,999276,1849459,127.4919007,36.64303242
2020,2020-10-27 09,주,화,1,0,0,0,0,경기,의왕시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,953732,1927118,126.9776486,37.34193193
2020,2020-10-27 09,주,화,1,0,0,0,0,충북,단양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,기타,없음,1071376,1884137,128.3016921,36.95293951
2020,2020-10-27 10,주,화,1,0,0,0,0,광주,북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,자전거,945625,1692395,126.9024804,35.22546262
2020,2020-10-27 11,주,화,1,1,0,1,0,충남,청양군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,951168,1817428,126.955757,36.35302771
2020,2020-10-27 11,주,화,1,1,0,1,0,인천,부평구,차대차,정면충돌,정면충돌,과속,단일로,기타단일로,승용차,기타,929538.6,1944799.6,126.702845,37.49977353
2020,2020-10-27 16,주,화,1,0,0,0,0,충남,청양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,941208,1832152,126.8436406,36.48520331
2020,2020-10-27 18,야,화,1,1,0,1,0,전북,정읍시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,946553,1728500,126.9103129,35.55104911
2020,2020-10-27 23,야,화,1,0,0,0,0,경기,양평군,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,987604,1959425,127.3595062,37.63420654
2020,2020-10-28 00,야,수,1,0,0,0,0,경기,평택시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,948247,1889244,126.91835,37.0002574
2020,2020-10-28 01,야,수,1,0,0,0,0,경기,성남시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,이륜차,968787,1936683,127.1472075,37.42877604
2020,2020-10-28 02,야,수,1,1,0,1,0,부산,강서구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1119786,1685170,128.8151395,35.15464994
2020,2020-10-28 05,야,수,1,0,0,0,0,전북,전주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,958512.8,1764567.8,127.0403991,35.87681253
2020,2020-10-28 09,주,수,1,1,1,0,0,울산,울주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,1149182,1736245,129.147107,35.61106463
2020,2020-10-28 09,주,수,1,1,1,0,0,전남,진도군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,880713,1604164,126.2018344,34.42440682
2020,2020-10-28 09,주,수,1,0,0,0,0,경북,청송군,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,사륜오토바이(ATV),승용차,1138255,1837633,129.0442652,36.52642203
2020,2020-10-28 10,주,수,1,4,4,0,0,전북,익산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,945309.4,1787069.3,126.8925841,36.0790255
2020,2020-10-28 11,주,수,1,0,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,이륜차,화물차,919800,1817360,126.6061918,36.35031118
2020,2020-10-28 13,주,수,1,2,1,1,0,전남,곡성군,차대차,측면충돌,측면충돌,안전거리 미확보,교차로,교차로내,사륜오토바이(ATV),이륜차,969163,1696561,127.1609745,35.26402747
2020,2020-10-28 15,주,수,1,0,0,0,0,인천,강화군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,908754,1959880,126.465855,37.63385892
2020,2020-10-28 16,주,수,1,0,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승용차,이륜차,961344,1882126,127.0659067,36.93672422
2020,2020-10-28 18,야,수,1,0,0,0,0,전북,김제시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,952342,1750493,126.97288,35.74963536
2020,2020-10-28 19,야,수,1,0,0,0,0,충남,예산군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,929768,1864758,126.7129499,36.77834753
2020,2020-10-28 21,야,수,1,5,0,5,0,충북,음성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승합차,화물차,997167.1,1886272,127.4681716,36.97488733
2020,2020-10-28 21,야,수,1,0,0,0,0,전남,순천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1003414,1662976,127.5373956,34.96165155
2020,2020-10-29 09,주,목,1,0,0,0,0,경남,사천시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1056999,1669962,128.1248062,35.02304483
2020,2020-10-29 10,주,목,1,0,0,0,0,전남,곡성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,983341,1684878,127.3170845,35.15901727
2020,2020-10-29 11,주,목,1,0,0,0,0,서울,동작구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,이륜차,948958,1943585,126.9226157,37.49010432
2020,2020-10-29 13,주,목,1,0,0,0,0,전북,익산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,승용차,954795,1786812,126.9979457,36.07719343
2020,2020-10-29 18,야,목,1,0,0,0,0,충남,금산군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1006255,1801948,127.5695907,36.21468671
2020,2020-10-29 20,야,목,1,0,0,0,0,강원,화천군,차량단독,공작물충돌,공작물충돌,중앙선 침범,단일로,기타단일로,화물차,없음,1014013.2,2016907.9,127.6599397,38.15227833
2020,2020-10-30 00,야,금,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,939344,1936401,126.8144606,37.42477278
2020,2020-10-30 05,야,금,1,0,0,0,0,경북,상주시,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,1059415,1824644,128.1627382,36.4174828
2020,2020-10-30 07,주,금,1,1,0,1,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,968382,1829159,127.1471286,36.45950433
2020,2020-10-30 08,주,금,1,0,0,0,0,대구,달서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,1093054.3,1761912.8,128.5304984,35.84933489
2020,2020-10-30 09,주,금,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,자전거,1039263,1925409,127.943179,37.32685034
2020,2020-10-30 12,주,금,1,2,2,0,0,충남,청양군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,승용차,936799,1827508,126.7948006,36.4430588
2020,2020-10-30 12,주,금,1,2,0,2,0,광주,북구,차대차,측면충돌,측면충돌,과속,교차로,교차로내,승용차,이륜차,942297,1690280,126.8660597,35.20620655
2020,2020-10-30 15,주,금,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,929951,1910238,126.7107772,37.1882997
2020,2020-10-30 15,주,금,1,0,0,0,0,충북,영동군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1023892,1798387,127.7657034,36.18230738
2020,2020-10-30 18,야,금,1,0,0,0,0,경남,진주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,1062697,1677551,128.1878358,35.09113499
2020,2020-10-30 19,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,1108983,1689318,128.6971048,35.19327434
2020,2020-10-30 20,야,금,1,0,0,0,0,전북,순창군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,965012,1716297,127.114494,35.44184481
2020,2020-10-30 22,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1106499,1691183,128.670066,35.21035442
2020,2020-10-31 02,야,토,1,0,0,0,0,경기,수원시,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,승용차,보행자,952315,1919940,126.9621129,37.27716089
2020,2020-10-31 03,야,토,1,0,0,0,0,부산,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,특수차,없음,1121701,1677246,128.8349933,35.08298658
2020,2020-10-31 07,주,토,1,1,1,0,0,전남,무안군,차대차,추돌,추돌,과속,기타,기타,승용차,건설기계,903123,1668998,126.4382282,35.0113161
2020,2020-10-31 07,주,토,1,0,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1109521,1685298,128.7024794,35.15697473
2020,2020-10-31 09,주,토,1,0,0,0,0,경북,상주시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,자전거,1028518,1845521,127.8188795,36.60710501
2020,2020-10-31 14,주,토,1,0,0,0,0,경북,포항시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,화물차,1179182,1781689,129.4883587,36.0155702
2020,2020-10-31 15,주,토,1,0,0,0,0,강원,횡성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1051399.6,1940113.5,128.0811869,37.45879501
2020,2020-10-31 15,주,토,1,1,0,1,0,전북,정읍시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,951467.3,1747232.1,126.963403,35.72019248
2020,2020-10-31 17,주,토,1,0,0,0,0,경남,합천군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,이륜차,승용차,1060333,1746773,128.1670242,35.7154009
2020,2020-10-31 18,야,토,1,1,1,0,0,경기,안양시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,원동기장치자전거,보행자,952273,1933990,126.9607344,37.40379856
2020,2020-10-31 18,야,토,1,0,0,0,0,경북,상주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1060409,1821445,128.173576,36.38858269
2020,2020-10-31 18,야,토,1,2,0,2,0,대구,달성군,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,이륜차,1086170,1740940,128.4520155,35.66089342
2020,2020-10-31 18,야,토,1,0,0,0,0,인천,강화군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,900991,1959290,126.3779672,37.62773809
2020,2020-10-31 19,야,토,1,0,0,0,0,서울,노원구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,이륜차,965428.1,1959968.5,127.1081469,37.63853827
2020,2020-10-31 20,야,토,1,1,1,0,0,경기,광명시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,946501,1938251,126.8952111,37.44188873
2020,2020-10-31 20,야,토,1,0,0,0,0,경북,상주시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,1037651,1837347,127.9205999,36.53310071
2020,2020-10-31 21,야,토,1,1,0,1,0,대구,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1113658,1764893,128.759047,35.8740252
2020,2020-10-31 22,야,토,1,0,0,0,0,충남,서산시,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,901116,1857185,126.3928907,36.70753371
2020,2020-11-01 05,야,일,1,0,0,0,0,경기,과천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,955484,1936029,126.9968911,37.42233689
2020,2020-11-01 06,주,일,1,1,1,0,0,경기,부천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,939717,1945387,126.8179406,37.50578869
2020,2020-11-01 08,주,일,1,2,0,2,0,인천,서구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,화물차,924462,1957101,126.6441502,37.61023933
2020,2020-11-01 11,주,일,1,1,1,0,0,경북,김천시,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1062363,1795469,128.1932888,36.15428756
2020,2020-11-01 13,주,일,1,3,0,3,0,전북,전주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,965970.6,1759766.7,127.1232207,35.83381366
2020,2020-11-01 16,주,일,1,0,0,0,0,경남,김해시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1135525,1694252,128.989384,35.23451737
2020,2020-11-01 17,주,일,1,0,0,0,0,경북,영덕군,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,1170447,1841777,129.4045931,36.55856371
2020,2020-11-01 20,야,일,1,0,0,0,0,대전,대덕구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,993913,1828304,127.4320724,36.45229858
2020,2020-11-01 22,야,일,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,1109161,1698772,128.7003147,35.27848383
2020,2020-11-02 04,야,월,1,0,0,0,0,서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964116.8,1954620.9,127.0935468,37.59028864
2020,2020-11-02 06,주,월,1,0,0,0,0,대전,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,988360,1814066,127.3703175,36.32388689
2020,2020-11-02 07,주,월,1,1,0,0,1,경북,문경시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,교량위,승용차,승용차,1050405,1861468,128.0646544,36.74995282
2020,2020-11-02 09,주,월,1,0,0,0,0,경기,파주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,939343,1970114,126.8116578,37.72862461
2020,2020-11-02 12,주,월,1,9,2,7,0,경기,남양주시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,화물차,승합차,968607,1961746,127.1441009,37.65467352
2020,2020-11-02 15,주,월,1,0,0,0,0,인천,연수구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,승용차,925718,1933375,126.6607764,37.39650661
2020,2020-11-02 17,주,월,1,0,0,0,0,전남,장흥군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,952385,1643577,126.9795575,34.78561175
2020,2020-11-02 18,야,월,1,0,0,0,0,경기,안산시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,원동기장치자전거,939782,1923993,126.8204201,37.31296522
2020,2020-11-02 18,야,월,1,0,0,0,0,충북,음성군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1006018,1888514,127.5676318,36.99508273
2020,2020-11-02 18,야,월,1,0,0,0,0,충남,공주시,차량단독,기타,기타,기타,단일로,기타단일로,화물차,없음,947223,1831641,126.9108241,36.48094725
2020,2020-11-02 19,야,월,1,0,0,0,0,강원,홍천군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1067579,1980314,128.2678378,37.82006664
2020,2020-11-02 19,야,월,1,0,0,0,0,전남,진도군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,885192,1609712,126.2498224,34.4749358
2020,2020-11-02 21,야,월,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,이륜차,971840,1926789,127.182091,37.33969239
2020,2020-11-03 02,야,화,1,5,1,4,0,경북,구미시,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1079441,1787355,128.3823079,36.07989275
2020,2020-11-03 06,주,화,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1186671,1780828,129.5712122,36.0064063
2020,2020-11-03 07,주,화,1,0,0,0,0,경기,안양시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승합차,자전거,949980,1933344,126.9348707,37.39785492
2020,2020-11-03 09,주,화,1,0,0,0,0,경기,이천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,997978,1917844,127.4771971,37.25948734
2020,2020-11-03 09,주,화,1,1,0,1,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,화물차,962046,1822867,127.0767256,36.40255166
2020,2020-11-03 11,주,화,1,0,0,0,0,전남,화순군,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,952708,1673106,126.9814157,35.05189549
2020,2020-11-03 13,주,화,1,0,0,0,0,경기,구리시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,967706,1956514,127.1341178,37.60748477
2020,2020-11-03 14,주,화,1,0,0,0,0,제주,제주시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,907624,1501772,126.5054597,33.50383535
2020,2020-11-03 18,야,화,1,0,0,0,0,전남,보성군,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,건설기계,973814,1648170,127.2136344,34.82780573
2020,2020-11-03 19,야,화,1,0,0,0,0,충남,금산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1004224,1785154,127.5469044,36.06328752
2020,2020-11-03 20,야,화,1,0,0,0,0,경북,경산시,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,1114215,1762693,128.7649006,35.8541297
2020,2020-11-04 03,야,수,1,0,0,0,0,전북,남원시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,994603,1710198,127.4405744,35.38745204
2020,2020-11-04 04,야,수,1,3,0,3,0,서울,강북구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,958148,1959936,127.0256353,37.63794243
2020,2020-11-04 06,주,수,1,0,0,0,0,충남,서산시,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,909257,1866580,126.4829069,36.79302719
2020,2020-11-04 07,주,수,1,0,0,0,0,전남,무안군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,909354,1654693.9,126.5080652,34.88292617
2020,2020-11-04 07,주,수,1,3,0,3,0,제주,제주시,차대차,기타,기타,과속,단일로,기타단일로,화물차,화물차,895421.1,1489635.5,126.3755148,33.39326444
2020,2020-11-04 08,주,수,1,2,2,0,0,강원,춘천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1023910.2,1978266.1,127.7716117,37.80379815
2020,2020-11-04 10,주,수,1,0,0,0,0,경기,양주시,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,건설기계,보행자,960530,1983169,127.0513708,37.84744736
2020,2020-11-04 11,주,수,1,0,0,0,0,충남,공주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967209,1828222,127.1340773,36.45101779
2020,2020-11-04 15,주,수,1,0,0,0,0,부산,기장군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,1155892,1694814,129.2132352,35.23662211
2020,2020-11-04 15,주,수,1,0,0,0,0,경기,평택시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,없음,961427,1897205,127.0660669,37.0726522
2020,2020-11-04 19,야,수,1,0,0,0,0,경남,진주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,농기계,1062491,1678493,128.1856471,35.09964147
2020,2020-11-05 01,야,목,1,0,0,0,0,서울,양천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942883.7,1947887.9,126.853573,37.52853091
2020,2020-11-05 02,야,목,1,1,1,0,0,경기,시흥시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,자전거,이륜차,930596,1928794,126.7163119,37.35559629
2020,2020-11-05 03,야,목,1,0,0,0,0,경기,군포시,차대차,추돌,추돌,과속,단일로,지하차도(도로)내,승용차,이륜차,950845,1930041,126.9448626,37.36812989
2020,2020-11-05 06,주,목,1,0,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,981588,1914332,127.2924477,37.2276503
2020,2020-11-05 06,주,목,1,0,0,0,0,경기,시흥시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,화물차,931516,1926740,126.7268892,37.3371518
2020,2020-11-05 09,주,목,1,0,0,0,0,경기,성남시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,건설기계,자전거,966101,1935990,127.1168808,37.42243512
2020,2020-11-05 11,주,목,1,0,0,0,0,경남,양산시,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,1138793,1705707,129.0272255,35.33732333
2020,2020-11-05 17,주,목,1,1,1,0,0,강원,철원군,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,990021,2027119,127.3859611,38.24436033
2020,2020-11-05 19,야,목,1,1,0,1,0,인천,남동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,930001,1940042,126.7085282,37.45692924
2020,2020-11-06 01,야,금,1,3,0,0,3,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,921821.3,1504430.5,126.658063,33.52894408
2020,2020-11-06 03,야,금,1,2,2,0,0,대구,수성구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,1101642,1762277,128.6256306,35.8517648
2020,2020-11-06 05,야,금,1,0,0,0,0,서울,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,962772.9,1951354.9,127.0784907,37.56079778
2020,2020-11-06 05,야,금,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,966946,1937157,127.1263783,37.43298454
2020,2020-11-06 15,주,금,1,0,0,0,0,경기,광주시,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,이륜차,980848,1932557,127.2836357,37.39191359
2020,2020-11-06 15,주,금,1,0,0,0,0,경기,하남시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,기타,973329,1947070,127.1981676,37.52254214
2020,2020-11-06 15,주,금,1,0,0,0,0,인천,서구,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,926602,1956824,126.6684219,37.6079162
2020,2020-11-06 20,야,금,1,0,0,0,0,전남,목포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,900940,1647028,126.4169113,34.81302398
2020,2020-11-06 23,야,금,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,959524.7,1942817.5,127.0421839,37.48371023
2020,2020-11-07 13,주,토,1,5,3,2,0,충남,아산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,950715,1869204,126.9473912,36.81974661
2020,2020-11-07 14,주,토,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,1022357,1913640,127.7520019,37.22132633
2020,2020-11-07 14,주,토,1,2,0,2,0,제주,제주시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,승용차,876985.2,1481761.9,126.1783989,33.32031032
2020,2020-11-07 14,주,토,1,0,0,0,0,인천,부평구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),없음,928745,1946435,126.693709,37.51445208
2020,2020-11-07 15,주,토,1,0,0,0,0,경북,칠곡군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,자전거,1074407,1784747,128.3261575,36.05678043
2020,2020-11-07 17,주,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1108438,1698854,128.6923771,35.27930167
2020,2020-11-07 20,야,토,1,0,0,0,0,전남,순천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,994470,1651867,127.4395002,34.86146604
2020,2020-11-07 22,야,토,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,964971.3,1763771.3,127.1119807,35.86988378
2020,2020-11-08 05,야,일,1,0,0,0,0,광주,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,944516,1686021,126.8907237,35.16792981
2020,2020-11-08 07,주,일,1,0,0,0,0,경남,하동군,차량단독,기타,기타,안전운전 의무 불이행,단일로,교량위,화물차,없음,1030026,1667692,127.8290604,35.00373768
