번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
2542,관광숙박업,03_11_01_P,3490000,CDFI2260032018000019,2018.12.12,,1,영업/정상,13,영업중,,,,,327775633,,,인천광역시 중구 북성동1가 98-324번지,인천광역시 중구 월미로248번길 2 (북성동1가),22303,호텔 그랜드 스위트,2018.12.12 17:35,I,2018.12.14 2:20,,164430.7126,441399.8343,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
2543,관광숙박업,03_11_01_P,3170000,CDFI2260032018000003,2018.12.14,,1,영업/정상,13,영업중,,,,,,,,서울특별시 금천구 가산동 238-74,서울특별시 금천구 벚꽃로 204 (가산동),8518,바모스,2021.4.13 14:55,U,2021.4.15 2:40,,189919.9715,441209.1313,관광숙박업,,준공업지역,11,기타,,,호텔,10,1,93,345,,,,,,,,,,349.45,,,,,,,,,,,,,349,호스텔업
2544,관광숙박업,03_11_01_P,4870000,CDFI2260032018000001,2018.11.20,,1,영업/정상,13,영업중,,,,,,,,전라남도 구례군 간전면 운천리 453번지,"전라남도 구례군 간전면 백운천길 254, 준성리조트 간전면동",57627,(주)준성리조트,2018.11.20 17:28,I,2018.11.22 2:36,,253881.5111,187057.8909,관광숙박업,,관리지역,4,기타,,,숙박시설,4,1,,,,,,,,,,,,4292.16,,,,,,,,,,,,,4292,휴양콘도미니엄업
2545,관광숙박업,03_11_01_P,3010000,CDFI2260032018000011,2018.11.20,,1,영업/정상,13,영업중,,,,,2272-1045,,,서울특별시 중구 광희동2가 14-1,서울특별시 중구 퇴계로 325 (광희동2가),4565,토요코인 서울 동대문 Ⅱ,2022.5.6 9:20,U,2022.5.8 2:40,,200625.5246,451359.9061,관광숙박업,,일반상업지역,21,기타,,2성,숙박시설,20,1,207,246,Toyoko Inn Seoul Dongdaemun Ⅱ,TOURIST HOTEL,0,0,,0,0,,0,4699.22,,0,,,,,,,0,,,,4699,관광호텔업
2546,관광숙박업,03_11_01_P,3180000,CDFI2260032018000005,2018.12.12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 당산동1가 311번지,서울특별시 영등포구 당산로20길 5-1 (당산동1가),7265,더 리베라,2018.12.12 8:44,I,2018.12.14 2:20,,190820.7803,446822.6858,관광숙박업,,준공업지역,11,학교정화(상대),,,숙박시설,10,1,49,1252,,,0,0,,0,0,,0,1252.4,,0,,,,,,,0,,,,1252,호스텔업
2547,관광숙박업,03_11_01_P,4810000,CDFI2260032018000048,2018.12.21,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 797 중앙출장소,"전라남도 여수시 하멜로 55-3, 중앙출장소 (종화동)",59746,오늘이 펜션 & 호스텔,2023.2.28 8:47,U,2023.3.3 2:40,,268230.4982,138152.9199,관광숙박업,,일반주거지역,3,주택가주변,,,숙박시설,2,1,,,,,,,,,,,,341.54,,,,,,,,,,,,,342,호스텔업
2548,관광숙박업,03_11_01_P,4820000,CDFI2260032018000012,2018.12.21,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 616번지,전라남도 순천시 대대3길 12-22 (대대동),58027,바람의 언덕,2018.12.31 15:54,U,2019.1.2 2:40,,246418.5613,155127.6488,관광숙박업,,일반주거지역,1,기타,,,숙박시설,1,,,,,,,,,,,,,455,,,,,,,,,,,,,455,호스텔업
2549,관광숙박업,03_11_01_P,4820000,CDFI2260032018000011,2018.12.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 장천동 36-13번지 빌라 드 순천(Villa de Suncheon),"전라남도 순천시 장천2길 22, 빌라 드 순천(Villa de Suncheon) (장천동)",57956,어나더홈,2019.1.4 15:16,U,2019.1.6 2:40,,244622.3494,161281.6511,관광숙박업,,일반상업지역,4,,,,,3,1,,,,,,,,,,,,211.6,,,,,,,,,,,,,212,호스텔업
2550,관광숙박업,03_11_01_P,3940000,CDFI2260032013000001,2013.3.12,,1,영업/정상,13,영업중,,,,,031-927-7700,,410-380,경기도 고양시 일산동구 장항동 1756,경기도 고양시 일산동구 태극로 20 (장항동),410-380,소노캄 고양,2023.2.2 18:01,U,2023.2.4 2:40,,177950.8023,462211.392,관광숙박업,,,0,,,,,0,0,0,47304,,,0,0,,0,0,,0,0,,0,,,,,,,20000000000,,,,0,관광호텔업
2551,관광숙박업,03_11_01_P,4810000,CDFI2260032021000001,2021.1.8,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1395-39,전라남도 여수시 돌산읍 몰둠벙길 21-20,59771,오션스케치,2021.1.11 8:36,U,2021.1.13 2:40,,269359.9424,133712.4122,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,,,,,,,,,,,,,143.76,,,,,,,,,,,,,144,호스텔업
2552,관광숙박업,03_11_01_P,4810000,CDFI2260032021000002,2021.1.8,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 338-1,전라남도 여수시 하멜로 88 (종화동),59746,여수 해랑,2021.1.8 17:57,I,2021.1.10 0:23,,268421.7094,137889.2727,관광숙박업,,준공업지역,5,기타,,,숙박시설,5,,,,,,,,,,,,,463.88,,,,,,,,,,,,,464,호스텔업
2553,관광숙박업,03_11_01_P,3530000,CDFI2260032020000001,2020.12.4,,1,영업/정상,13,영업중,,,,,032-429-0204,,,인천광역시 남동구 구월동 1472-1,"인천광역시 남동구 인하로507번길 21-1, 호텔베이204 (구월동)",21574,(주)케이앤에스 호텔베이204,2022.6.15 12:13,U,2022.6.17 2:40,,173601.905,438045.391,관광숙박업,,일반상업지역,12,기타,,,숙박시설,10,2,91,0,,,0,0,,0,0,,0,4937.69,,0,,,,,,,0,,,,4938,관광호텔업
2554,관광숙박업,03_11_01_P,4050000,CDFI2260032020000003,2020.9.29,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 백암면 고안리 490-2,"경기도 용인시 처인구 백암면 고안로 48, 뉴스카이호텔",17180,뉴스카이호텔,2020.9.29 14:19,I,2020.12.17 0:23,,235738.3276,403504.4719,관광숙박업,,관리지역,4,기타,,,호텔,4,1,,,,,,,,,,,,2009.02,,,,,,,,,,,,,2009,관광호텔업
2555,관광숙박업,03_11_01_P,3780000,CDFI2260032020000001,2020.12.15,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 백현동 538 그래비티 타워,"경기도 성남시 분당구 판교역로146번길 2, 그래비티 타워 (백현동)",13529,(주)조선호텔앤리조트 그래비티서울판교,2021.1.27 15:36,U,2021.1.29 2:40,,209679.8506,432372.8486,관광숙박업,,중심상업지역,18,,,,숙박시설,18,7,,,Josun Hotels & Resorts Inc. GRAVITY SEOUL PANGYO,Hotel,,,,,,,,29701.38,,,,,,,,,,,,,29701,관광호텔업
2556,관광숙박업,03_11_01_P,4810000,CDFI2260032020000006,2020.11.30,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 공화동 343-3,전라남도 여수시 동문로 135-2 (공화동),59724,스톤하우스,2020.11.30 18:46,I,2020.12.2 0:23,,268113.4904,139118.9534,관광숙박업,,일반상업지역,2,학교정화(상대),,,숙박시설,2,,,,,,,,,,,,,97.66,,,,,,,,,150000000,,,,98,호스텔업
2557,관광숙박업,03_11_01_P,3130000,CDFI2260032020000001,2020.12.11,,1,영업/정상,13,영업중,,,,,02-324-0021,,,서울특별시 마포구 서교동 373-1,"서울특별시 마포구 양화로 94, 보보호텔 (서교동)",4043,보보호텔,2021.1.14 13:26,U,2021.1.16 2:40,,192702.3579,450008.9176,관광숙박업,,준주거지역,6,학교정화(상대),,,호텔,5,1,55,,,,,,,,,,,2625,,,,,,,,,,,,,2625,관광호텔업
2558,관광숙박업,03_11_01_P,5350000,CDFI2260032020000001,2020.12.24,,1,영업/정상,13,영업중,,,,,055-326-7700,,,경상남도 김해시 어방동 1095-1,경상남도 김해시 인제로91번길 5 (어방동),50844,노마드호텔,2021.3.22 9:11,U,2021.3.24 2:40,,373249.6319,194683.1481,관광숙박업,,근린상업지역,10,,,,,9,1,46,,,,,,,,,,,4982,,,,,,,,,,,,,4982,관광호텔업
2559,관광숙박업,03_11_01_P,4810000,CDFI2260032020000009,2020.12.24,,1,영업/정상,13,영업중,,,,,061-644-2123,,,전라남도 여수시 돌산읍 우두리 701-2,전라남도 여수시 돌산읍 돌산로 3532,59767,코지호텔,2020.12.24 16:56,I,2020.12.26 0:23,,268215.3851,136747.9188,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,,,,,,,,,,,,2182.29,,,,,,,,,2958000000,,,,2182,호스텔업
2560,관광숙박업,03_11_01_P,5330000,CDFI2260032020000008,2020.12.2,,1,영업/정상,13,영업중,,,,,,,,경상남도 통영시 정량동 1137-2,경상남도 통영시 통영해안로 407 (정량동),53049,브룩스호텔,2022.7.18 17:40,U,2022.7.20 2:40,,330795.2144,150616.9738,관광숙박업,,일반주거지역,5,학교정화(상대),,,호텔,5,1,35,1276,,,0,0,,0,0,,0,946.3,,0,,,,,,,2824999940,,,,946,관광호텔업
2561,관광숙박업,03_11_01_P,6510000,CDFI2260032020000004,2020.12.17,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 (노형동)",63082,그랜드하얏트제주,2021.7.2 9:10,U,2021.7.4 2:40,,151732.7116,-1108.97483,관광숙박업,,상업지역,38,,,,,38,6,,,,,,,,,,,,155013.05,,,,,,,,,,,,,155013,관광호텔업
2562,관광숙박업,03_11_01_P,4640000,CDFI2260032021000001,2021.1.4,,1,영업/정상,13,영업중,,,,,,,,전라북도 전주시 완산구 풍남동3가 9-17,전라북도 전주시 완산구 기린대로 76 (풍남동3가),55036,더 정가,2021.1.4 9:25,I,2021.1.6 0:23,,213933.3504,257339.793,관광숙박업,,일반주거지역,4,,,,숙박시설,4,0,8,271,,,,,,,,,,270.5,,,,,,,,,520000000,,,,271,호스텔업
2563,관광숙박업,03_11_01_P,3420000,CDFI2260032021000002,2021.1.27,,1,영업/정상,13,영업중,,,,,,,,대구광역시 동구 상매동 506-6,대구광역시 동구 율암로 162 (상매동),41059,제이비관광호텔,2022.9.22 9:46,U,2022.9.24 2:40,,353945.402,266725.3527,관광숙박업,,근린상업지역,0,,,,,8,1,47,0,,,0,0,,0,0,,0,4441.91,,0,,,,,,,0,,,,4442,관광호텔업
2564,관광숙박업,03_11_01_P,3940000,CDFI2260032020000002,2020.12.23,,1,영업/정상,13,영업중,,,,,031-925-9961,,,경기도 고양시 일산동구 장항동 734-1 노블리제,"경기도 고양시 일산동구 무궁화로 37, 노블리제 8층 (장항동)",10364,Limit 8 호스텔,2021.7.9 18:34,U,2021.7.11 2:40,,179477.0933,462348.0962,관광숙박업,,중심상업지역,1,,,,숙박시설,0,0,0,0,,,0,0,,0,0,,0,1178.51,,0,,,,,,,1100000000,,,,1179,호스텔업
2565,관광숙박업,03_11_01_P,4920000,CDFI2260032021000001,2021.1.6,,1,영업/정상,13,영업중,,,,,,,,전라남도 강진군 강진읍 동성리 531,전라남도 강진군 강진읍 청렴길 22-12,59226,이든호스텔,2022.5.30 10:00,U,2022.6.4 2:40,,178931.8926,127499.0058,관광숙박업,,주거지역,3,주택가주변,,,,3,0,0,0,,,0,0,,0,0,,0,592.9,,0,,,,,,,0,,,,593,호스텔업
2566,관광숙박업,03_11_01_P,4920000,CDFI2260032021000002,2021.1.6,,1,영업/정상,13,영업중,,,,,,,,전라남도 강진군 강진읍 동성리 532,전라남도 강진군 강진읍 청렴길 22-10,59226,이든호스텔,2022.5.30 10:00,U,2022.6.4 2:40,,178946.1016,127521.7476,관광숙박업,,주거지역,3,주택가주변,,,,3,0,0,0,,,0,0,,0,0,,0,594.96,,0,,,,,,,0,,,,595,호스텔업
2567,관광숙박업,03_11_01_P,3420000,CDFI2260032021000001,2021.1.6,,1,영업/정상,13,영업중,,,,,533277000,,,대구광역시 동구 신천동 326-1 대구 메리어트 호텔 및 서비스드 레지던스,"대구광역시 동구 동부로26길 6, 대구 메리어트 호텔 및 서비스드 레지던스 3층 (신천동)",41243,대구 메리어트 호텔,2023.5.15 13:33,U,2023.5.17 2:40,,346922.1109,265123.3158,관광숙박업,,,0,,,,,0,0,190,0,,,0,0,,0,0,,0,0,,0,,,,,,,300000000,,,,0,관광호텔업
2568,관광숙박업,03_11_01_P,4810000,CDFI2260032020000007,2020.12.1,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 581-2,전라남도 여수시 이순신광장로 204 (종화동),59746,수 호스텔,2022.12.5 9:02,U,2022.12.7 2:40,,268152.7052,138119.4464,관광숙박업,,일반상업지역,7,기타,,,숙박시설,5,2,,,,,,,,,,,,2612.97,,,,,,,,,500000000,,,,2613,호스텔업
2569,관광숙박업,03_11_01_P,4810000,CDFI2260032020000008,2020.12.1,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1292-11,전라남도 여수시 돌산읍 무술목길 125,59771,티라 061,2022.9.5 18:09,U,2022.9.7 2:40,,271135.2877,133020.5008,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,1198580,,0,,,,,,,0,,,,1198580,호스텔업
2570,관광숙박업,03_11_01_P,5050000,CDFI2260032020000003,2020.12.28,,1,영업/정상,13,영업중,,,,,054-776-7527,,,경상북도 경주시 감포읍 오류리 309-4,"경상북도 경주시 감포읍 감포로 348, 2층",38125,더-영 호스텔 Ⅱ,2022.8.18 9:14,U,2022.8.20 2:40,,426847.4069,260469.8722,관광숙박업,,일반주거지역,,주택가주변,,,호텔,,,,,,,,,,,,,,435.51,,,,,,,,,100000000,,,,436,호스텔업
2571,관광숙박업,03_11_01_P,3390000,CDFI2260032021000001,2021.2.5,,1,영업/정상,13,영업중,,,,,,,,부산광역시 사상구 괘법동 517-1,부산광역시 사상구 낙동대로 1226 (괘법동),46960,ND1226 HOTEL,2021.4.8 18:12,U,2021.4.10 2:40,,380057.9914,187370.8362,관광숙박업,,,,,,DB 손해보험,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
2572,관광숙박업,03_11_01_P,3380000,CDFI2260032021000001,2021.2.8,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 176-14,"부산광역시 수영구 광안해변로 273, 2~4층 (민락동)",48286,광안273,2021.2.10 17:28,U,2021.2.12 2:40,,393429.9551,186148.1238,관광숙박업,,,4,,,,,,,8,,,,,,,,,,,310.57,,,,,,,,,10000000,,,,311,호스텔업
2573,관광숙박업,03_11_01_P,3000000,CDFI2260032021000001,2021.1.14,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 숭인동 217-26 케이디오피스텔,"서울특별시 종로구 종로62길 17, 7층 (숭인동)",3115,케이디호스텔 7,2021.3.23 9:59,U,2021.3.25 2:40,,201649.8403,452323.3681,관광숙박업,,일반상업지역,1,학교정화(상대),,,숙박시설,1,,9,,KD Hostel 7,Tourist Accomodation Business(Hostel),,,,,,,,259.27,,,,,,,,,70000000,,,,259,호스텔업
2574,관광숙박업,03_11_01_P,3000000,CDFI2260032021000002,2021.1.14,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 숭인동 217-26,"서울특별시 종로구 종로62길 17, 8층 (숭인동)",3115,KD-ONE8,2022.1.13 13:09,U,2022.1.15 2:40,,201649.8403,452323.3681,관광숙박업,,일반상업지역,1,학교정화(상대),,,숙박시설,1,0,9,0,KD-ONE8,Tourist Accomodation Business(Hostel),0,0,,0,0,,0,259.27,,0,,,,,,,225000000,,,,259,호스텔업
2575,관광숙박업,03_11_01_P,3000000,CDFI2260032021000003,2021.1.14,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 숭인동 217-26,"서울특별시 종로구 종로62길 17, 9층 (숭인동)",3115,KD-ONE9,2021.3.23 10:00,U,2021.3.25 2:40,,201649.8403,452323.3681,관광숙박업,,일반상업지역,1,학교정화(상대),,,숙박시설,1,,9,,KD-ONE9,Tourist Accomodation Business(Hostel),,,,,,,,259.27,,,,,,,,,225000000,,,,259,호스텔업
2576,관광숙박업,03_11_01_P,5350000,CDFI2260032021000001,2021.2.3,,1,영업/정상,13,영업중,,,,,055-325-0120,,,경상남도 김해시 어방동 520-10,경상남도 김해시 활천로255번길 41-12 (어방동),50819,더메이관광호텔,2023.4.3 10:03,U,2023.4.5 2:40,,373356.3144,195748.7478,관광숙박업,,일반상업지역,7,,,,숙박시설,6,1,31,0,,,0,0,,0,0,,0,1619,,0,,,,,,,0,,,,1619,관광호텔업
2577,관광숙박업,03_11_01_P,4810000,CDFI2260032021000003,2021.1.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 율촌면 상봉리 산 80-2,전라남도 여수시 율촌면 두언길 69,59603,피스테라,2021.1.14 15:09,I,2021.1.16 0:23,,,,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,,,,,,,,,,,,312.25,,,,,,,,,800000000,,,,312,호스텔업
2578,관광숙박업,03_11_01_P,4810000,CDFI2260032021000004,2021.1.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 493-8,전라남도 여수시 돌산읍 마상포길 40,59771,하이락 리조트,2021.1.14 15:09,I,2021.1.16 0:23,,270335.4861,134906.5704,관광숙박업,,자연녹지지역,2,기타,,,,2,,,,,,,,,,,,,692.12,,,,,,,,,1500000000,,,,692,호스텔업
2579,관광숙박업,03_11_01_P,4900000,CDFI2260032021000001,2021.1.20,,1,영업/정상,13,영업중,,,,,,,,전라남도 화순군 도곡면 천암리 781,전라남도 화순군 도곡면 온천1길 77,58148,더원 비즈니스 무인호텔,2023.5.22 18:38,U,2023.5.24 2:40,,190952.0374,170309.925,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
2580,관광숙박업,03_11_01_P,3490000,CDFI2260032004000004,2004.5.31,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 749,인천광역시 중구 용유서로304번길 12 (을왕동),22383,연화문호텔을왕,2022.2.7 16:51,U,2022.2.9 2:40,,144737.4314,438436.2752,관광숙박업,,자연녹지지역,6,기타,,,숙박시설,5,1,44,0,Yeon whamoon Hotel,Korea Traditional Hotel,0,0,,0,0,,0,1992.05,,0,,,,,,,0,,,,1992,한국전통호텔업
2581,관광숙박업,03_11_01_P,4640000,CDFI2260032022000002,2022.6.9,,1,영업/정상,13,영업중,,,,,063-231-1300,,,전라북도 전주시 완산구 동서학동 6-11,전라북도 전주시 완산구 전주천서로 49 (동서학동),55101,다온호텔,2023.5.26 9:21,U,2023.5.28 2:40,,214024.6876,256705.0102,관광숙박업,,,5,,,,,4,1,20,928,,,0,0,,0,0,,0,927.89,,0,,,,,,,0,,,,928,소형호텔업
2582,관광숙박업,03_11_01_P,4670000,CDFI2260032022000001,2022.6.13,,1,영업/정상,13,영업중,,,,,063-467-1111,,,전라북도 군산시 오식도동 899 리틀프린스 관광호텔,"전라북도 군산시 가도안1길 17, 리틀프린스 관광호텔 (오식도동)",54002,리틀프린스 관광호텔,2023.1.11 13:16,U,2023.1.13 2:40,,160097.0082,271836.7234,관광숙박업,,일반상업지역,13,기타,,,호텔,12,1,105,0,,,0,0,,0,0,,0,4105.55,,0,,,,,,,0,,,,4106,관광호텔업
2583,관광숙박업,03_11_01_P,4810000,CDFI2260032022000004,2022.6.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 산 136-20,전라남도 여수시 돌산읍 마상포길 40-1,59771,라비주 키즈풀빌라,2022.6.14 17:56,I,2022.6.16 0:22,,270406.7198,134893.5832,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,528,,0,,,,,,,100000000,,,,528,호스텔업
2584,관광숙박업,03_11_01_P,4810000,CDFI2260032022000005,2022.6.15,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 우두리 산 136-20,전라남도 여수시 돌산읍 마상포길 40-1,59771,하이락리조트 2,2022.6.15 11:31,I,2022.6.17 0:22,,270406.7198,134893.5832,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,1160.8,,0,,,,,,,500000000,,,,1161,호스텔업
2585,관광숙박업,03_11_01_P,3220000,CDFI2260032022000002,2022.6.16,,1,영업/정상,13,영업중,,,,,02-6742-1565,,,서울특별시 강남구 논현동 74-6,서울특별시 강남구 논현로 734 (논현동),6049,아난티 앳 강남,2023.7.25 16:07,U,2023.7.27 2:40,,202545.8206,446151.7271,관광숙박업,,일반주거지역,16,주택가주변,,,숙박시설,11,5,112,16770,ANANTI at GANGNAM,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,16770.2,,0,,,,,,,46000001000,,,,16770,관광호텔업
2586,관광숙박업,03_11_01_P,4970000,CDFI2260032022000001,2022.6.29,,1,영업/정상,13,영업중,,,,,,,,전라남도 영광군 영광읍 신하리 831-19,"전라남도 영광군 영광읍 천년로11길 14, 로얄호스텔",57041,로얄호스텔,2023.5.19 11:10,U,2023.5.21 2:40,,154497.2095,197253.2149,관광숙박업,,일반상업지역,3,기타,,,숙박시설,3,1,17,542,Royal Hostel,Tourist Hostel,0,0,,0,0,,0,541.71,,0,,,,,,,300000000,,,,542,호스텔업
2587,관광숙박업,03_11_01_P,3180000,CDFI2260032022000001,2022.5.26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 양평동1가 31-5 가온,"서울특별시 영등포구 선유로24길 3-3, 가온 (양평동1가)",7262,가온,2022.5.26 10:54,I,2022.5.28 0:22,,190266.5792,446769.2722,관광숙박업,,준공업지역,10,주택가주변,,,숙박시설,9,1,38,829,,,0,0,,0,0,,0,829.2,,0,,,,,,,2465999870,,,,829,호스텔업
2588,관광숙박업,03_11_01_P,4640000,CDFI2260032022000003,2022.6.22,,1,영업/정상,13,영업중,,,,,063-231-5300,,,전라북도 전주시 완산구 남노송동 531-1 한빛관광호텔,"전라북도 전주시 완산구 기린대로 102, 한빛관광호텔 (남노송동)",55036,한빛호텔,2022.9.24 14:47,U,2022.9.26 2:40,,213937.0178,257619.8745,관광숙박업,,일반주거지역,7,,,,,7,0,33,1563,,,0,0,,0,0,,0,1562.71,,0,,,,,,,0,,,,1563,관광호텔업
2589,관광숙박업,03_11_01_P,3590000,CDFI2260032022000002,2022.5.27,,1,영업/정상,13,영업중,,,,,062-717-1000,,,광주광역시 동구 호남동 23-2,광주광역시 동구 천변우로 369 (호남동),61479,라마다플라자 충장호텔,2022.5.30 9:18,I,2022.6.4 0:22,,191887.3264,183184.7359,관광숙박업,,중심상업지역,15,,,,,13,2,95,10149,,,0,0,,0,0,,0,10148.63,,0,,,,,,,8000000000,,,,10149,관광호텔업
2590,관광숙박업,03_11_01_P,6520000,CDFI2260032022000001,2022.6.27,,1,영업/정상,13,영업중,,,,,064-800-8000,,,제주특별자치도 서귀포시 남원읍 위미리 4626 스프링데일 콘도미니엄2,"제주특별자치도 서귀포시 남원읍 서성로 459-1, 스프링데일 콘도미니엄2",63609,스프링데일 골프&리조트 휴양콘도미니엄 1,2022.6.27 14:48,I,2022.6.29 0:22,,166308.0555,-18300.06382,관광숙박업,,관리지역,2,,,,콘도미니엄,2,0,0,0,,,0,0,,0,0,,0,19382.1,,0,,,,,,,0,,,,19382,휴양콘도미니엄업
2591,관광숙박업,03_11_01_P,4160000,CDFI2260032022000003,2022.4.29,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 설악면 회곡리 447-18 리버빌,"경기도 가평군 설악면 유명로 2324, 리버빌",12459,리버빌,2023.2.10 13:15,U,2023.2.12 2:40,,239489.8018,467417.8119,관광숙박업,,녹지지역,6,기타,,,기타,4,2,0,0,,,0,0,,0,0,,0,1400,,0,,,,,,,0,,,,1400,소형호텔업
2592,관광숙박업,03_11_01_P,5330000,CDFI2260032022000001,2022.5.4,,1,영업/정상,13,영업중,,,,,,,,경상남도 통영시 도남동 515-14,경상남도 통영시 데메3길 14-16 (도남동),53076,통영 다옴,2022.5.12 15:51,U,2022.5.14 2:40,,329873.4643,148776.7083,관광숙박업,,일반상업지역,4,주택가주변,,,다가구용 주택(공동주택적용),3,0,0,0,,,0,0,,0,0,,0,170.68,,0,,,,,,,50000000,,,,171,호스텔업
2593,관광숙박업,03_11_01_P,6510000,CDFI2260032022000002,2022.6.17,,1,영업/정상,13,영업중,,,,,064-802-8054,,,제주특별자치도 제주시 조천읍 교래리 385-1,제주특별자치도 제주시 조천읍 남조로 1982,63346,에코랜드 호텔,2023.1.26 19:03,U,2023.1.28 2:40,,169453.2766,-5298.62834,관광숙박업,,관리지역,4,,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,22425.04,,0,,,,,,,65650000000,,,,22425,관광호텔업
2594,관광숙박업,03_11_01_P,3410000,CDFI2260032008000001,2008.7.4,,4,취소/말소/만료/정지/중지,35,직권말소,2022.9.30,,,,053-664-1155,,700-733,대구광역시 중구 문화동 11-1,대구광역시 중구 국채보상로 611 (문화동),41913,노보텔 앰배서더 대구,2022.9.30 16:14,U,2022.10.2 2:40,,344223.6365,264597.6111,관광숙박업,관광사업,중심상업지역,23,,,,숙박시설,0,0,204,0,Novotel Ambassador Daegu,Tourist Hotel,0,0,,0,0,,0,35935.16,,0,,,,,,,0,,,,35935,관광호텔업
2595,관광숙박업,03_11_01_P,3910000,CDFI2260031997000002,1997.4.2,,4,취소/말소/만료/정지/중지,35,직권말소,2014.3.4,,,,683-3310,,451-885,경기도 평택시 안중읍 현화리 658-2번지,경기도 평택시 안중읍 서동대로 1455,451-885,웨스트관광호텔,2014.3.4 15:05,I,2018.8.31 23:59,,192160.9925,387766.7027,관광숙박업,,,,,,,,,,66,7005,,,,,,,,,,,,,,,,,,,,,,,,
2596,관광숙박업,03_11_01_P,4301000,CDFI2260032006000001,2006.6.16,,4,취소/말소/만료/정지/중지,35,직권말소,2006.6.16,,,,455-1944,,269-811,강원특별자치도 철원군 동송읍 장흥리 51-20 4통4반 궁예도성,강원특별자치도 철원군 동송읍 창동로 2364  (궁예도성),,궁예도성,2011.10.27 11:20,I,2023.6.13 0:00,,224991.9714,520064.6444,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2597,관광숙박업,03_11_01_P,4301000,CDFI2260032004000001,2004.7.14,,4,취소/말소/만료/정지/중지,35,직권말소,2004.7.14,,,,042-638-2891,,269-811,강원특별자치도 철원군 동송읍 장흥리 46-3,강원특별자치도 철원군 동송읍 태봉로 1825,,고석정리조트가족호텔,2011.10.27 11:19,I,2023.6.13 0:00,,225032.5924,520305.8382,관광숙박업,관광사업,관리지역,4,기타,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,7695.51,,0,,,,,,,10360000500,,,,7696,
