순번,시도본부,소방서,119안전센터명,주소,전화번호
957,경북,고령,대가야119안전센터,경상북도 고령군 대가야읍 벽화길18,054-950-8100
958,경북,고령,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-950-8110
959,경북,성주,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119
960,경북,성주,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370
961,경북,칠곡,왜관119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-970-2800
962,경북,칠곡,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-970-2810
963,경북,칠곡,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-970-2840
964,경북,칠곡,금산119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-970-2827
965,경북,칠곡,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-970-2837
966,경북,칠곡,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-970-2850
967,경북,예천,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-650-3600
968,경북,예천,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-650-3610
969,경북,예천,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-650-3620
970,경북,울진,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401
971,경북,울진,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411
972,경북,울진,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450
973,경북,울진,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423
974,경북,울진,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431
975,경남,진주,상대119안전센터,경상남도 진주시 동진로 249,055-760-9360
976,경남,진주,중앙119안전센터,경상남도 양산시 북장대로64번길 14,055-379-9370
977,경남,진주,천전119안전센터,경상남도 진주시 강남로 167번길 16,055-760-9380
978,경남,진주,평거119안전센터,경상남도 진주시 순환로 565,055-760-9390
979,경남,진주,문산119안전센터,경상남도 진주시 문산읍 월아산로 979,055-760-9400
980,경남,진주,금산119안전센터,경상남도 진주시 금산면 중천리 585-2,055-760-9440
981,경남,통영,죽림119안전센터,경상남도 통영시 광도면 죽림4로 49,055-640-9361
982,경남,통영,무전119안전센터,경상남도 통영시 원문로 71,055-640-9422
983,경남,통영,서호119안전센터,경상남도 통영시 중앙로 91-8,055-640-9372
984,경남,통영,도남119안전센터,경상남도 통영시 도남로257,055-640-9380
985,경남,사천,동금119안전센터,경상남도 사천시 남일로 29,055-830-9400
986,경남,사천,사천119안전센터,경상남도 사천시 사천읍 무산로 21,055-830-9420
987,경남,사천,사남119안전센터,경상남도 사천시 사남면 공단2로 53,055-830-9410
988,경남,사천,곤양119안전센터,경상남도 사천시 곤양면 곤북로 64,055-850-9430
989,경남,김해동부,삼정119안전센터,경상남도 김해시 김해대로 2507,055-320-9360
990,경남,김해동부,동상119안전센터,경상남도 김해시 구지로 179,055-320-9370
991,경남,김해동부,내외119안전센터,경상남도 김해시 내외로 77,055-320-9380
992,경남,김해동부,상동119안전센터,경상남도 김해시 상동면 상동로 637,055-320-9390
993,경남,김해동부,생림119안전센터,경상남도 김해시 생림면 봉림로 106,055-320-9400
994,경남,김해동부,북부119안전센터,경상남도 김해시 해반천로 166,055-320-9410
995,경남,김해동부,대동119안전센터,경상남도 김해시 대동면 동남로 41번길 19,055-320-9420
996,경남,김해서부,진례119안전센터,경상남도 김해시 진례면 서부로 730,055-344-9370
997,경남,김해서부,장유119안전센터,경상남도 김해시 번화2로 12,055-344-9360
998,경남,김해서부,진영119안전센터,경상남도 김해시 진영읍 장등로 4,055-344-9380
999,경남,김해서부,주촌119안전센터,경상남도 김해시 주촌면 주선로 29,055-344-9390
1000,경남,김해서부,한림119안전센터,경상남도 김해시 한림면 한림로 401번길 50,055-344-9410
1001,경남,김해서부,율하119안전센터,경상남도 김해시 율하4로 112,055-344-9420
1002,경남,밀양,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360
1003,경남,밀양,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9374
1004,경남,밀양,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9385
1005,경남,밀양,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 16-3,055-350-9394
1006,경남,밀양,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9402
1007,경남,밀양,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9412
1008,경남,거제,옥포119안전센터,경상남도 거제시 진목로 1,055-689-9361
1009,경남,거제,장승포119안전센터,경상남도 거제시 능포로 77,055-689-9370
1010,경남,거제,신현119안전센터,경상남도 거제시 계룡로 52,055-689-9380
1011,경남,거제,거제119안전센터,경상남도 거제시 거제면 거제남서로 3429,055-689-9400
1012,경남,거제,연초119안전센터,경상남도 거제시 연초면 거제북로1,055-689-9410
1013,경남,거제,동부119안전센터,경상남도 거제시 동부면 거제대로 957,055-689-9420
1014,경남,거제,사등119안전센터,경상남도 거제시 사등면 덕호해안길 63 ,055-689-9430
1015,경남,양산,물금119안전센터,경상남도 양산시 물금읍 황산로 719,055-379-9360
1016,경남,양산,중앙119안전센터,경상남도 양산시 신기로 13,055-379-9370
1017,경남,양산,웅상119안전센터,경상남도 양산시 웅상대로 1120,055-379-9380
1018,경남,양산,하북119안전센터,경상남도 양산시 하북면 양산대로 2255-38,055-379-9390
1019,경남,양산,중부119안전센터,경상남도 양산시 양산역 6길 27,055-379-9330
1020,경남,양산,평산119안전센터,경상남도 양산시 내연4길 9,055-379-9320
1021,경남,양산,상북119안전센터,경상남도 양산시 석계로 37,055-379-9420
1022,경남,의령,의령119안전센터,경상남도 의령군 의령읍 의병로 108-17,055-570-9310
1023,경남,의령,부림119안전센터,경상남도 의령군 부림면 대한로 1666,055-570-9320
1024,경남,함안,가야119안전센터,경상남도 함안군 가야읍 선왕길 59,055-580-9300
1025,경남,함안,칠원119안전센터,경상남도 함안군 칠원읍 용산2길 121,055-580-9330
1026,경남,함안,군북119안전센터,경상남도 함안군 군북면 함마대로 760,055-580-9340
1027,경남,창녕,창녕119안전센터,경상남도 창녕군 대지면 우포2로 1097,055-259-9360
1028,경남,창녕,남지119안전센터,경상남도 창녕군 남지읍 동포로 64,055-259-9370
1029,경남,창녕,영산119안전센터,경상남도 창녕군 영산면 영산장마로 697,055-259-9330
1030,경남,창녕,부곡119안전센터,경상남도 창녕군 부곡면 원앙로 184,055-259-9380
1031,경남,고성,고성119안전센터,경상남도 고성군 고성읍 남해안대로 2670,055-670-9310
1032,경남,고성,회화119안전센터,경상남도 고성군 회화면 영희로 2211,055-670-9320
1033,경남,고성,거류119안전센터,경상남도 고성군 거류면 봉암 1길 9,055-670-9340
1034,경남,남해,남해119안전센터,경상남도 남해군 남해읍 스포츠로 81,055-860-9360
1035,경남,남해,삼동119안전센터,경상남도 남해군 삼동면 동부대로 1795,055-860-9370
1036,경남,남해,미조119안전센터,경상남도 남해군 미조면 동부대로 25,055-860-9330
1037,경남,하동,금성119안전센터,경상남도 하동군 금성면 금성로 15,055-880-9320
1038,경남,하동,하동119안전센터,경상남도 하동군 적량면 공설운동장로 169,055-880-9360
1039,경남,하동,진교119안전센터,경상남도 하동군 진교면 진양로 27,055-880-9370
1040,경남,하동,화개119안전센터,경상남도 하동군 화개면 쌍계로58 ,055-880-9330
1041,경남,산청,산청119안전센터,경상남도 산청군 산청읍 중앙로 76-7,055-970-9310
1042,경남,산청,단성119안전센터,경상남도 산청군 단성면 사직단로 447-8,055-970-9320
1043,경남,함양,함양119안전센터,경상남도 함양군 함양읍 고운로 161-41,055-960-9310
1044,경남,함양,안의119안전센터,경상남도 함양군 안의면 금성길 19,055-960-9320
1045,경남,거창,대평119안전센터,경상남도 거창군 거창읍 거함대로 3324,055-940-9361
1046,경남,거창,위천119안전센터,경상남도 거창군 위천면 원학길 321,055-940-9371
1047,경남,거창,가조119안전센터,경상남도 거창군 가조면 마상3길 32,055-940-9381
1048,경남,합천,합천119안전센터,경상남도 합천군 합천읍 인덕로 2453,055-930-9306
1049,경남,합천,초계119안전센터,경상남도 합천군 초계면 양동로 6-16,055-930-9325
1050,경남,합천,북부119안전센터,경상남도 합천군 야로면 월광리 241-4,055-930-9355
1051,경남,합천,삼가119안전센터,경상남도 합천군 삼가면 삼가로 287,055-930-9316
1052,제주,제주,이도119안전센터,제주특별자치도 제주시 중앙로 342,064-756-1175
1053,제주,제주,삼도119안전센터,제주특별자치도 제주시 탑동로 101,064-756-4258
1054,제주,제주,오라119안전센터,제주특별자치도 제주시 서광로2길 24,064-756-1176
1055,제주,제주,연동119안전센터,제주특별자치도 제주시 문송길 14,064-743-2119
1056,제주,제주,항만119안전센터,제주특별자치도 제주시 임항로 146,064-756-1178
1057,제주,제주,화북119안전센터,제주특별자치도 제주시 동화로1길 3,064-726-6119
1058,제주,제주,노형119안전센터,제주특별자치도 제주시 광평동로 2,064-742-5119
1059,제주,제주,외도119안전센터,제주특별자치도 제주시 통물길 75,064-749-7333
1060,제주,제주,아라119안전센터,제주특별자치도 제주시 사송길 116,064-721-5119
1061,제주,서귀포,대신119안전센터,제주특별자치도 서귀포시 서호남로 20(법환동),064-739-0119
1062,제주,서귀포,동홍119안전센터,제주특별자치도 서귀포시 서홍로 14(서홍동),064-762-1119
1063,제주,서귀포,중문119안전센터,제주특별자치도 서귀포시 일주서로 669(회수동),064-738-0119
1064,제주,서귀포,효돈119안전센터,제주특별자치도 서귀포시 일주동로 8234(신효동),064-767-2119
1065,제주,서부,한림119안전센터,제주특별자치도 제주시 한림읍 한림중앙로 150,064-796-2119
1066,제주,서부,애월119안전센터,제주특별자치도 제주시 애월읍 일주서로 6513,064-799-3119
1067,제주,서부,대정119안전센터,제주특별자치도 서귀포시 대정읍 일주서로 2717,064-794-1119
1068,제주,서부,한경119안전센터,제주특별자치도 제주시 한경면 일주서로 4218,064-773-0119
1069,제주,서부,안덕119안전센터,제주특별자치도 서귀포시 안덕면 화순서서로 2,064-794-9119
1070,제주,서부,영어교육도시119안전센터,제주특별자치도 서귀포시 대정읍 에듀시티로 238,064-792-5119
1071,제주,동부,성산119안전센터,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119
1072,제주,동부,구좌119안전센터,제주특별자치도 제주시 구좌읍 세화14길 8,064-783-0119
1073,제주,동부,조천119안전센터,제주특별자치도 제주시 조천읍 신북로 337,064-782-6119
1074,제주,동부,남원119안전센터,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119
1075,제주,동부,표선119안전센터,제주특별자치도 서귀포시 표선면 표선관정로 39-16,064-787-0119
1076,창원,진해,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9460
1077,창원,진해,대흥119안전센터,경상남도 창원시 진해구 백구로 72,055-548-9360
1078,창원,진해,이동119안전센터,경상남도 창원시 진해구 충장로 434,055-548-9370
1079,창원,진해,웅동119안전센터,경상남도 창원시 진해구 남의로 11,055-548-9380
1080,창원,진해,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9390
1081,창원,창원,소답119안전센터,경상남도 창원시 의창구 의안로44번길 5,055-225-9360
1082,창원,창원,봉곡119안전센터,경상남도 창원시 봉곡동 지귀로 127,055-225-9370
1083,창원,창원,차룡119안전센터,경상남도 창원시 의창구 창원대로204번길 15,055-225-9380
1084,창원,창원,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9390
1085,창원,창원,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9400
1086,창원,창원,대산119안전센터,경상남도 창원시 의창구 대산면 봉강가술로 583,055-225-9410
1087,창원,창원,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9362
1088,창원,창원,외동119안전센터,경상남도 창원시 성산구 삼동로128번길 19,055-211-9385
1089,창원,창원,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372
1090,창원,창원,대원119안전센터,경상남도 창원시 의창구 두대로55번길 11,055-211-9405
1091,창원,창원,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462
1092,창원,마산,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9365
1093,창원,마산,남성119안전센터,경상남도 원시 마산합포구 남성로 114,055-249-9384
1094,창원,마산,삼진119안전센터,경상남도 창원시 마산합포구 진북면 산단1길 29-30,055-249-9390
1095,창원,마산,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9407
1096,창원,마산,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9412
1097,창원,마산,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9420
1098,창원,마산,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9430
1099,창원,마산,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9444
1100,창원,마산,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9450
