번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총직원수
255,부화업,02_04_04_P,4540000,4.54E+17,1995.8.25,,3,폐업,2,폐업,1996.8.25,,,,742-4616,0,320-836,충청남도 논산시 연무읍 소룡리 ***-*번지,충청남도 논산시 연무읍 소룡길 **,,논산부화장,2005.8.22 18:35,I,2018.8.31 23:59,,211979.3758,289333.2307,부화업,,454,0,
256,부화업,02_04_04_P,4540000,4.54E+17,1998.6.20,,3,폐업,2,폐업,2005.1.27,,,,742-3313,0,320-833,충청남도 논산시 연무읍 동산리 ***-*번지,충청남도 논산시 연무읍 동안로 ****,,(주)상경부화장,2005.8.22 17:54,I,2018.8.31 23:59,,211126.5645,292065.5144,부화업,,449,L00,
257,부화업,02_04_04_P,4540000,4.54E+17,2000.5.15,,3,폐업,2,폐업,2001.1.1,,,,741-2600,0,320-812,충청남도 논산시 채운면 화정리 ***-*번지,충청남도 논산시 채운면 화정길 **,,강경부화장,2005.8.22 18:37,I,2018.8.31 23:59,,205957.0661,293705.4321,부화업,,455,0,
258,부화업,02_04_04_P,4520000,4.52E+17,2004.6.22,,3,폐업,2,폐업,2011.8.8,,,,,0,336-855,충청남도 아산시 배방읍 세교리 산 **-*번지,,,한흥부화장,2011.8.8 16:59,I,2018.8.31 23:59,,,,부화업,,10,0,
259,부화업,02_04_04_P,4520000,4.52E+17,1995.5.9,,3,폐업,2,폐업,2014.3.13,,,,,0,336-885,충청남도 아산시 신창면 읍내리 **-*번지,,,봉명부화장,2014.3.13 19:49,I,2018.8.31 23:59,,,,부화업,,2,0,
260,부화업,02_04_04_P,4520000,4.52E+17,2004.6.22,,3,폐업,2,폐업,2008.12.30,,,,,0,336-872,충청남도 아산시 둔포면 산전리 ***-*번지,충청남도 아산시 둔포면 관대길**번길 **,31411,요한부화장,2014.2.7 11:31,I,2018.8.31 23:59,,203356.8359,377694.4286,부화업,,9,0,
261,부화업,02_04_04_P,4520000,4.52E+17,2001.4.11,,3,폐업,2,폐업,2006.2.10,,,,,0,336-871,충청남도 아산시 둔포면 석곡리 산 **-**번지,,,둔포애플부화장,2006.7.6 14:19,I,2018.8.31 23:59,,,,부화업,,738,0,
262,부화업,02_04_04_P,4520000,4.52E+17,2005.8.29,,3,폐업,2,폐업,2007.12.14,,,,,0,336-841,충청남도 아산시 탕정면 용두리 ***번지,충청남도 아산시 탕정면 탕정로 ***,,덕연부화장,2007.12.14 15:44,I,2018.8.31 23:59,,204350.3249,367702.3036,부화업,,579,0,
263,부화업,02_04_04_P,4520000,4.52E+17,2008.12.15,,3,폐업,2,폐업,2009.2.5,,,,,0,336-875,충청남도 아산시 둔포면 염작리 ***-*번지,,,동산부화장,2009.2.5 15:09,I,2018.8.31 23:59,,206420.7548,380048.7756,부화업,,986,0,
264,부화업,02_04_04_P,4520000,4.52E+17,2009.2.9,,3,폐업,2,폐업,2011.12.6,,,,,0,336-873,충청남도 아산시 둔포면 산전리 ***-*번지,충청남도 아산시 둔포면 관대길**번길 **,,신기부화장(신기영농조합법인),2011.12.6 16:37,I,2018.8.31 23:59,,203356.8359,377694.4286,부화업,,1022,0,
265,부화업,02_04_04_P,4520000,4.52E+17,2009.2.13,,3,폐업,2,폐업,2009.10.6,,,,,0,336-875,충청남도 아산시 둔포면 염작리 ***-*번지,,,동산부화장,2009.10.6 18:10,I,2018.8.31 23:59,,206420.7548,380048.7756,부화업,,1023,0,
266,부화업,02_04_04_P,4520000,4.52E+17,2011.4.1,,3,폐업,2,폐업,2019.7.24,,,,,0,336-881,충청남도 아산시 신창면 궁화리 **-*번지,충청남도 아산시 신창면 서부남로 ***,,올참,2019.7.24 13:41,U,2019.7.26 2:40,,192591.5356,365698.555,부화업,,1123,0,
267,부화업,02_04_04_P,4500000,4.5E+17,1990.3.21,,3,폐업,2,폐업,2009.10.20,,,,041-857-1468,1020,314-914,충청남도 공주시 장기면 하봉리 **-*번지,,,장기부화장,2009.10.22 11:47,I,2018.8.31 23:59,,,,부화업,,1488,0,
268,부화업,02_04_04_P,4500000,4.5E+17,2004.6.23,,3,폐업,2,폐업,2009.10.20,,,,,0,314-914,충청남도 공주시 장기면 하봉리 ***번지,,,장기,2009.10.22 16:45,I,2018.8.31 23:59,,,,부화업,,4,0,
269,부화업,02_04_04_P,4550000,4.55E+17,1992.1.14,,3,폐업,2,폐업,2004.6.15,,,,,165,312-852,충청남도 금산군 남일면 황풍리 ***번지,,,금산부화장,2004.6.16 9:40,I,2018.8.31 23:59,,,,부화업,,2,0,
270,부화업,02_04_04_P,4530000,4.53E+17,2004.1.12,,3,폐업,2,폐업,2011.6.3,,,,664-6386,0,356-842,충청남도 서산시 음암면 부장리 ***-*번지,,,두경부화장,2011.6.3 15:25,I,2018.8.31 23:59,,,,부화업,,13,0,
271,부화업,02_04_04_P,4530000,4.53E+17,2011.6.3,,3,폐업,2,폐업,2016.6.13,,,,,,356-840,충청남도 서산시 음암면 부장리 ***-*번지,충청남도 서산시 음암면 송바위골길 **-*,31941,보령부화장,2016.6.13 11:33,I,2018.8.31 23:59,,156617.3648,364788.0614,부화업,,1113,0,
272,부화업,02_04_04_P,4530000,4.53E+17,2016.6.21,,3,폐업,2,폐업,2018.7.3,,,,,,31941,충청남도 서산시 음암면 부장리 ***-*번지,충청남도 서산시 음암면 송바위골길 **-*,31941,보령부화장,2018.7.3 16:53,I,2018.8.31 23:59,,156617.3648,364788.0614,부화업,,1480,0,
273,부화업,02_04_04_P,4590000,4.59E+17,2010.10.4,,3,폐업,2,폐업,2019.2.21,,,,041-940-5500,0,345-811,충청남도 청양군 정산면 학암리 ***번지,,,충청남도 축산기술연구소,2019.2.22 14:03,U,2019.2.24 2:40,,195369.5582,320114.0768,부화업,,1051,L00,
274,부화업,02_04_04_P,4590000,4.59E+17,2013.10.7,,3,폐업,2,폐업,2019.2.21,,,,,,345-811,,충청남도 청양군 정산면 큰백길 ***-**,33350,충청남도축산기술연구소,2019.2.22 14:05,U,2019.2.24 2:40,,195396.7452,320058.9607,부화업,,1245,L00,
275,부화업,02_04_04_P,4530000,4.53E+17,2018.7.4,,3,폐업,2,폐업,2020.10.8,,,,,,31941,경기도 평택시 서정동 ***-*,충청남도 서산시 음암면 송바위골길 **-*,31941,보령부화장,2020.10.7 17:59,U,2020.10.9 2:40,,204712.9712,396402.7311,부화업,,1528,0,
276,부화업,02_04_04_P,4490000,4.49E+17,1988.4.25,,3,폐업,2,폐업,2015.3.25,,,,070-8832-1099/043-240-7662,0,330-290,충청남도 아산시 둔포면 염작리 ***번지,충청남도 천안시 서북구 감나무골길 ** (업성동),31076,(주)체리부로 부화장,2015.3.25 16:03,I,2018.8.31 23:59,,212010.9605,373317.2474,부화업,,11,L00,0
277,부화업,02_04_04_P,4570000,4.57E+17,2008.2.21,,3,폐업,2,폐업,2022.10.5,,,,,0,323-801,충청남도 부여군 부여읍 정동리 ***,,,희망부화장,2022.10.5 14:36,U,2022.10.7 2:40,,194183.0481,310657.6308,부화업,,503,0,0
278,부화업,02_04_04_P,4490000,4.49E+17,2005.12.1,,3,폐업,2,폐업,2018.3.16,,,,580-3317,0,331-801,충청남도 천안시 서북구 성환읍 신방리 *-*번지,충청남도 천안시 서북구 성환읍 신방*길 *** (농촌진흥청축산연구소),31000,국립축산과학원 축산자원개발부,2018.3.16 17:11,I,2018.8.31 23:59,,209052.0483,381119.2067,부화업,,648,L00,0
279,부화업,02_04_04_P,4490000,4.49E+17,2006.8.9,,3,폐업,2,폐업,2010.7.6,,,,553-5255,0,330-882,충청남도 천안시 동남구 수신면 신풍리 ***-*번지 ***,,,류도현 한방황오리 부화장,2010.7.6 17:08,I,2018.8.31 23:59,,,,부화업,,739,0,0
280,부화업,02_04_04_P,4490000,4.49E+17,2012.12.10,,3,폐업,2,폐업,2014.2.14,,,,,,330-912,충청남도 천안시 동남구 풍세면 삼태리 ***-*번지,충청남도 천안시 동남구 풍세면 태학산로 ***,31214,토종꼬꼬농장,2014.2.14 20:23,I,2018.8.31 23:59,,208501.9341,360161.8929,부화업,,1050,0,0
281,부화업,02_04_04_P,4510000,4.51E+17,1999.10.16,,3,폐업,2,폐업,2008.3.10,,,,041-932-8783,396,355-923,충청남도 보령시 청라면 장산리 ***번지,충청남도 보령시 주교면 대터골길 ***-**,,장산부화장,2015.7.31 9:17,I,2018.8.31 23:59,,159923.4385,321474.6971,부화업,,41,0,
282,부화업,02_04_04_P,4140000,4.14E+17,2000.8.17,,3,폐업,2,폐업,2003.12.23,,,,,0,,경기도 연천군 미산면 백석리 ***번지,,,미산오리부화장,2004.1.5 13:03,I,2018.8.31 23:59,,196037.6443,505029.4901,부화업,,,0,
283,부화업,02_04_04_P,5600000,5.6E+17,2002.1.17,,3,폐업,2,폐업,2022.7.29,,,,536-5529,0,487-898,경기도 포천시 영북면 야미리 ***-*,경기도 포천시 영북면 호국로 ****-**,11109,대영부화장,2022.7.29 11:29,U,2022.7.31 2:40,,223745.8435,505636.6027,부화업,,6,0,0
284,부화업,02_04_04_P,5600000,5.6E+17,2003.2.14,,3,폐업,2,폐업,2004.12.24,,,,,0,487-921,경기도 포천시 창수면 추동리 ***번지,경기도 포천시 창수면 포천로****번길 **-**,11134,축석부화장,2011.10.30 15:46,I,2018.8.31 23:59,,214436.5577,499519.013,부화업,,2,0,
285,부화업,02_04_04_P,5600000,5.6E+17,2011.8.18,,3,폐업,2,폐업,2011.10.25,,,,,,487-853,경기도 포천시 일동면 길명리 ***-*번지,경기도 포천시 일동면 영일로 ***-*,,농업회사법인주식회사 마니커농산 포천부화장,2011.10.25 14:38,I,2018.8.31 23:59,,224443.8603,492858.6418,부화업,,1486,L00,
286,부화업,02_04_04_P,5600000,5.6E+17,2013.7.22,,3,폐업,2,폐업,2014.4.8,,,,,,487-853,경기도 포천시 일동면 길명리 **-*번지,,,(주)마니커포천지점,2014.4.8 11:23,I,2018.8.31 23:59,,225568.6898,491568.3645,부화업,,1549,L00,
287,부화업,02_04_04_P,5700000,4.11E+17,2001.7.21,,3,폐업,2,폐업,2003.10.13,,,,031-883-2125,0,,경기도 여주시 능서면 광대리 산 **-**번지,,,기성농원,2003.11.3 10:43,I,2018.8.31 23:59,,,,부화업,,,0,
288,부화업,02_04_04_P,5700000,4.11E+17,2004.1.28,,3,폐업,2,폐업,2005.8.10,,,,,0,469-802,경기도 여주시 능현동 **-**번지,,,흥일부화장,2005.8.11 9:41,I,2018.8.31 23:59,,,,부화업,,155,0,
289,부화업,02_04_04_P,5700000,4.11E+17,2004.5.14,,3,폐업,2,폐업,2011.8.8,,,,031-884-9169,0,469-811,경기도 여주시 능서면 광대리 ***-*번지,,,기성부화장,2011.8.8 18:54,I,2018.8.31 23:59,,,,부화업,,14,0,
290,부화업,02_04_04_P,5700000,4.11E+17,2004.5.18,,3,폐업,2,폐업,2011.12.27,,,,031-884-5272,0,469-811,경기도 여주시 능서면 광대리 ***번지,,,(주)화인코리아 여주부화장,2011.12.28 9:19,I,2018.8.31 23:59,,,,부화업,,16,L00,
291,부화업,02_04_04_P,5700000,4.11E+17,2004.5.20,,3,폐업,2,폐업,2012.1.30,,,,031-886-0734,0,469-843,경기도 여주시 대신면 무촌리 ***-*번지,,,중원부화장,2012.2.5 10:41,I,2018.8.31 23:59,,251664.3342,432509.241,부화업,,19,0,
292,부화업,02_04_04_P,4000000,4E+17,1992.1.6,,3,폐업,2,폐업,2009.12.17,,,,,0,447-010,경기도 오산시 청학동 산 *-*번지,,,주식회사 한일팜스,2009.12.17 17:14,I,2018.8.31 23:59,,204353.6932,405952.2824,부화업,,1,L00,
293,부화업,02_04_04_P,3910000,3.91E+17,1993.5.27,,3,폐업,2,폐업,2016.10.6,,,,664-9989,3990,451-843,경기도 평택시 고덕면 율포리 ***-*번지,경기도 평택시 고덕면 고덕*로**번길 ***,17770,강남부화장,2016.10.6 16:07,I,2018.8.31 23:59,,,,부화업,,4,0,
294,부화업,02_04_04_P,3910000,3.91E+17,1997.4.7,,3,폐업,2,폐업,2015.2.4,,,,683-6883,0,451-823,경기도 평택시 포승읍 희곡리 ***번지,경기도 평택시 포승읍 직산동길 **-**,,기린부화장,2015.2.4 18:13,I,2018.8.31 23:59,,,,부화업,,7,0,
295,부화업,02_04_04_P,3910000,3.91E+17,1999.9.17,,3,폐업,2,폐업,2012.7.10,,,,662-9982,2723,451-841,경기도 평택시 고덕면 여염리 **-**번지,경기도 평택시 고덕면 여염길 **,,성화부화장,2012.7.10 17:19,I,2018.8.31 23:59,,,,부화업,,8,L00,
296,부화업,02_04_04_P,3910000,3.91E+17,2000.8.24,,3,폐업,2,폐업,2014.1.22,,,,664-3600,1600,451-852,경기도 평택시 서탄면 금암리 ***번지,경기도 평택시 서탄면 서탄로 ***,,평택부화장,2014.1.22 18:37,I,2018.8.31 23:59,,202877.4975,401206.5233,부화업,,6,0,
297,부화업,02_04_04_P,3910000,3.91E+17,2001.9.28,,3,폐업,2,폐업,2003.3.17,,,,662-9977,2640,,경기도 평택시 고덕면 해창리 *-*번지,경기도 평택시 고덕면 고덕*로 ***,,금강부화장,2003.3.17 17:13,I,2018.8.31 23:59,,,,부화업,,,0,
298,부화업,02_04_04_P,3910000,3.91E+17,2001.2.8,,3,폐업,2,폐업,2014.10.7,,,,682-6090,3300,451-872,경기도 평택시 오성면 양교리 ***-*번지,경기도 평택시 오성면 청오로 ***,17818,홍익부화장,2014.10.7 20:34,I,2018.8.31 23:59,,198393.4712,390990.3807,부화업,,9,0,
299,부화업,02_04_04_P,3910000,3.91E+17,2006.4.11,,3,폐업,2,폐업,2007.7.3,,,,,4200,451-832,경기도 평택시 청북면 옥길리 ***번지,,,동광부화장,2007.7.3 17:28,I,2018.8.31 23:59,,,,부화업,,5,0,
300,부화업,02_04_04_P,3910000,3.91E+17,2003.3.27,,3,폐업,2,폐업,2003.11.21,,,,,1209,,경기도 평택시 고덕면 해창리 *-*번지,경기도 평택시 고덕면 고덕*로 ***,,신명종합축산,2003.11.25 15:21,I,2018.8.31 23:59,,,,부화업,,,0,
301,부화업,02_04_04_P,3910000,3.91E+17,2004.4.1,,3,폐업,2,폐업,2005.5.11,,,,,0,451-843,경기도 평택시 고덕면 해창리 *-*번지,경기도 평택시 고덕면 고덕*로 ***,,석정부화장,2005.5.13 17:15,I,2018.8.31 23:59,,,,부화업,,1,0,
302,부화업,02_04_04_P,3910000,3.91E+17,2005.5.25,,3,폐업,2,폐업,2014.7.29,,,,,0,451-843,경기도 평택시 고덕면 해창리 *-*번지,경기도 평택시 고덕면 고덕*로 ***,,대성부화장,2014.7.29 21:06,I,2018.8.31 23:59,,,,부화업,,420,0,
303,부화업,02_04_04_P,3910000,3.91E+17,2007.8.1,,3,폐업,2,폐업,2010.10.18,,,,,0,451-883,경기도 평택시 안중읍 덕우리 ***-*번지,경기도 평택시 안중읍 안중북로 ***-**,,보령부화장,2010.10.18 13:04,I,2018.8.31 23:59,,192282.5024,389272.5654,부화업,,766,0,
304,부화업,02_04_04_P,3910000,3.91E+17,2014.7.22,,3,폐업,2,폐업,2023.3.21,,,,,,451-832,경기도 평택시 청북읍 고잔리 ***-*,경기도 평택시 청북읍 고잔*길 **-**,17794,주식회사 안창,2023.3.21 8:52,U,2023.3.23 2:40,,191112.8993,394523.3322,부화업,,1115,L00,0
305,부화업,02_04_04_P,5700000,4.11E+17,2005.12.16,,3,폐업,2,폐업,2011.8.11,,,,,0,469-872,경기도 여주시 점동면 처리 ***번지,,,에덴부화장,2011.8.12 8:59,I,2018.8.31 23:59,,258650.8819,414101.2809,부화업,,706,0,
306,부화업,02_04_04_P,5700000,4.11E+17,2012.3.20,,3,폐업,2,폐업,2014.9.15,,,,031-886-9973,,469-843,경기도 용인시 기흥구 언남동 ***-*번지,,,수원농산,2014.9.15 8:01,I,2018.8.31 23:59,,,,부화업,,1201,0,
307,부화업,02_04_04_P,4060000,4.06E+17,1994.10.26,,3,폐업,2,폐업,2004.5.3,,,,,0,413-831,경기도 파주시 당하동 ***번지,,,임한부화장,2004.5.3 16:00,I,2018.8.31 23:59,,,,부화업,,56,0,
308,부화업,02_04_04_P,4060000,4.06E+17,1994.10.26,,3,폐업,2,폐업,2021.2.22,,,,031-958-6965,0,413-914,경기도 파주시 적성면 장현리 ***,경기도 파주시 적성면 산덕골길 ***,10804,파주부화장,2021.2.22 13:04,U,2021.2.24 2:40,,198061.5693,497632.735,부화업,,55,0,
309,부화업,02_04_04_P,4060000,4.06E+17,2003.4.22,,3,폐업,2,폐업,2021.12.9,,,,964-2147,0,413-855,경기도 파주시 광탄면 용미리 ***-*,경기도 파주시 광탄면 장지산로***번길 **,10955,소래축산,2021.12.9 13:11,U,2021.12.11 2:40,,189584.128,471680.0602,부화업,,18,0,0
310,부화업,02_04_04_P,5090000,5.09E+17,1999.10.16,,3,폐업,2,폐업,2016.2.3,,,,,29800,,경상북도 영주시 조와동 ***-**번지,경상북도 영주시 조와로 *** (조와동),,봉산부화장,2002.12.10 9:20,I,2018.8.31 23:59,,344823.1867,373870.7031,부화업,,,0,
311,부화업,02_04_04_P,5100000,5.1E+17,2000.4.25,,3,폐업,2,폐업,2003.12.23,,,,,0,,경상북도 영천시 금호읍 냉천리 ***번지,경상북도 영천시 금호읍 어은길 *,,대구경북양계축산업협동조합 영천부화장,2003.12.23 14:48,I,2018.8.31 23:59,,370021.4186,270662.7513,부화업,,,0,
312,부화업,02_04_04_P,5100000,5.1E+17,2000.6.13,,3,폐업,2,폐업,2011.8.22,,,,,4990,770-852,경상북도 영천시 화산면 연계리 ***-*번지,,,화산농원,2011.8.25 16:37,I,2018.8.31 23:59,,,,부화업,,1,L00,
313,부화업,02_04_04_P,4710000,4.71E+17,2002.7.15,,3,폐업,2,폐업,2020.7.27,,,,,4220,576-941,전라북도 김제시 금구면 용복리 ***-*,전라북도 김제시 금구면 양시*길 **-*,54350,이지농원부화장,2020.7.26 13:17,U,2020.7.28 2:40,,200066.5716,251708.9817,부화업,,10,0,
314,부화업,02_04_04_P,4710000,4.71E+17,2011.6.17,,3,폐업,2,폐업,2020.8.14,,,,,,576-861,전라북도 김제시 만경읍 장산리 **,전라북도 김제시 만경읍 능제로 ***-**,,장산농원,2020.8.14 16:04,U,2020.8.16 2:40,,185567.7718,262074.3142,부화업,,2205,0,
315,부화업,02_04_04_P,4700000,4.7E+17,1992.7.30,,3,폐업,2,폐업,2011.11.11,,,,635-8229,110,590-220,전라북도 남원시 갈치동 ***-*번지,,,시온(부화장),2011.11.11 9:32,I,2018.8.31 23:59,,237193.6879,217652.9592,부화업,,27,0,
316,부화업,02_04_04_P,4700000,4.7E+17,1994.6.9,,3,폐업,2,폐업,2000.5.20,,,,,2578,,전라북도 남원시 보절면 진기리 ****-*   번지,,,성우(부화장),2003.4.4 16:39,I,2018.8.31 23:59,,,,부화업,,,0,
317,부화업,02_04_04_P,4700000,4.7E+17,1995.2.11,,3,폐업,2,폐업,2000.5.18,,,,,660,,전라북도 남원시 운봉읍 가산리 산 **-*   번지,,,지리산(부화장),2003.4.4 16:45,I,2018.8.31 23:59,,,,부화업,,,0,
318,부화업,02_04_04_P,4700000,4.7E+17,1997.9.26,,3,폐업,2,폐업,2015.1.23,,,,063-635-9989,595,590-220,전라북도 남원시 갈치동 ***-*번지,전라북도 남원시 보산로 ***-** (갈치동),55725,풍년(부화장),2015.1.23 9:38,I,2018.8.31 23:59,,236874.5389,217783.5064,부화업,,26,0,
319,부화업,02_04_04_P,4760000,4.76E+17,1993.6.18,,3,폐업,2,폐업,2003.5.1,,,,644-2865,0,566-871,전라북도 임실군 덕치면 가곡리 산 ***번지,,,하림 부화장,2008.10.7 9:53,I,2018.8.31 23:59,,,,부화업,,748,0,
320,부화업,02_04_04_P,4930000,4.93E+17,2015.5.7,,3,폐업,2,폐업,2017.9.27,,,,,,536-802,전라남도 해남군 해남읍 복평리 ***-*번지,전라남도 해남군 해남읍 호교길 **-***,59045,디원부화장,2017.9.27 16:27,I,2018.8.31 23:59,,157334.2898,118490.3699,부화업,,1418,L00,
321,부화업,02_04_04_P,4770000,4.77E+17,2009.6.16,,3,폐업,2,폐업,2014.2.26,,,,,0,595-851,전라북도 순창군 금과면 내동리 ***-*번지,,,미래농장,2014.2.26 13:40,I,2018.8.31 23:59,,208225.7254,205365.9909,부화업,,816,L00,
322,부화업,02_04_04_P,4770000,4.77E+17,2010.9.6,,3,폐업,2,폐업,2017.8.7,,,,063-653-5290,0,595-851,전라북도 순창군 금과면 내동리,전라북도 순창군 금과면 매송로 **-**,56053,미래팜,2017.8.8 17:25,I,2018.8.31 23:59,,,,부화업,,856,0,
323,부화업,02_04_04_P,4690000,4.69E+17,1989.2.23,,3,폐업,2,폐업,2003.7.7,,,,,396.6,580-822,전라북도 정읍시 정우면 우일리 ***-**번지,전라북도 정읍시 정우면 정우남산길 *,,마동부화장,2009.7.27 12:58,I,2018.8.31 23:59,,188126.6704,235540.0644,부화업,,1380,0,
324,부화업,02_04_04_P,4690000,4.69E+17,1994.11.9,,3,폐업,2,폐업,2015.9.1,,,,,396.6,580-060,전라북도 정읍시 시기동 ***번지,,,영창부화장,2015.9.1 18:06,I,2018.8.31 23:59,,,,부화업,,23,0,
325,부화업,02_04_04_P,4690000,4.69E+17,1994.11.30,,3,폐업,2,폐업,2006.11.21,,,,,224.7,580-230,전라북도 정읍시 용계동 **-*번지,,,정읍부화장,2007.7.11 13:47,I,2018.8.31 23:59,,,,부화업,,1382,0,
326,부화업,02_04_04_P,4780000,4.78E+17,2003.2.21,,3,폐업,2,폐업,2004.3.16,,,,,0,585-832,전라북도 고창군 신림면 무림리 ***-**번지,전라북도 고창군 신림면 환산길 **,,환산부화장,2004.6.22 11:03,I,2018.8.31 23:59,,173436.8034,222140.8623,부화업,,17,0,
327,부화업,02_04_04_P,4690000,4.69E+17,2004.6.1,,3,폐업,2,폐업,2004.6.7,,,,063-531-8788,991.7,580-140,전라북도 정읍시 과교동 **-*번지,전라북도 정읍시 석고길 *** (과교동),,자연부화장,2007.7.11 13:51,I,2018.8.31 23:59,,185627.5428,227321.89,부화업,,25,0,
328,부화업,02_04_04_P,4690000,4.69E+17,1995.1.24,,3,폐업,2,폐업,2004.6.23,,,,,132.2,580-905,전라북도 정읍시 신태인읍 신태인리 ***-*번지,,,금성부화장,2007.7.11 13:38,I,2018.8.31 23:59,,189461.3486,243911.3062,부화업,,1379,0,
329,부화업,02_04_04_P,4690000,4.69E+17,1995.1.24,,3,폐업,2,폐업,2003.7.11,,,,,165.2,580-905,전라북도 정읍시 신태인읍 신태인리 ***-*번지,,,계우부화장,2007.7.11 13:44,I,2018.8.31 23:59,,,,부화업,,1381,0,
330,부화업,02_04_04_P,4690000,4.69E+17,2004.6.23,,3,폐업,2,폐업,2006.11.22,,,,571-2762,0,580-905,전라북도 정읍시 신태인읍 신태인리 ***번지,,,금성부화장,2006.11.27 15:27,I,2018.8.31 23:59,,,,부화업,,31,0,
331,부화업,02_04_04_P,4690000,4.69E+17,2008.2.14,,3,폐업,2,폐업,2018.9.3,,,,537-1923,0,580-120,전라북도 고창군 고창읍 교촌리 ***-**번지,전라북도 정읍시 소성상평로 ***-** (상평동),,성지부화장,2018.9.3 12:51,U,2018.9.3 23:59,,183900.6828,229533.0767,부화업,,1775,0,
332,부화업,02_04_04_P,4690000,4.69E+17,2003.1.24,,3,폐업,2,폐업,2004.12.14,,,,,561.3,580-120,전라북도 정읍시 상평동 ***-**번지,전라북도 정읍시 소성상평로 ***-** (상평동),,신흥부화장,2007.3.26 11:23,I,2018.8.31 23:59,,183929.3023,229460.2687,부화업,,1229,0,
333,부화업,02_04_04_P,4780000,4.78E+17,2001.12.27,,3,폐업,2,폐업,2004.6.11,,,,,0,585-832,전라북도 고창군 신림면 송용리 ***-**번지,전라북도 고창군 신림면 신림로 **,,신림부화장,2004.6.11 17:31,I,2018.8.31 23:59,,172861.9546,221545.312,부화업,,12,0,
334,부화업,02_04_04_P,4690000,4.69E+17,2004.6.7,,3,폐업,2,폐업,2017.10.18,,,,,0,580-822,전라북도 정읍시 정우면 우일리 ***-**번지,,,마동 부화장,2017.10.20 11:43,I,2018.8.31 23:59,,,,부화업,,27,0,
335,부화업,02_04_04_P,4690000,4.69E+17,2004.6.7,,3,폐업,2,폐업,2006.11.21,,,,535-9323,0,580-230,전라북도 정읍시 용계동 **-*번지,,,정읍부화장,2006.11.22 10:36,I,2018.8.31 23:59,,,,부화업,,29,0,
336,부화업,02_04_04_P,4690000,4.69E+17,2011.6.22,,3,폐업,2,폐업,2018.6.28,,,,,,580-841,전라북도 정읍시 이평면 장내리 **-*번지,전라북도 정읍시 이평면 석월길 ***-**,,영농조합법인 장길부화장,2018.6.28 15:43,I,2018.8.31 23:59,,,,부화업,,3323,L00,
337,부화업,02_04_04_P,4540000,4.54E+17,1994.10.14,,3,폐업,2,폐업,1995.10.14,,,,742-5160,0,320-833,충청남도 논산시 연무읍 동산리 ***-*번지,충청남도 논산시 연무읍 행정*길 **,,상일부화장,2005.8.22 18:31,I,2018.8.31 23:59,,211411.365,292636.8172,부화업,,453,0,
338,부화업,02_04_04_P,4170000,4.17E+17,2015.9.1,,3,폐업,2,폐업,2020.11.20,,,,772-4582,0,476-853,경기도 양평군 단월면 봉상리 ***-* 외 *필지,,,능골오리농장,2020.11.30 9:03,U,2020.12.2 2:40,,258389.1249,447191.2101,부화업,,473,0,
339,부화업,02_04_04_P,4170000,4.17E+17,2005.9.1,,3,폐업,2,폐업,2013.5.6,,,,773-2146,0,476-843,경기도 양평군 용문면 망능리 **,,,양평부화장,2013.5.6 10:08,I,2018.8.31 23:59,,,,부화업,,474,0,
340,부화업,02_04_04_P,5590000,5.59E+17,1994.10.14,,3,폐업,2,폐업,2018.2.26,,,,,0,482-130,경기도 양주시 옥정동 **-*번지,,,독바위부화장,2018.3.2 16:31,I,2018.8.31 23:59,,,,부화업,,12,0,
341,부화업,02_04_04_P,4070000,4.07E+17,1996.8.21,,3,폐업,2,폐업,2006.5.8,,,,635-3492,0,467-040,경기도 이천시 송정동 **-*번지,,,송정,2006.5.8 14:41,I,2018.8.31 23:59,,239533.9166,422042.1914,부화업,,23,0,
342,부화업,02_04_04_P,4070000,4.07E+17,1996.8.23,,3,폐업,2,폐업,2020.2.10,,,,633-3622,0,467-831,경기도 이천시 백사면 도립리 ***,경기도 이천시 백사면 원적로 ***,,한신,2021.6.29 14:40,U,2021.7.1 2:40,,241548.6457,426735.3476,부화업,,25,0,
343,부화업,02_04_04_P,4070000,4.07E+17,2000.6.9,,3,폐업,2,폐업,2007.9.28,,,,634-4849,0,467-831,경기도 이천시 백사면 신대리 **번지,경기도 이천시 백사면 이여로***번길 **,,성산,2007.9.28 14:07,I,2018.8.31 23:59,,241807.2301,424962.1598,부화업,,26,0,
344,부화업,02_04_04_P,4070000,4.07E+17,2003.5.10,,3,폐업,2,폐업,2019.11.18,,,,636-9371,0,467-150,경기도 이천시 장록동 ***-*번지,경기도 이천시 중부대로 ****-** (장록동),,이천부화장,2019.11.19 19:57,U,2019.11.21 2:40,,240249.6463,417697.2688,부화업,,22,0,
