번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),법인구분명,구분명
2337,무료직업소개소,11_50_01_P,3220000,2.01732E+18,2016.2.2,,3,폐업,40,폐업,2019.5.10,,,,25664971,,,서울특별시 강남구 역삼동 837번지 13호,"서울특별시 강남구 강남대로66길 14, 2층 207~210호 (역삼동)",6253,(사)한국디지털기업협회 디지털인재개발원,2019.5.10 15:36,U,2019.5.13 2:40,,202746.0401,443281.217,법인,무료
2338,무료직업소개소,11_50_01_P,3220000,2.01732E+18,2017.8.22,,3,폐업,40,폐업,2018.2.27,,,,02  556 2159,,,,"서울특별시 강남구 역삼로 120, 4층 (역삼동, 성보역삼빌딩)",6251,한국IT비지니스진흥협회,2018.4.26 17:34,I,2018.8.31 23:59,,202823.7412,443484.3432,법인,무료
2339,무료직업소개소,11_50_01_P,3220000,2.00732E+18,2007.4.10,,3,폐업,40,폐업,2016.6.8,,,,02  63540515,,135-918,서울특별시 강남구 역삼동 707번지 38호 테헤란오피스 1104호,"서울특별시 강남구 테헤란로52길 6, 1104호 (역삼동, 테헤란오피스)",135-918,(사)가정을건강하게하는시민의모임,2016.6.8 17:40,I,2018.8.31 23:59,,204103.0419,444558.7755,법인,무료
2340,무료직업소개소,11_50_01_P,3200000,2.00732E+18,2007.12.14,,3,폐업,40,폐업,2009.11.6,,,,02  876 6730,,151-050,서울특별시 관악구 봉천동 890번지 1호,서울특별시 관악구 봉천로41길 35 (봉천동),,관악봉천지역자활센터,2009.11.6 17:21,I,2018.8.31 23:59,,195362.0688,442469.4091,법인,무료
2341,무료직업소개소,11_50_01_P,3200000,2.00332E+18,2007.11.19,,3,폐업,40,폐업,2009.11.6,,,,02  867 8381,,151-010,서울특별시 관악구 신림동 1631번지 19호,서울특별시 관악구 문성로 236 (신림동),,관악여성무료직업소개소,2009.11.6 17:25,I,2018.8.31 23:59,,193713.6882,441850.3672,법인,무료
2342,무료직업소개소,11_50_01_P,3040000,2.0163E+18,2012.1.19,,3,폐업,40,폐업,2016.10.12,,,,,,143-841,서울특별시 광진구 자양4동 10번지 29호 옥동빌딩 2층,,,(사)한국다문화가족지원연대,2016.10.13 10:39,I,2018.8.31 23:59,,205735.3261,448568.2919,법인,무료
2343,무료직업소개소,11_50_01_P,3200000,1.99932E+18,1999.8.31,,3,폐업,40,폐업,2009.10.29,,,,,,,서울특별시 관악구 신림동 415번지 52호 9통 8반  2층 가,"서울특별시 관악구 문성로32길 65, 2층동 가호 (신림동)",,한국신체장애인복지회 관악구지회 안양분사무소,2009.10.29 17:09,I,2018.8.31 23:59,,193658.5123,441589.2687,법인,무료
2344,무료직업소개소,11_50_01_P,3200000,2.00332E+18,2003.4.7,,3,폐업,40,폐업,,,,,,,,서울특별시 관악구 봉천동 43번지 3호,서울특별시 관악구 관악로25길 5-18 (봉천동),,관악주민연대,2004.12.24 10:56,I,2018.8.31 23:59,,195898.5659,442485.5342,개인,무료
2345,무료직업소개소,11_50_01_P,3040000,1.9983E+18,1998.5.25,,3,폐업,40,폐업,,,,,,,,경기도 안양시만안구 석수동 산10번지 1호,경기도 안양시 만안구 삼막로 478 (석수동),,대한불교조계종사회복지재단,2003.12.5 15:33,I,2018.8.31 23:59,,,,법인,무료
2346,무료직업소개소,11_50_01_P,3040000,2.0043E+18,2004.10.12,,3,폐업,40,폐업,,,,,,,,서울특별시 광진구 광장동 110호 학산빌딩 402호,"서울특별시 광진구 아차산로78길 72 (광장동,학산빌딩 402호)",,장애인직업상담센터 용인지사,2006.4.10 15:52,I,2018.8.31 23:59,,209679.5845,449910.1572,법인,무료
2347,무료직업소개소,11_50_01_P,3040000,2.0043E+18,2004.10.14,,3,폐업,40,폐업,,,,,,,,서울특별시 광진구 광장동 110호,서울특별시 광진구 아차산로78길 72 (광장동),,장애인직업상담센터 경북지사,2006.4.10 15:44,I,2018.8.31 23:59,,209679.5845,449910.1572,법인,무료
2348,무료직업소개소,11_50_01_P,3040000,2.0093E+18,2009.1.16,,3,폐업,40,폐업,2011.11.4,,,,7082439926,,130-110,서울특별시 동대문구 신설동 102번지 9호 문정빌딩6층,"서울특별시 동대문구 천호대로 17 (신설동,문정빌딩6층)",,그린워크무료직업소개소,2011.11.4 9:34,I,2018.8.31 23:59,,202181.2075,452510.0578,법인,무료
2349,무료직업소개소,11_50_01_P,3200000,2.01032E+18,2009.2.5,,3,폐업,40,폐업,2011.4.15,,,,02  878 3688,,151-051,서울특별시 관악구 보라매동 722번지 19호 4층,"서울특별시 관악구 보라매로 44 (봉천동,4층)",,(주)에치알투비,2011.4.20 21:34,I,2018.8.31 23:59,,193511.7916,443440.789,법인,무료
2350,무료직업소개소,11_50_01_P,3200000,2.01132E+18,2011.3.11,,3,폐업,40,폐업,2017.11.2,,,,02  865 4466,,,서울특별시 관악구 봉천동 1571번지 1호 1층,"서울특별시 관악구 쑥고개로 128, 1층 (봉천동, 관악구수화통역센터)",8832,관악구수화통역센터,2017.11.3 11:41,I,2018.8.31 23:59,,195567.7938,441835.3267,법인,무료
2351,무료직업소개소,11_50_01_P,3200000,2.00032E+18,2000.2.8,,3,폐업,40,폐업,2007.7.25,,,,,,,서울특별시 관악구 봉천동 1531번지 27호,서울특별시 관악구 장군봉길 46 (봉천동),,한울직업소개소,2007.7.25 16:57,I,2018.8.31 23:59,,194559.0213,442088.8691,개인,무료
2352,무료직업소개소,11_50_01_P,3200000,2.01132E+18,2011.9.30,,3,폐업,40,폐업,2013.8.9,,,,02  864 8585,,151-888,서울특별시 관악구 미성동 594번지 12호,서울특별시 관악구 난우16길 13-7 (신림동),,갑을장애인무료직업소개센터,2013.8.9 17:20,I,2018.8.31 23:59,,192666.7583,441726.9451,법인,무료
2353,무료직업소개소,11_50_01_P,3200000,2.01532E+18,2015.1.28,,3,폐업,40,폐업,2016.10.20,,,,02  874 0088,,,,서울특별시 관악구 남부순환로 1708 (남현동),151-800,사)한국도시농업조경진흥협회,2016.10.21 17:41,I,2018.8.31 23:59,,194597.4726,442300.8313,법인,무료
2354,무료직업소개소,11_50_01_P,4530000,2.00945E+18,2009.4.15,,3,폐업,40,폐업,2010.12.7,,,,041 662 1917,,356-010,충청남도 서산시 동문동 237번지 2호 정진빌딩 2층,"충청남도 서산시 율지3로 36 (동문동,정진빌딩 2층)",,사회복지법인서산시사회복지협의회무료직업소개소,2010.12.7 16:49,I,2018.10.9 15:19,,151983.7632,364156.5264,법인,무료
2355,무료직업소개소,11_50_01_P,4530000,2.01045E+18,2010.6.18,,3,폐업,40,폐업,2016.1.4,,,,041 667 5700,,356-800,충청남도 서산시 동문동 193번지 13호 3층,"충청남도 서산시 율지7로 19, 3층 (동문동)",356-010,서산노동인권상담센터,2016.1.7 17:08,I,2018.10.9 15:19,,152245.0586,364252.5743,법인,무료
2356,무료직업소개소,11_50_01_P,4530000,2.01245E+18,2012.6.11,,3,폐업,40,폐업,2014.1.16,,,,041 667 3965,,,,충청남도 서산시 고운로 199 (동문동),356-802,서산중증장애인자립생활지원센터,2014.1.16 16:42,I,2018.10.9 15:19,,151498.8225,364846.2493,법인,무료
2357,무료직업소개소,11_50_01_P,4530000,2.01345E+18,2013.7.19,,3,폐업,40,폐업,2019.6.3,,,,041  6689848,,,,충청남도 서산시 고운로 287 (동문동),356-800,서산 YMCA,2019.6.4 10:38,U,2019.6.6 2:40,,152368.8956,364922.0685,법인,무료
2358,무료직업소개소,11_50_01_P,4010000,2.0184E+18,2018.10.15,,3,폐업,40,폐업,2023.7.10,,,,031 311 0633,,,경기도 시흥시 신천동 842번지 11호 고려학원,"경기도 시흥시 신천로79번길 26-1, 고려학원 3층 (신천동)",14949,경인지역건설노동조합 시흥무료인력 일자리센터,2023.7.10 15:12,U,2023.7.13 2:40,,180731.4415,437284.4713,법인,무료
2359,무료직업소개소,11_50_01_P,3190000,2.01832E+18,2018.3.28,,3,폐업,40,폐업,,,,,,,,서울특별시 동작구 사당동 1031번지 30호 금강빌딩,"서울특별시 동작구 동작대로 29, 금강빌딩 (사당동)",7015,(주)굿잡스,2018.10.24 7:03,I,2022.10.29 0:00,,,,법인,무료
2360,무료직업소개소,11_50_01_P,3620000,2.02236E+18,2022.7.13,,3,폐업,40,폐업,2023.1.11,,,,,,,,"광주광역시 북구 제봉로 322, 2층 (중흥동)",61234,사단법인 한국고용정책연구원,2023.1.11 11:19,U,2023.5.26 8:48,,191703.4839,184882.3237,법인,무료
2361,무료직업소개소,11_50_01_P,5050000,2.01151E+18,2011.9.30,,3,폐업,40,폐업,2020.5.26,,,,054 771 6694,,,경상북도 경주시 황오동 330번지,경상북도 경주시 태종로791번길 6 (황오동),780-958,경주지역자활센터,2020.5.27 14:03,U,2020.5.29 2:40,,400034.5384,262399.601,법인,무료
2362,무료직업소개소,11_50_01_P,5050000,2.01251E+18,2007.5.14,,3,폐업,40,폐업,2012.12.6,,,,,,,서울특별시 송파구 마천동 311번지 42호 6통 5반   B3,"서울특별시 송파구 마천로61라길 3, B3호 (마천동)",,경주시학원차량무료직업소개소,2012.12.6 17:07,I,2018.8.31 23:59,,213518.5928,443526.7621,법인,무료
2363,무료직업소개소,11_50_01_P,5120000,2.00751E+18,2007.4.10,,3,폐업,40,폐업,2022.4.28,,,,,,,경상북도 문경시 점촌동 219-1,"경상북도 문경시 점촌5길 32, 1층 (점촌동)",36972,(사)한국농아인협회경북협회문경지부 무료직업소개소,2022.4.29 9:34,U,2022.5.1 2:40,,307038.4316,344716.3214,법인,무료
2364,무료직업소개소,11_50_01_P,5050000,2.00051E+18,2000.2.21,,3,폐업,40,폐업,2022.11.10,,,,,,,경상북도 경주시 하동 582번지 3호 8통 1반,경상북도 경주시 새골길 197 (하동),,(사)한국음식업중앙회 경북경주시지부 무료직업소개소,2022.11.10 14:31,U,2022.11.12 2:40,,409002.5065,257849.33,법인,무료
2365,무료직업소개소,11_50_01_P,5220000,2.01452E+18,2014.7.17,,3,폐업,40,폐업,2017.11.17,,,,,,,,경상북도 칠곡군 왜관읍 관문로1길 28,718-803,(사)칠곡군장애인협회,2017.11.17 14:38,I,2018.8.31 23:59,,327763.5308,277718.73,법인,무료
2366,무료직업소개소,11_50_01_P,5050000,1.99751E+18,1997.4.24,,3,폐업,40,폐업,2012.11.1,,,,054 772 8815,,,경상북도 경주시 서부동 19호 10통 7반 경주명사마을 110 405,,,경주YWCA 무료직업소개소,2012.11.1 16:59,I,2018.8.31 23:59,,399469.2627,263194.739,법인,무료
2367,무료직업소개소,11_50_01_P,5050000,2.00951E+18,2009.11.6,,3,폐업,40,폐업,2021.3.4,,,,054 741 6601,,,경상북도 경주시 동부동 155번지 2호,경상북도 경주시 중앙로 67-2 (동부동),780-040,경주상공회의소,2021.3.4 10:56,U,2021.3.6 2:40,,399727.0763,262922.34,법인,무료
2368,무료직업소개소,11_50_01_P,5050000,2.00351E+18,2003.2.7,,3,폐업,40,폐업,2008.2.27,,,,,,,경기도 안양시만안구 석수동 산10번지 1호 1통 1반,경기도 안양시 만안구 삼막로 478 (석수동),,경주장애인종합복지관무료직업소개소,2008.2.27 9:28,I,2018.8.31 23:59,,,,법인,무료
2369,무료직업소개소,11_50_01_P,5050000,2.00751E+18,2007.12.17,,3,폐업,40,폐업,2020.5.26,,,,054 771 6694,,,경상북도 경주시 서부동 254번지 8호,경상북도 경주시 금성로 308 (서부동),,함께가는길,2020.5.27 13:10,U,2020.5.29 2:40,,399345.938,262798.4044,법인,무료
2370,무료직업소개소,11_50_01_P,5050000,2.01051E+18,2010.3.19,,3,폐업,40,폐업,2020.6.4,,,,054 745 2255,,,경상북도 경주시 동천동 464번지 1호,경상북도 경주시 동천로42번길 30 (동천동),,사)한국지체장애인협회경북협회경주시지회,2020.6.4 14:10,U,2020.6.6 2:40,,401325.211,263633.9213,법인,무료
2371,무료직업소개소,11_50_01_P,5210000,2.01852E+18,2018.3.6,,3,폐업,40,폐업,2018.9.5,,,,,,,경상북도 성주군 성주읍 경산리 170번지 7호,경상북도 성주군 성주읍 성주로 3207,40025,성주군농촌인력지원센터,2018.9.6 15:38,U,2018.9.6 23:59,,315911.2632,269495.0872,법인,무료
2372,무료직업소개소,11_50_01_P,5190000,2.00552E+18,2005.5.11,,3,폐업,40,폐업,2009.5.22,,,,,,,경상북도 청도군 청도읍 고수리 772번지 2호 4통 9반,,,청도장애인무료직업소개소,2009.5.26 9:44,I,2018.8.31 23:59,,358000.5769,239699.2865,법인,무료
2373,무료직업소개소,11_50_01_P,5100000,2.00251E+18,2002.4.30,,3,폐업,40,폐업,2013.10.22,,,,,,,경상북도 영천시 망정동 129호 37통 1반 주공아파트 101 302,경상북도 영천시 동부로 40 (망정동),770-751,영천자활후견기관,2013.10.22 16:35,I,2018.8.31 23:59,,375764.4372,276580.2209,개인,무료
2374,무료직업소개소,11_50_01_P,5070000,2.00651E+18,2006.4.10,,3,폐업,40,폐업,2020.7.28,,,,,,,경상북도 안동시 운안동 344번지 52호,경상북도 안동시 단원로 95 (운안동),36649,경상북도장애인정보화협회 안동시지회,2020.7.28 16:11,U,2020.7.30 2:40,,353373.9369,342513.7015,법인,무료
2375,무료직업소개소,11_50_01_P,5070000,2.00651E+18,2006.6.28,,3,폐업,40,폐업,2015.10.29,,,,,,,경상북도 안동시 태화동 267번지 19호 4통 2반,경상북도 안동시 태화1길 13-10 (태화동),,도원교회무료직업소개소,2015.10.29 11:54,I,2018.8.31 23:59,,353315.8687,341697.3154,법인,무료
2376,무료직업소개소,11_50_01_P,3700000,1.99937E+18,1999.11.25,,3,폐업,40,폐업,2019.6.11,,,,529443523,,,울산광역시 남구 삼산동 1459번지 1호 13통 8반 삼산현대아파트 109 901,,,울산YWCA무료직업소개소,2019.6.11 19:32,U,2019.6.13 2:40,,411497.1584,230044.4985,법인,무료
2377,무료직업소개소,11_50_01_P,3700000,2.00037E+18,2000.9.1,,3,폐업,40,폐업,2011.3.17,,,,0502 6633500,,,울산광역시 울주군 청량면 율리 707번지 1   호,울산광역시 울주군 청량면 율현음달길 13-3,,(사)울산광역시지체장애인협회무료직업소개소,2011.5.24 15:37,I,2018.8.31 23:59,,402940.6133,225599.6478,법인,무료
2378,무료직업소개소,11_50_01_P,3700000,2.00237E+18,2002.7.23,,3,폐업,40,폐업,,,,,,,,울산광역시 남구 옥동 336번지 2호,울산광역시 남구 대공원로 84 (옥동),,울산광역시청소년자원봉사센터무료직업소개소,2006.12.19 11:33,I,2018.8.31 23:59,,407702.1797,228212.5212,개인,무료
2379,무료직업소개소,11_50_01_P,3700000,2.00337E+18,2003.9.17,,3,폐업,40,폐업,2011.5.18,,,,052 256 5244,,,울산광역시 남구 무거동 1469번지 7호 28통 1반,울산광역시 남구 남부순환도로29번길 10 (무거동),,울산광역시시각장애인복지관무료직업소개소,2011.5.18 18:55,I,2018.8.31 23:59,,405368.8747,229827.1744,법인,무료
2380,무료직업소개소,11_50_01_P,3700000,2.00337E+18,2003.6.18,,3,폐업,40,폐업,,,,,,,,울산광역시 남구 야음동 298번지 4호 6통 3반,울산광역시 남구 처용로26번길 5 (야음동),,울산광역시장애인총연합회무료직업소개소,2007.1.26 15:00,I,2018.8.31 23:59,,412252.9062,226685.1557,법인,무료
2381,무료직업소개소,11_50_01_P,3700000,2.00537E+18,2005.1.21,,3,폐업,40,폐업,2012.7.17,,,,,,,울산광역시 남구 야음동 633번지 184호 12통 1반,,,울산농아인협회 무료직업소개소,2012.7.17 17:17,I,2018.8.31 23:59,,,,법인,무료
2382,무료직업소개소,11_50_01_P,3700000,2.00737E+18,2007.4.4,,3,폐업,40,폐업,2009.9.28,,,,,,,울산광역시 중구 학성동 188번지 37  호,울산광역시 중구 옥교15길 44-1 (학성동),,울산지역건설플랜트노동조합무료취업알선센타,2009.10.1 10:47,I,2018.8.31 23:59,,411666.4439,230551.1769,,무료
2383,무료직업소개소,11_50_01_P,3710000,1.99937E+18,1999.9.12,,3,폐업,40,폐업,2013.11.25,,,,,,,울산광역시 동구 일산동 465번지 15호 12통 5반,울산광역시 동구 학문로 28 (일산동),682-810,사단법인한국음식중앙협회,2013.12.17 19:57,I,2018.8.31 23:59,,420055.9254,225323.8315,법인,무료
2384,무료직업소개소,11_50_01_P,3710000,2.01037E+18,2010.1.6,,3,폐업,40,폐업,2013.7.2,,,,2356800,,682-020,울산광역시 동구 방어동 903번지 3호,울산광역시 동구 월봉6가길 10 (방어동),682-805,JOB동서남북,2013.12.17 20:03,I,2018.8.31 23:59,,419316.9929,223904.9861,법인,무료
2385,무료직업소개소,11_50_01_P,3710000,2.01037E+18,2010.5.10,,3,폐업,40,폐업,2015.10.7,,,,236 0851,,682-805,울산광역시 동구 방어동 914번지 3호,울산광역시 동구 봉수로 24 (방어동),682-805,(사)대한노인회 울산동구지회,2015.10.7 16:54,I,2018.8.31 23:59,,419278.848,223812.7047,법인,무료
2386,무료직업소개소,11_50_01_P,5680000,2.00446E+18,2004.2.17,,3,폐업,40,폐업,2006.2.9,,,,,,343-845,충청남도 당진시 고대면 용두리 644번지,,,충남인력개발센터,2014.1.17 18:48,I,2018.8.31 23:59,,,,개인,무료
2387,무료직업소개소,11_50_01_P,5680000,2.00946E+18,2009.4.1,,3,폐업,40,폐업,2012.1.11,,,,041 352 5958,,343-803,충청남도 당진군 당진읍 행정동 214번지 11호,충청남도 당진시 남부로 8 (행정동),,여성희망일터지원센터,2014.1.17 16:49,I,2018.8.31 23:59,,165763.0211,375792.8154,법인,무료
2388,무료직업소개소,11_50_01_P,5680000,2.01046E+18,2010.7.27,,3,폐업,40,폐업,2012.3.26,,,,413570857,,343-826,충청남도 당진군 송악읍 중흥리 233번지 5호 205호,"충청남도 당진시 송악읍 송악로 690, 205호",,사단법인 충청남도 장애인재가협회,2014.1.17 15:41,I,2018.8.31 23:59,,177367.4778,382041.6344,법인,무료
2389,무료직업소개소,11_50_01_P,4590000,2.01746E+18,2017.2.6,,3,폐업,40,폐업,2022.10.19,,,,419425511,,,충청남도 청양군 청양읍 읍내리 14번지 1호,"충청남도 청양군 청양읍 칠갑산로9길 32, B동 3층",33324,청양군시니어클럽,2022.10.20 15:55,U,2022.10.22 2:40,,182597.9365,328060.8524,법인,무료
2390,무료직업소개소,11_50_01_P,4520000,2.00145E+18,2009.4.30,,3,폐업,40,폐업,2015.2.16,,,,041 545 7727,,336-020,충청남도 아산시 실옥동 192번지,충청남도 아산시 곡교천로27번길 20-10 (실옥동),336-020,취업정보실,2015.2.16 14:10,I,2018.8.31 23:59,,198495.6999,365287.0206,개인,무료
2391,무료직업소개소,11_50_01_P,4520000,2.00245E+18,2000.6.23,,3,폐업,40,폐업,2020.7.7,,,,041 542 2308,,,충청남도 아산시 염치읍 석정리 87번지 11호 2통 석정아트빌라 A 102,"충청남도 아산시 염치읍 석정길 85, A동 102호 (석정아트빌라)",,사랑의직업소개소,2020.7.8 16:14,U,2020.7.10 2:40,,199841.4786,366509.4423,개인,무료
2392,무료직업소개소,11_50_01_P,4520000,2.00445E+18,2004.3.19,,3,폐업,40,폐업,2015.1.7,,,,,,,충청남도 아산시 권곡동 551번지 9호 4통 9반,충청남도 아산시 번영로 166-1 (권곡동),,아산자활고용지원센터무료직업소개소,2015.1.7 11:11,I,2018.8.31 23:59,,200739.7151,364876.5479,개인,무료
2393,무료직업소개소,11_50_01_P,4520000,2.01045E+18,2010.1.20,,3,폐업,40,폐업,2021.2.25,,,,041 539 4544,,,충청남도 아산시 염치읍 송곡리 244번지 19호,충청남도 아산시 염치읍 은행나무길 223,,(재)충남경제진흥원,2021.2.25 15:46,U,2021.2.27 2:40,,200946.7223,366467.2852,법인,무료
2394,무료직업소개소,11_50_01_P,4540000,2.01645E+18,2016.2.25,,3,폐업,40,폐업,2018.4.18,,,,041 735 9957,,,,충청남도 논산시 관촉로 279 (관촉동),32994,논산시 시니어클럽,2018.4.18 16:33,I,2018.8.31 23:59,,208138.6901,300365.6131,개인,무료
2395,무료직업소개소,11_50_01_P,4580000,2.00946E+18,2009.4.20,,3,폐업,40,폐업,2018.11.1,,,,041 9525596,,,충청남도 서천군 서천읍 군사리 854번지 9호,,,서천군녹색일자리지원센터,2018.11.1 14:01,U,2018.11.3 2:38,,171708.8525,286275.3178,법인,무료
2396,무료직업소개소,11_50_01_P,5690000,1.98946E+18,1989.10.10,,3,폐업,40,폐업,2008.5.22,,,,,,,세종특별자치시 연서면 신대리 95-11번지,세종특별자치시  연서면 연서로 130-1,,조치원YWCA직업소개소,2008.5.22 13:45,I,2018.8.31 23:59,,222862.1522,342350.681,개인,무료
2397,무료직업소개소,11_50_01_P,5690000,2.00746E+18,2008.5.13,,3,폐업,40,폐업,2014.7.14,,,,041  8681004,,,세종특별자치시 조치원읍 원리 132-28번지,세종특별자치시  조치원읍 건강1길 9,,연기일자리지원센터,2014.7.14 15:51,I,2018.8.31 23:59,,226395.5596,344886.2858,법인,무료
2398,무료직업소개소,11_50_01_P,5690000,2.00846E+18,2008.1.21,,3,폐업,40,폐업,2019.7.17,,,,041 865 7655,,,세종특별자치시 금남면 용포리 193-43번지,세종특별자치시  금남면 용포로 90,,세종시무료취업센터,2023.1.16 19:36,U,2023.1.18 2:40,,225183.0265,329568.5807,개인,무료
2399,무료직업소개소,11_50_01_P,4440000,2.01144E+18,2011.7.22,,3,폐업,40,폐업,2012.2.29,,,,43744949,,370-806,충청북도 영동군 영동읍 설계리 740번지 1호 농공사원(아) 상가내 1층,충청북도 영동군 영동읍 눈어치1로 71,370-806,영동군사회복지협의회,2012.2.29 11:26,I,2018.8.31 23:59,,269776.292,299044.6068,법인,무료
2400,무료직업소개소,11_50_01_P,4470000,2.01245E+18,2012.12.3,,3,폐업,40,폐업,2016.2.2,,,,043 873 9911,,369-824,충청북도 음성군 대소면 오류리 802번지,충청북도 음성군 대소면 대금로 286,369-820,음성상공회의소 무료직업소개소,2016.2.2 15:35,I,2018.8.31 23:59,,242027.4609,386077.1647,법인,무료
2401,무료직업소개소,11_50_01_P,4470000,2.01345E+18,2013.4.10,,3,폐업,40,폐업,2014.10.7,,,,043 883 8006,,369-904,충청북도 음성군 금왕읍 무극리 79번지 24호,충청북도 음성군 금왕읍 금석로 65-4,369-903,음성시니어클럽 무료직업소개소,2014.10.29 16:20,I,2018.8.31 23:59,,253120.2398,387888.102,법인,무료
2402,무료직업소개소,11_50_01_P,4470000,2.01445E+18,2014.8.13,,3,폐업,40,폐업,2015.1.14,,,,438570223,,369-903,충청북도 음성군 금왕읍 무극리 79번지 24호,충청북도 음성군 금왕읍 금석로 65-4,369-903,(사)행복나눔복지회 충주지부 음성사무소,2015.1.14 16:37,I,2018.8.31 23:59,,253120.2398,387888.102,법인,무료
2403,무료직업소개소,11_50_01_P,5590000,2.00756E+18,2007.4.3,,3,폐업,40,폐업,2021.1.22,,,,318619804,,,경기도 양주시 덕정동 346번지 11호,경기도 양주시 화합로1402번길 24-29 (덕정동),11451,양주건설노동자무료취업알선센터,2021.1.22 10:16,U,2021.1.24 2:40,,205468.2357,481994.4889,개인,무료
2404,무료직업소개소,11_50_01_P,5590000,2.00756E+18,2007.6.27,,3,폐업,40,폐업,2009.2.3,,,,,,,경기도 양주시 덕계동 668호 11통 2반 대원연립 가 202,"경기도 양주시 평화로1429번길 57, 가동 202호 (덕계동,대원연립)",,현재인력,2009.2.3 11:20,I,2018.8.31 23:59,,203765.9279,479802.4247,개인,무료
2405,무료직업소개소,11_50_01_P,5590000,2.00856E+18,2008.2.1,,3,폐업,40,폐업,2020.6.12,,,,318591422,,,,"경기도 양주시 덕정5길 14-3 (덕정동, 양주지역자활센터)",11450,양주지역자활센터,2020.6.15 11:14,U,2020.6.17 2:40,,205601.4524,482485.1782,법인,무료
2406,무료직업소개소,11_50_01_P,5590000,2.01056E+18,2010.6.11,,3,폐업,40,폐업,2016.6.30,,,,318590475,,482-170,경기도 양주시 회정동 421번지 27호,경기도 양주시 평화로 1569 (회정동),482-170,양주실버인력뱅크,2016.6.30 9:38,I,2018.8.31 23:59,,204615.4034,480766.4027,개인,무료
2407,무료직업소개소,11_50_01_P,3910000,2.00539E+18,2005.6.8,,3,폐업,40,폐업,2019.7.3,,,,031 657 4788,,,경기도 평택시 합정동 731번지 16호,경기도 평택시 자유로8번길 31 (합정동),450-831,평택일자리지원센터,2019.7.4 9:23,U,2019.7.6 2:40,,208085.9522,387820.0298,법인,무료
2408,무료직업소개소,11_50_01_P,3910000,2.00739E+18,2007.3.27,,3,폐업,40,폐업,2021.9.23,,,,031 611 4820,,,경기도 평택시 이충동 281번지,경기도 평택시 서정로 303 (이충동),459-824,부락종합사회복지관,2021.9.24 9:39,U,2021.9.26 2:40,,205896.3074,395961.9284,법인,무료
2409,무료직업소개소,11_50_01_P,3910000,2.00839E+18,2008.2.14,,3,폐업,40,폐업,2023.6.8,,,,031 657 9835,,,경기도 평택시 서정동 852번지 6호,경기도 평택시 서정로 240-1 (서정동),,실업극복평택센터,2023.6.8 16:43,U,2023.6.10 2:40,,205261.83,395990.295,법인,무료
2410,무료직업소개소,11_50_01_P,3910000,2.00839E+18,2008.3.28,,3,폐업,40,폐업,2012.1.13,,,,031 683 1983,,451-831,경기도 평택시 청북면 현곡리 455번지 4호 현곡빌딩 201호,"경기도 평택시 청북면 현곡산단로 131, 201호 (현곡빌딩)",,사단법인경기도외투기업협의회,2012.1.13 12:41,I,2018.8.31 23:59,,195092.5245,393040.893,법인,무료
2411,무료직업소개소,11_50_01_P,3150000,2.00732E+18,2007.3.27,,3,폐업,40,폐업,2018.11.28,,,,236645920,,,서울특별시 강서구 개화동 454번지 38호 17통 9반,서울특별시 강서구 개화동로7길 26-11 (개화동),,등촌자활후견기관 취업정보센터,2018.11.28 10:30,U,2018.11.30 2:40,,182355.5156,453103.1794,법인,무료
2412,무료직업소개소,11_50_01_P,3150000,2.00732E+18,2007.3.28,,3,폐업,40,폐업,2008.3.25,,,,,,,부산광역시 남구 대연동 1505번지 9호 5통 4반,부산광역시 남구 못골번영로 41 (대연동),,전기공사취업정보 부산센터,2008.3.26 10:33,I,2018.8.31 23:59,,390300.4954,184175.2276,법인,무료
2413,무료직업소개소,11_50_01_P,3150000,2.00732E+18,2007.3.28,,3,폐업,40,폐업,2008.3.25,,,,,,,대전광역시 동구 가오동 496호 29통 3반 은어송마을3단지 306 1002,"대전광역시 동구 은어송로 117, 306동 1002호 (가오동,은어송마을3단지)",,전기공사취업정보 대전센터,2008.3.26 10:30,I,2018.8.31 23:59,,241265.7376,312355.4684,법인,무료
2414,무료직업소개소,11_50_01_P,3130000,1.99131E+18,1991.5.28,,3,폐업,40,폐업,2008.1.28,,,,,,,서울특별시 성북구 성북동 330번지 326호 6통 5반,서울특별시 성북구 대사관로1길 47 (성북동),,한국경영자 총 협회(중앙),2014.8.5 9:42,I,2018.8.31 23:59,,198825.9037,455059.1562,법인,무료
2415,무료직업소개소,11_50_01_P,3130000,1.99631E+18,1996.3.31,,3,폐업,40,폐업,,,,,,,,서울특별시 양천구 목동 933호 7통 1반 목동삼익아파트 101 401,"서울특별시 양천구 신목로16길 13, 101동 401호 (목동,목동삼익아파트)",,서울치과의사신용협동조합,2004.9.20 10:29,I,2018.8.31 23:59,,189021.7979,446740.5764,법인,무료
