번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
1307,식용얼음판매업,07_22_21_P,3330000,3330000-111-1974-00382,1974.7.13,,3,폐업,2,폐업,2000.1.20,,,,,,612-040,부산광역시 해운대구 송정동 298-0,,,만보,2003.5.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1308,식용얼음판매업,07_22_21_P,3330000,3330000-111-1976-00383,1976.4.19,,3,폐업,2,폐업,2000.1.6,,,,,,612-847,부산광역시 해운대구 중동 1394-0,,,칠성얼음,2002.6.22 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1309,식용얼음판매업,07_22_21_P,3350000,3350000-111-2005-00001,2005.4.13,,3,폐업,2,폐업,2008.11.1,,,,051 5240748,,609-808,부산광역시 금정구 금사동 386-3,,,금사얼음,2010.5.12 14:30,I,2018.8.31 23:59,식용얼음판매업,392206.7166,193287.725,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1310,식용얼음판매업,07_22_21_P,3350000,3350000-111-2006-00001,2006.8.25,,3,폐업,2,폐업,2007.2.5,,,,051 5283379,23,609-829,부산광역시 금정구 서동 161-71,,,함양얼음,2006.10.25 0:00,I,2018.8.31 23:59,식용얼음판매업,391051.9914,192981.6536,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
1311,식용얼음판매업,07_22_21_P,3350000,3350000-111-1999-00523,1999.8.4,,3,폐업,2,폐업,2006.3.6,,,,051 5246457,,609-849,부산광역시 금정구 서동 201-11,,,철이얼음,2005.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,391593.114,192487.4565,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1312,식용얼음판매업,07_22_21_P,3350000,3350000-111-1999-00522,1999.8.4,,3,폐업,2,폐업,2003.10.7,,,,051 5182627,,609-837,부산광역시 금정구 장전동 129-20,,,경주얼음,2001.7.31 0:00,I,2018.8.31 23:59,식용얼음판매업,389649.0264,195381.7526,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1313,식용얼음판매업,07_22_21_P,3350000,3350000-111-2001-00686,2001.5.8,,3,폐업,2,폐업,2005.10.6,,,,051 2638345,,609-802,부산광역시 금정구 구서동 163-26,,,유성얼음,2005.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,390177.039,197488.0265,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1314,식용얼음판매업,07_22_21_P,3350000,3350000-111-2003-00001,2003.9.17,,3,폐업,2,폐업,2018.3.6,,,,5838381,,609-825,부산광역시 금정구 부곡동 318-1,부산광역시 금정구 동부곡로12번길 40 (부곡동),46303,댕기얼음,2018.3.6 11:02,I,2018.8.31 23:59,식용얼음판매업,390641.0565,193716.1794,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1315,식용얼음판매업,07_22_21_P,3310000,3310000-111-1977-00267,1977.8.8,,3,폐업,2,폐업,2008.4.10,,,,,14.2,608-844,부산광역시 남구 우암동 164-15,,,우암얼음집,2006.2.10 0:00,I,2018.8.31 23:59,식용얼음판매업,389127.3233,182598.8216,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1316,식용얼음판매업,07_22_21_P,3310000,3310000-111-1982-00269,1982.5.26,,3,폐업,2,폐업,2008.5.6,,,,,10.5,608-846,부산광역시 남구 용호동 516-10,,,용호얼음,2002.2.27 0:00,I,2018.8.31 23:59,식용얼음판매업,392543.9125,181589.6983,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1317,식용얼음판매업,07_22_21_P,3310000,3310000-111-1989-00272,1989.2.27,,3,폐업,2,폐업,2006.5.3,,,,051 6261950,13.2,608-829,부산광역시 남구 용당동 134-2,,,용당얼음,2007.1.11 0:00,I,2018.8.31 23:59,식용얼음판매업,390854.3709,181598.3605,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1318,식용얼음판매업,07_22_21_P,3310000,3310000-111-1989-00273,1989.6.10,,3,폐업,2,폐업,2018.11.6,,,,051 6214343,6.67,608-839,부산광역시 남구 용호동 545-1,부산광역시 남구 용주로 28 (용호동),48592,용호얼음,2018.11.6 14:17,U,2018.11.8 2:36,식용얼음판매업,392528.4693,181362.7772,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1319,식용얼음판매업,07_22_21_P,3330000,3330000-111-1987-00430,1987.7.18,,3,폐업,2,폐업,2000.1.20,,,,,,612-802,부산광역시 해운대구 반송동 250-2514,,,성화,2003.5.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1320,식용얼음판매업,07_22_21_P,3350000,3350000-111-1996-00010,1996.6.4,,3,폐업,2,폐업,2006.2.1,,,,051 4129961,0,609-811,부산광역시 금정구 남산동 99-11,,,금정얼음,2005.12.2 0:00,I,2018.8.31 23:59,식용얼음판매업,390056.3053,198430.9148,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1321,식용얼음판매업,07_22_21_P,3350000,3350000-111-1996-00012,1996.6.7,,3,폐업,2,폐업,2000.2.28,,,,,,609-823,부산광역시 금정구 부곡동 295-26,,,안동얼음,2004.8.24 0:00,I,2018.8.31 23:59,식용얼음판매업,390424.3346,193875.8738,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1322,식용얼음판매업,07_22_21_P,3350000,3350000-111-1996-00011,1996.6.24,,3,폐업,2,폐업,2002.8.29,,,,,,609-834,부산광역시 금정구 서동 495-55,,,까치상회,2004.8.24 0:00,I,2018.8.31 23:59,식용얼음판매업,391075.0725,192978.0376,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1323,식용얼음판매업,07_22_21_P,3350000,3350000-111-1996-00013,1996.10.24,,3,폐업,2,폐업,2000.1.28,,,,051 5810708,,609-839,부산광역시 금정구 장전동 298-4,,,장전얼음,2001.7.31 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1324,식용얼음판매업,07_22_21_P,3350000,3350000-111-1997-00014,1997.5.9,,3,폐업,2,폐업,2004.8.30,,,,051 5251180,,609-808,부산광역시 금정구 금사동 386-3,,,금사얼음,2005.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,392206.7166,193287.725,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1325,식용얼음판매업,07_22_21_P,3350000,3350000-111-1998-00015,1998.5.23,,3,폐업,2,폐업,2003.8.4,,,,051 5130366,,609-837,부산광역시 금정구 장전동 157-1,,,펭귄얼음,2001.7.31 0:00,I,2018.8.31 23:59,식용얼음판매업,389798.6228,195279.2047,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1326,식용얼음판매업,07_22_21_P,3350000,3350000-111-1998-00016,1998.5.23,,3,폐업,2,폐업,2004.6.11,,,,051 5140787,,609-854,부산광역시 금정구 구서동 87-31,,,합천얼음,2001.7.31 0:00,I,2018.8.31 23:59,식용얼음판매업,390109.3507,196201.6783,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1327,식용얼음판매업,07_22_21_P,3310000,3310000-111-1991-00274,1991.8.30,,3,폐업,2,폐업,1999.6.21,,,,051626-1127,,608-805,부산광역시 남구 대연동 74-8 T통B반,,,크로바얼음,2003.10.30 0:00,I,2018.8.31 23:59,식용얼음판매업,391201.1206,183884.0783,식용얼음판매업,1,1,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1328,식용얼음판매업,07_22_21_P,3310000,3310000-111-1995-00275,1995.5.8,,3,폐업,2,폐업,2022.11.22,,,,051 621 1616,16.87,608-811,부산광역시 남구 대연동 1728-4,부산광역시 남구 유엔로169번길 92 (대연동),48503,대박식자재얼음,2022.11.21 15:37,U,2022.11.23 2:40,식용얼음판매업,390855.0676,183703.9511,식용얼음판매업,0,0,주택가주변,자율,,0,0,0,0,0,,0,0,N,0,,,
1329,식용얼음판매업,07_22_21_P,3330000,3330000-111-1993-00431,1993.9.11,,3,폐업,2,폐업,2007.8.9,,,,,25.2,612-807,부산광역시 해운대구 반송동 359-4,,,반송얼음집,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,395884.7551,194581.2001,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1330,식용얼음판매업,07_22_21_P,3330000,3330000-111-1982-00387,1982.3.24,,3,폐업,2,폐업,2000.3.16,,,,,,612-815,부산광역시 해운대구 반여동 1356-7,,,합천얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,392928.2314,190451.6344,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1331,식용얼음판매업,07_22_21_P,3310000,3310000-111-1996-00276,1996.6.5,,3,폐업,2,폐업,2006.11.30,,,,051 6320081,16.87,608-822,부산광역시 남구 문현동 183-102,,,중앙얼음,2002.2.27 0:00,I,2018.8.31 23:59,식용얼음판매업,388778.3083,184344.3148,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1332,식용얼음판매업,07_22_21_P,3310000,3310000-111-1996-00278,1996.6.19,,3,폐업,2,폐업,2001.2.1,,,,,,608-845,부산광역시 남구 우암동 189-488,,,금강얼음,2002.2.27 0:00,I,2018.8.31 23:59,식용얼음판매업,388705.0685,182820.9989,식용얼음판매업,0,0,주택가주변,자율,,,,,,,,,,N,0,,,
1333,식용얼음판매업,07_22_21_P,3330000,3330000-111-1982-00427,1982.6.11,,3,폐업,2,폐업,2000.11.23,,,,,,612-809,부산광역시 해운대구 반여동 903-30,,,반여얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,393187.4823,191914.1842,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1334,식용얼음판매업,07_22_21_P,3330000,3330000-111-1982-00426,1982.4.23,,3,폐업,2,폐업,2000.4.11,,,,,,612-814,부산광역시 해운대구 반여동 1291-890,,,반여얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,393873.187,190623.8867,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1335,식용얼음판매업,07_22_21_P,3310000,3310000-111-2005-00001,2002.4.24,,3,폐업,2,폐업,2008.4.10,,,,5106270814,,608-814,부산광역시 남구 대연동 1204-82,,,홍아상사,2006.2.3 0:00,I,2018.8.31 23:59,식용얼음판매업,390155.5475,183393.0409,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1336,식용얼음판매업,07_22_21_P,3310000,3310000-111-2005-00002,2002.4.26,,3,폐업,2,폐업,2006.11.27,,,,5106252540,,608-832,부산광역시 남구 용호동 263-4,,,풍년,2006.2.3 0:00,I,2018.8.31 23:59,식용얼음판매업,392291.5898,182549.1826,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1337,식용얼음판매업,07_22_21_P,3310000,3310000-111-2002-00001,2002.5.3,,3,폐업,2,폐업,2004.12.31,,,,051 6228916,,608-810,부산광역시 남구 대연동 555-7,,,시원,2002.5.3 0:00,I,2018.8.31 23:59,식용얼음판매업,391365.9524,183479.8122,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1338,식용얼음판매업,07_22_21_P,3310000,3310000-111-2002-00002,2002.6.11,,3,폐업,2,폐업,2002.8.22,,,,,,608-821,부산광역시 남구 문현동 102-17,,,신선얼음,2002.6.11 0:00,I,2018.8.31 23:59,식용얼음판매업,389108.5902,184710.7196,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
1339,식용얼음판매업,07_22_21_P,3330000,3330000-111-1995-00433,1995.3.25,,3,폐업,2,폐업,2007.8.9,,,,,9,612-831,부산광역시 해운대구 재송동 1080-5 15호,,,함안얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,393366.5288,189566.495,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1340,식용얼음판매업,07_22_21_P,3330000,3330000-111-1998-00434,1998.6.11,,3,폐업,2,폐업,2015.2.5,,,,051 5325454,16.2,612-807,부산광역시 해운대구 반송동 311-207,부산광역시 해운대구 윗반송로13번길 65 (반송동),48004,동부얼음,2011.12.1 17:57,I,2018.8.31 23:59,식용얼음판매업,395963.5782,194416.1751,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1341,식용얼음판매업,07_22_21_P,3330000,3330000-111-1982-00428,1982.9.9,,3,폐업,2,폐업,2000.1.20,,,,,,612-815,부산광역시 해운대구 반여동 1372-3,,,영일동래,2003.5.16 0:00,I,2018.8.31 23:59,식용얼음판매업,392959.5856,190678.6019,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1342,식용얼음판매업,07_22_21_P,3330000,3330000-111-1994-00432,1994.5.16,,3,폐업,2,폐업,2006.4.3,,,,051 7815662,5.85,612-831,부산광역시 해운대구 재송동 1091-38,,,예천상회,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,0,0,기타,기타,,,0,0,0,0,,,,N,0,,,
1343,식용얼음판매업,07_22_21_P,3310000,3310000-111-2005-00003,2005.7.25,,3,폐업,2,폐업,2013.4.11,,,,051 6428800,24.8,608-827,부산광역시 남구 문현동 786-19,부산광역시 남구 자유평화로57번길 29-1 (문현동),48402,영남얼음,2006.3.8 0:00,I,2018.8.31 23:59,식용얼음판매업,388129.8552,184523.121,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
1344,식용얼음판매업,07_22_21_P,3310000,3310000-111-2005-00004,2005.10.4,,3,폐업,2,폐업,2008.10.17,,,,051 6452527,45,608-826,부산광역시 남구 문현동 529-17,,,아이스월드,2006.5.1 0:00,I,2018.8.31 23:59,식용얼음판매업,388331.9346,185056.3137,식용얼음판매업,,,,,상수도전용,,0,0,0,0,임대,,,N,0,,,
1345,식용얼음판매업,07_22_21_P,3330000,3330000-111-1986-00429,1986.5.26,,3,폐업,2,폐업,2000.8.29,,,,,,612-800,부산광역시 해운대구 반송동 40-1118,,,반송2얼음집,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,396119.5534,194530.2008,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1346,식용얼음판매업,07_22_21_P,3330000,3330000-111-1999-00488,1999.9.10,,3,폐업,2,폐업,2000.1.18,,,,,,612-848,부산광역시 해운대구 중동 1276-2 15/4,,,영동얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,397553.9077,187293.7721,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1347,식용얼음판매업,07_22_21_P,3330000,3330000-111-2000-00571,2000.4.15,,3,폐업,2,폐업,2001.10.31,,,,051 7846110,,612-812,부산광역시 해운대구 반여동 1291-296,,,하정얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,393940.5608,190912.171,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
1348,식용얼음판매업,07_22_21_P,3330000,3330000-111-1998-00435,1998.7.15,,3,폐업,2,폐업,2007.8.9,,,,051 5440223,16.45,612-804,부산광역시 해운대구 반송동 257-413,,,금성얼음,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,395623.2669,193846.3204,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1349,식용얼음판매업,07_22_21_P,3330000,3330000-111-2001-00741,2001.4.2,,3,폐업,2,폐업,2006.3.23,,,,051 6666452,22,612-810,부산광역시 해운대구 반여동 559-0 반여농산물시장어패류 동동 3호호,,,통영수산,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,393233.9311,192684.4876,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1350,식용얼음판매업,07_22_21_P,3330000,3330000-111-2001-00713,2001.4.13,,3,폐업,2,폐업,2001.5.10,,,,,,612-810,부산광역시 해운대구 반여동 559-0 반여농산물도매시장어 패류동 동18호,,,부일,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,393233.9311,192684.4876,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1351,식용얼음판매업,07_22_21_P,3330000,3330000-111-1974-00385,1974.2.16,,3,폐업,2,폐업,2007.8.9,,,,,16.5,612-813,부산광역시 해운대구 반여동 1291-709,,,장산얼음,2002.6.12 0:00,I,2018.8.31 23:59,식용얼음판매업,394081.6436,190593.4641,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1352,식용얼음판매업,07_22_21_P,3350000,3350000-111-1985-00001,1985.6.21,,3,폐업,2,폐업,2005.10.6,,,,,,609-849,부산광역시 금정구 서동 199-29,,,경화얼음,2005.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1353,식용얼음판매업,07_22_21_P,3350000,3350000-111-1987-00002,1987.6.11,,3,폐업,2,폐업,2006.2.1,,,,051 5270002,,609-808,부산광역시 금정구 금사동 385-2,,,금사얼음상회,2001.7.31 0:00,I,2018.8.31 23:59,식용얼음판매업,392220.3684,193317.0554,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1354,식용얼음판매업,07_22_21_P,3350000,3350000-111-1987-00003,1987.6.20,,3,폐업,2,폐업,2006.2.8,,,,,,609-843,부산광역시 금정구 청룡동 33-4,,,주차장상회,2005.9.30 0:00,I,2018.8.31 23:59,식용얼음판매업,390158.945,199237.9172,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1355,식용얼음판매업,07_22_21_P,3350000,3350000-111-1990-00004,1990.4.11,,3,폐업,2,폐업,2014.8.27,,,,051 5171482,,609-842,부산광역시 금정구 장전동 604-2,부산광역시 금정구 식물원로29번길 8 (장전동),46300,동아얼음,2007.11.12 10:21,I,2018.8.31 23:59,식용얼음판매업,389728.6843,193658.4279,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1356,식용얼음판매업,07_22_21_P,3350000,3350000-111-1990-00005,1990.5.28,,3,폐업,2,폐업,2016.4.5,,,,051513 6189,,609-839,부산광역시 금정구 장전동 338-25,부산광역시 금정구 장전로 23 (장전동),,동래얼음,2008.3.14 15:38,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1357,식용얼음판매업,07_22_21_P,3320000,3320000-111-1974-00273,1974.5.6,,3,폐업,2,폐업,2009.6.9,,,,,,616-801,부산광역시 북구 구포동 592-9,,,구포상회,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,382375.2057,191639.5898,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1358,식용얼음판매업,07_22_21_P,3320000,3320000-111-1978-00282,1978.3.10,,3,폐업,2,폐업,2003.5.19,,,,,67.2,616-829,부산광역시 북구 만덕동 919-1,,,대동,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,384786.1893,192119.1223,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1359,식용얼음판매업,07_22_21_P,3320000,3320000-111-1978-00357,1978.3.28,,3,폐업,2,폐업,2005.11.29,,,,,,616-830,부산광역시 북구 만덕동 818-4,,,부전 얼음,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1360,식용얼음판매업,07_22_21_P,3320000,3320000-111-1980-00277,1980.4.30,,3,폐업,2,폐업,2009.3.16,,,,,3.45,616-807,부산광역시 북구 구포동 1185-4,,,모라얼음,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,381097.8077,190395.1732,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1361,식용얼음판매업,07_22_21_P,3320000,3320000-111-1984-00280,1984.5.17,,3,폐업,2,폐업,2007.1.12,,,,,5.67,616-821,부산광역시 북구 덕천동 410-2,,,덕창,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,383306.9684,192115.1009,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1362,식용얼음판매업,07_22_21_P,3320000,3320000-111-1986-00359,1986.10.18,,3,폐업,2,폐업,1997.4.29,,,,,,616-801,부산광역시 북구 구포동 589-58,,,정일 상회,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,382413.0303,191672.3495,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1363,식용얼음판매업,07_22_21_P,3320000,3320000-111-1986-00283,1986.11.19,,3,폐업,2,폐업,2009.2.24,,,,,5.7,616-801,부산광역시 북구 구포동 592-4,,,설이냉동,2003.2.7 0:00,I,2018.8.31 23:59,식용얼음판매업,382412.4121,191637.6676,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1364,식용얼음판매업,07_22_21_P,3320000,3320000-111-1987-00360,1987.4.21,,3,폐업,2,폐업,2005.11.29,,,,,,616-801,부산광역시 북구 구포동 372-3,,,낙동 상회,2017.11.9 16:22,I,2018.8.31 23:59,식용얼음판매업,382063.5291,191821.1571,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1365,식용얼음판매업,07_22_21_P,3320000,3320000-111-1988-00284,1988.12.23,,3,폐업,2,폐업,2005.3.23,,,,,12,616-834,부산광역시 북구 화명동 1447-2,,,월라상회,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1366,식용얼음판매업,07_22_21_P,3310000,3310000-111-1971-00262,1971.4.9,,3,폐업,2,폐업,2006.5.3,,,,,22.5,608-827,부산광역시 남구 문현동 783-15,,,범천 얼음집,2007.1.11 0:00,I,2018.8.31 23:59,식용얼음판매업,388109.5978,184561.7451,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1367,식용얼음판매업,07_22_21_P,3310000,3310000-111-1971-00243,1971.7.26,,3,폐업,2,폐업,2009.5.19,,,,051 6224745,11.16,608-020,부산광역시 남구 대연동 32-17,,,남천얼음,2003.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1368,식용얼음판매업,07_22_21_P,3310000,3310000-111-1974-00239,1974.4.20,,3,폐업,2,폐업,2006.5.3,,,,,10.2,608-809,부산광역시 남구 대연동 376-9,,,대연상회,2007.1.11 0:00,I,2018.8.31 23:59,식용얼음판매업,391004.9141,183806.1573,식용얼음판매업,,,주택가주변,자율,,,0,0,0,0,,,,N,0,,,
1369,식용얼음판매업,07_22_21_P,3310000,3310000-111-1974-00608,1974.5.11,,3,폐업,2,폐업,2006.3.31,,,,051 6362110,5.7,608-800,부산광역시 남구 감만동 34-139,,,함안,2006.3.31 0:00,I,2018.8.31 23:59,식용얼음판매업,390246.0253,182494.4964,식용얼음판매업,,,기타,기타,,,0,0,0,0,,,,N,0,,,
1370,식용얼음판매업,07_22_21_P,3310000,3310000-111-1996-00279,1996.9.13,,3,폐업,2,폐업,2001.10.4,,,,051 6428800,,608-827,부산광역시 남구 문현동 762-30,,,영남얼음,2002.2.27 0:00,I,2018.8.31 23:59,식용얼음판매업,388110.5252,184641.6957,식용얼음판매업,,,주택가주변,자율,,,,,,,,,,N,0,,,
1371,식용얼음판매업,07_22_21_P,3320000,3320000-111-1994-00287,1994.7.8,,3,폐업,2,폐업,2012.5.3,,,,,11.26,616-834,부산광역시 북구 화명동 1402-2,,,대성얼음,2009.11.18 16:38,I,2018.8.31 23:59,식용얼음판매업,383288.8338,194786.3837,식용얼음판매업,,,기타,자율,,,0,0,0,0,,,,N,0,,,
1372,식용얼음판매업,07_22_21_P,3320000,3320000-111-1995-00331,1995.5.15,,3,폐업,2,폐업,1998.5.4,,,,,,616-827,부산광역시 북구 만덕동 846-1,,,육일 얼음,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,385429.3558,191906.1744,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1373,식용얼음판매업,07_22_21_P,3320000,3320000-111-1995-00290,1995.7.18,,3,폐업,2,폐업,2019.3.18,,,,,9.45,616-822,부산광역시 북구 덕천동 418-12,부산광역시 북구 의성로115번길 6 (덕천동),46574,형제얼음,2019.3.18 17:15,U,2019.3.20 2:40,식용얼음판매업,383086.0228,191970.0731,식용얼음판매업,,,기타,자율,,,0,0,0,0,,,,N,0,,,
1374,식용얼음판매업,07_22_21_P,3320000,3320000-111-1996-00291,1996.4.4,,3,폐업,2,폐업,2000.5.22,,,,,14.26,616-801,부산광역시 북구 구포동 572-2,,,참얼음,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,382262.1119,191738.8527,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1375,식용얼음판매업,07_22_21_P,3320000,3320000-111-1996-00293,1996.6.10,,3,폐업,2,폐업,2006.8.30,,,,,10,616-807,부산광역시 북구 구포동 1185-4,,,합천얼음,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,381097.8077,190395.1732,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1376,식용얼음판매업,07_22_21_P,3320000,3320000-111-1997-00295,1997.5.9,,3,폐업,2,폐업,2001.4.4,,,,051 3317292,14.95,616-806,부산광역시 북구 구포동 917-2,,,희망얼음,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,381690.2666,190620.4529,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1377,식용얼음판매업,07_22_21_P,3320000,3320000-111-1997-00361,1997.7.5,,3,폐업,2,폐업,1997.7.15,,,,,,616-819,부산광역시 북구 덕천동 388-1,,,신 무궁화 마트 얼음,2002.3.5 0:00,I,2018.8.31 23:59,식용얼음판매업,383443.2644,192181.2964,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
1378,식용얼음판매업,07_22_21_P,3320000,3320000-111-1998-00298,1998.5.1,,3,폐업,2,폐업,2015.6.25,,,,051 3349801,7.68,616-834,부산광역시 북구 화명동 1421-5,부산광역시 북구 산성로12번길 63 (화명동),46531,삼삼얼음,2006.12.8 0:00,I,2018.8.31 23:59,식용얼음판매업,383391.1018,194874.8722,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1379,식용얼음판매업,07_22_21_P,3320000,3320000-111-1998-00299,1998.5.6,,3,폐업,2,폐업,2000.8.21,,,,051 3415119,10.53,616-827,부산광역시 북구 만덕동 846-1,,,신만덕얼음,2001.5.14 0:00,I,2018.8.31 23:59,식용얼음판매업,385429.3558,191906.1744,식용얼음판매업,,,기타,자율,,,,,,,,,,N,0,,,
1380,식용얼음판매업,07_22_21_P,3320000,3320000-111-1999-00301,1999.3.8,,3,폐업,2,폐업,2013.7.31,,,,051 3320004,20,616-800,부산광역시 북구 구포동 1196-37,부산광역시 북구 팽나무로 23-1 (구포동),46596,백양얼음,2009.11.18 16:40,I,2018.8.31 23:59,식용얼음판매업,382681.0734,191384.8156,식용얼음판매업,,,기타,자율,,,0,0,0,0,,,,N,0,,,
