시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
늘푸른요양원,G8126,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안은주,1129000000,성북구,서울특별시 성북구 장월로1길60 (상월곡동),,,29152556,2748
사랑드림재가복지센터,G8135,(노인) 재가노인복지시설,재가노인복지시설,자치구,장미숙,1120000000,성동구,"서울특별시 성동구 독서당로 270, 409-1호 (금호동4가, 대우아파트상가)",,,222980090,4738
구로시니어클럽,G8138,(노인) 노인일자리지원기관,노인일자리지원기관,자치구,양임순,1153000000,구로구,"서울특별시 구로구 경인로20가길 38, 3층 (오류동)",,,220667942,8272
참조은 데이케어센터,G8140,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영훈,1150000000,강서구,"서울특별시 강서구 양천로 31, 3층 (방화동)",39,,226643971,7516
서울방문복지센터,G8142,(노인) 재가노인복지시설,재가노인복지시설,자치구,김현숙,1171000000,송파구,"서울특별시 송파구 백제고분로 67, 9층 901호 (잠실동, 위너스오피스텔2)",,,262587000,5556
홈앤널스방문간호센터,G8168,(노인) 재가노인복지시설,재가노인복지시설,자치구,김수현,1171000000,송파구,"서울특별시 송파구 충민로 5, A동 3층 319호 (문정동, 송파한화오벨리스크)",,,269522447,5841
섬기는 실버하우스 요양원,G8170,(노인) 노인요양시설,노인의료복지시설,자치구,이명애,1154500000,금천구,"서울특별시 금천구 시흥대로 214, 11층 (시흥동)",23,,28910110,8628
(A)비지팅엔젤스 금천시흥방문요양지점,G8193,(노인) 재가노인복지시설,재가노인복지시설,자치구,김종수,1154500000,금천구,"서울특별시 금천구 은행나무로 6, 2층 202호 (시흥동)",,,28931003,8631
A 그린실버복지센터,G8215,(노인) 재가노인복지시설,재가노인복지시설,자치구,이송희,1129000000,성북구,"서울특별시 성북구 화랑로 92, 2층 (하월곡동)",,,29093388,2793
더조은재가노인복지센타,G8224,(노인) 재가노인복지시설,재가노인복지시설,자치구,서영준,1171000000,송파구,"서울특별시 송파구 송파대로28길 24, 10층 1012호 (가락동, 밀리아나2차)",,,24082400,5718
재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터,G8266,(노인) 재가노인복지시설,재가노인복지시설,자치구,장진숙,1150000000,강서구,"서울특별시 강서구 공항대로2가길 5, 2층, 3층 (공항동)",25,,226612279,7622
'(A)이레재가복지센터,G8272,(노인) 재가노인복지시설,재가노인복지시설,자치구,김연희,1135000000,노원구,"서울특별시 노원구 한글비석로 474, 2층 203호 (상계동)",,,29373007,1671
성북힐요양원,G8273,(노인) 노인요양시설,노인의료복지시설,자치구,윤민정,1129000000,성북구,서울특별시 성북구 성북로31가길 21 (성북동),,,236755878,2878
효월드데이케어센터,G8277,(노인) 재가노인복지시설,재가노인복지시설,자치구,현나경,1153000000,구로구,"서울특별시 구로구 경인로 584, 2층 202호 (신도림동, 신도림팰러티움)",45,,25875887,8213
창동노인통합재가센터,G8336,(노인) 재가노인복지시설,재가노인복지시설,자치구,정은수,1132000000,도봉구,"서울특별시 도봉구 도봉로136가길 4, 5층 503호 (창동, 창동리더스빌딩)",35,,269253339,1401
아리아케어 방문요양 송파가락센터,G8379,(노인) 재가노인복지시설,재가노인복지시설,자치구,김노을,1171000000,송파구,"서울특별시 송파구 송이로26길3, 2층 202호 (가락동)",,,24090902,5832
행복드림 재가노인복지센터,G8389,(노인) 재가노인복지시설,재가노인복지시설,자치구,김태정,1123000000,동대문구,"서울특별시 동대문구 전농로17길 25, 1층 (전농동)",0,0,222462139,2546
가온실버노인재가센터,G8407,(노인) 재가노인복지시설,재가노인복지시설,자치구,조원형,1135000000,노원구,"서울특별시 노원구 상계로9길 23, 4층 (상계동)",,,29347004,1685
재활앤데이케어센터,G8417,(노인) 재가노인복지시설,재가노인복지시설,자치구,최순종,1144000000,마포구,"서울특별시 마포구 모래내로7길 62, 4~5층 (성산동)",61,,23069114,3946
서울조은요양원,G8421,(노인) 노인요양시설,노인의료복지시설,자치구,김영숙,1154500000,금천구,"서울특별시 금천구 시흥대로152길 11-43, 2층 (독산동)",48,,28300101,8536
서울조은주간보호센터,G8422,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영숙,1154500000,금천구,"서울특별시 금천구 시흥대로152길 11-43, 2층 (독산동)",30,,28300101,8536
아름드리데이케어센터,G8634,(노인) 재가노인복지시설,재가노인복지시설,자치구,백혜경,1171000000,송파구,"서울특별시 송파구 백제고분로 237, 4,5층 (삼전동)",51,,24162237,5604
신정종합사회복지관병설신정데이케어센터,G8775,(노인) 재가노인복지시설,재가노인복지시설,자치구,김태구,1147000000,양천구,"서울특별시 양천구 신정중앙로 36, 4층 (신정동)",24,24,226033906,7940
구로바른데이케어센터,G9038,(노인) 재가노인복지시설,재가노인복지시설,자치구,황부자,1153000000,구로구,"서울특별시 구로구 디지털로31길 93, 4층 (구로동, 구로종합사회복지관)",20,,28520522,8375
백영실버스테이,G9172,(노인) 노인요양시설,노인의료복지시설,자치구,김재영,1150000000,강서구,"서울특별시 강서구 금낭화로135, 7층 701호 (방화동, 금강프라자)",45,,226636090,7510
온누리,I0164,(노인) 재가노인복지시설,재가노인복지시설,자치구,김성규,1162000000,관악구,서울특별시 관악구 관악로 2112층,0,0,5055772421,8744
새생명노인복지센터,I0413,(노인) 장기요양기관,노인기타,자치구,유현목,1156000000,영등포구,"서울특별시 영등포구 대림로35나길 20-1 (대림동, 1층)",0,,02-831-3535,150953
굿피플복지센터,I0436,(노인) 재가노인복지시설,재가노인복지시설,자치구,나상아,1156000000,영등포구,"서울특별시 영등포구 도림로 456101동 상가112호 (문래동3가, 문래우정아파트)",0,55,28329877,7296
서울실버케어노인요양원,J0497,(노인) 노인요양시설,노인의료복지시설,자치구,김정분,1135000000,노원구,"서울특별시 노원구 한글비석로44길 312층,3층 (상계동)",45,45,29314450,1666
영락노인복지센터,J0767,(노인) 장기요양기관,노인기타,자치구,박지향,1111000000,종로구,서울특별시 종로구 통일로 156 (교남동),0,0,070-4065-1744,3180
서울인애노인복지센터,J1282,(노인) 재가노인복지시설,재가노인복지시설,자치구,김선옥,1121500000,광진구,서울특별시 광진구 능동로13길 94,200,0,24686067,5012
소망방문요양복지센터,J1290,(노인) 재가노인복지시설,재가노인복지시설,자치구,조수아,1156000000,영등포구,"서울특별시 영등포구 양평로30가길 19204동 307호(양평동6가, 동양아파트상가)",0,7,226780687,7201
동우너싱홈,J1296,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이해성,1126000000,중랑구,서울특별시 중랑구 망우로 422 ,9,9,24355428,2164
축복재가장기요양기관,J1416,(노인) 재가노인복지시설,재가노인복지시설,자치구,김세호,1126000000,중랑구,서울특별시 중랑구 용마산로 3894층 (면목동),0,,02-437-7447,2201
동우요양원요양센터,J1827,(노인) 재가노인복지시설,재가노인복지시설,자치구,최금숙,1126000000,중랑구,서울특별시 중랑구 망우로 422원동빌딩 6층,29,29,02-435-5428,2164
반석데이케어센터,J1874,(노인) 재가노인복지시설,재가노인복지시설,자치구,진현주,1174000000,강동구,서울특별시 강동구 양재대로130길 11(명일1동),40,40,24774268,5296
사당데이케어센터,J1910,(노인) 재가노인복지시설,재가노인복지시설,자치구,최재경,1159000000,동작구,서울특별시 동작구 남부순환로 2081사당노인종합복지관 7층,17,17,25802417,7025
대은가정봉사원파견센터,J2231,(노인) 재가노인복지시설,재가노인복지시설,자치구,차제근,1130500000,강북구,"서울특별시 강북구 인수봉로60가길 32101 (수유동, 대성아트빌)",0,0,29855534,1089
베스트그린요양원1호점,J2235,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김영일,1126000000,중랑구,서울특별시 중랑구 동일로 789그린프라자 6층,9,9,24381601,2102
은평효실버요양원,J2247,(노인) 노인요양시설,노인의료복지시설,자치구,박찬식,1138000000,은평구,서울특별시 은평구 연서로 17(역촌동),22,21,23831001,3421
두레노인요양원,J2254,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이병기,1126000000,중랑구,서울특별시 중랑구 신내로 45해성빌딩 701호,9,9,222077500,2085
남서울교회노인복지센터,J2256,(노인) 재가노인복지시설,재가노인복지시설,자치구,최성은,1156000000,영등포구,서울특별시 영등포구 신풍로16길 1401호 (신길동),0,0,070-4156-7661,7431
아비스노인복지센터,J2815,(노인) 재가노인복지시설,재가노인복지시설,자치구,양미숙,1168000000,강남구,서울특별시 강남구 선릉로 406 2층202호 ,0,0,02-566-6914,6198
송파그린요양원,J3203,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김광섭,1171000000,송파구,서울특별시 송파구 성내천로 208신안빌딩 3층,9,9,24084070,5753
장생시니어타운,J4003,(노인) 노인요양시설,노인의료복지시설,자치구,손숙영,1165000000,서초구,서울특별시 서초구 강남대로89길 10 (반포동 707-9),45,45,25499331,6535
숭일재가노인복지센터,J4119,(노인) 장기요양기관,노인기타,자치구,황종구,1111000000,종로구,서울특별시 종로구 종로 381-12층호 (숭인동),0,0,02-3675-5759,3112
북부가정봉사원파견센터,J4292,(노인) 재가노인복지시설,재가노인복지시설,자치구,김승미,1135000000,노원구,서울특별시 노원구 한글비석로49길 63 (상계동),50,28,02-6402-7124,1679
장안종합사회복지관 재가장기요양센터,J4748,(노인) 장기요양기관,노인기타,자치구,전명구,1123000000,동대문구,서울특별시 동대문구 한천로18길 48장안종합사회복지관 2층,0,73,02-2242-7564,2628
'(A )'부모사랑복지센터,J4830,(노인) 재가노인복지시설,재가노인복지시설,자치구,김효제,1174000000,강동구,서울특별시 강동구 상암로 87-12층 (암사동),0,0,02-426-0777,5265
행복드림요양원,J5102,(노인) 노인요양시설,노인의료복지시설,자치구,김성자,1132000000,도봉구,서울특별시 도봉구 도봉로154길 23신성빌딩 3층,25,25,29008329,1328
은빛노인요양주야간보호,J5143,(노인) 재가노인복지시설,재가노인복지시설,자치구,박미선,1171000000,송파구,서울특별시 송파구 거마로 99,9,5,24021005,138817
은빛노인요양공동생활가정2,J5152,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,강정순,1171000000,송파구,서울특별시 송파구 거마로 99,9,9,24021005,138817
워커힐실버타운,J6228,(노인) 노인요양시설,노인의료복지시설,자치구,최숙,1121500000,광진구,서울특별시 광진구 워커힐로 93 (구의동),122,122,02-446-8911,4958
동서울노인복지센터,J6507,(노인) 재가노인복지시설,재가노인복지시설,자치구,최광자,1120000000,성동구,서울특별시 성동구 하왕십리동517번지 2호,80,80,222954665,4701
노원사랑요양원4,J6599,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김은화,1135000000,노원구,서울특별시 노원구 동일로174길 44202호,9,9,29772497,1849
상봉요양원단기보호,J6600,(노인) 재가노인복지시설,재가노인복지시설,자치구,박서현,1126000000,중랑구,서울특별시 중랑구 용마산로 494상아빌딩 5층,16,16,02-2207-8803,2182
새마음데이케어센터,J6647,(노인) 재가노인복지시설,재가노인복지시설,자치구,박종선,1147000000,양천구,서울특별시 양천구 월정로 175(신월1동),21,21,02-2606-0921,158827
효담요양원,J6871,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,장현아,1147000000,양천구,서울특별시 양천구 오목로 624층 (신월동),7,7,226951903,8028
포도나무실버타운4호점,J6872,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,현나영,1171000000,송파구,서울특별시 송파구 가락로 25층,7,7,24201286,5693
포도나무실버타운3호점,J6874,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,남명숙,1171000000,송파구,서울특별시 송파구 가락로 25층,9,9,02-413-1147,5693
유나노인복지센터,J7204,(노인) 재가노인복지시설,재가노인복지시설,자치구,태정완,1126000000,중랑구,서울특별시 중랑구 동일로139길 43,100,100,02-482-0801,2016
명성노인복지센터,J7298,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,노희선,1129000000,성북구,서울특별시 성북구 보국문로4길 8,9,10,02-915-2335,2718
창5동데이케어센터,J7329,(노인) 재가노인복지시설,재가노인복지시설,자치구,김은혜,1132000000,도봉구,서울특별시 도봉구 창동34 (창동),21,21,02-995-9119,1418
우리마포데이케어센터,J7410,(노인) 재가노인복지시설,재가노인복지시설,자치구,박소현,1144000000,마포구,"서울특별시 마포구 신촌로26길10 (노고산동, 우리마포복지관(4,5층))",29,29,23548400,4103
삼화데이케어센터,J7590,(노인) 재가노인복지시설,재가노인복지시설,자치구,심현웅,1159000000,동작구,서울특별시 동작구 사당로13길42 (사당동),28,28,28137753,7003
홍광데이케어센터,J7699,(노인) 재가노인복지시설,재가노인복지시설,자치구,정혜원,1141000000,서대문구,서울특별시 서대문구 통일로39길 22-31(홍제동),21,20,7076412230,3637
광진원광실버센터,J7702,(노인) 노인요양시설,노인의료복지시설,자치구,이종원,1121500000,광진구,서울특별시 광진구 아차산로63길 35 (구의동),15,15,7070119132,5036
사랑노인복지센터,J7778,(노인) 재가노인복지시설,재가노인복지시설,자치구,신남심,1126000000,중랑구,서울특별시 중랑구 봉화산로 194신아타운 3층 304호,20,20,02-3421-2227,131865
늘푸른요양원,J7851,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박순자,1126000000,중랑구,서울특별시 중랑구 용마산로 488유진빌딩 4층,9,9,29720410,2182
예덕효요양원,J7864,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정광호,1147000000,양천구,"서울특별시 양천구 중앙로232, 3층 (신정동)",9,9,226479620,8091
정다운요양원,J7968,(노인) 노인요양시설,노인의료복지시설,자치구,한미경,1147000000,양천구,서울특별시 양천구 오목로 208 (신정동),36,29,02-2603-6566,8021
송학데이케어센터,J8138,(노인) 재가노인복지시설,재가노인복지시설,자치구,노찬미,1159000000,동작구,"서울특별시 동작구 상도동210번지 249호 3,4,5층",21,21,28126017,7037
두레노인요양원B,J8201,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김현정,1126000000,중랑구,서울특별시 중랑구 신내로 45해성빌딩 6층,9,9,28690675,2085
(주)삼성종합복지센터,J8282,(노인) 재가노인복지시설,재가노인복지시설,자치구,장종숙,1132000000,도봉구,"서울특별시 도봉구 방학동210, 101동 2층 4호 (방학동, 신동아타워 상가)",0,20,02-955-0013,1360
벧엘의집 요양원2,J8417,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박종성,1162000000,관악구,"서울특별시 관악구 미성동96, 2층 (신림동, 미성빌딩)",9,9,28564382,151906
서울숲재활요양원,J8430,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,신미희,1120000000,성동구,서울특별시 성동구 뚝섬로 401-23층 (성수동2가),9,9,02-2293-7227,4784
엔젤데이케어센터,J8436,(노인) 재가노인복지시설,재가노인복지시설,자치구,이춘성,1159000000,동작구,서울특별시 동작구 사당로16라길 9(사당동) ,21,21,234761004,7018
번동노인요양원,J8607,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김명화,1130500000,강북구,"서울특별시 강북구 한천로105길24, 202동 2층 (번동)",9,9,29876827,1229
성신노인요양원,J8676,(노인) 노인요양시설,노인의료복지시설,자치구,권장혁,1129000000,성북구,서울특별시 성북구 동소문로13나길 110 (동소문동7가),49,23,29298538,2830
성원노인복지센터,J8681,(노인) 재가노인복지시설,재가노인복지시설,자치구,이승남,1165000000,서초구,서울특별시 서초구 방배천로16길 11-41층 (방배동),0,42,25873900,6677
강남제일재가노인복지센터,J8697,(노인) 재가노인복지시설,재가노인복지시설,자치구,지하리,1168000000,강남구,"서울특별시 강남구 개포로 237-0302  (개포동, 유진빌딩)",0,0,25773345,6306
늘편한요양센터,J8710,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,최동혁,1174000000,강동구,"서울특별시 강동구 구천면로318, 4층 (천호동)",9,9,02)475-3035,5309
구립중구노인요양센터,J8714,(노인) 노인요양시설,노인의료복지시설,자치구,전미애,1114000000,중구,서울특별시 중구 필동로 96 (장충동2가),60,60,222773456,4622
송파그린요양원2,J8840,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김희주,1171000000,송파구,서울특별시 송파구 성내천로 208신안빌딩 2층,9,9,24084070,5753
노들데이케어센터,J8846,(노인) 재가노인복지시설,재가노인복지시설,자치구,권영미,1159000000,동작구,서울특별시 동작구 노량진로32길79 (본동),17,17,02-6954-0908,6908
연희시니어스,J8879,(노인) 노인요양시설,노인의료복지시설,자치구,김현주,1141000000,서대문구,서울특별시 서대문구 연희로31길 8-7 (연희동),49,49,23220072,3696
행복요양원3,J8900,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김다원,1153000000,구로구,서울특별시 구로구 경인로23길 86층 (오류동)(오류동),8,8,236665511,8268
행복요양원2,J8901,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,임문선,1153000000,구로구,서울특별시 구로구 경인로23길 86층 (오류동)(오류동),9,9,236665511,8268
써니요양원,J8913,(노인) 노인요양시설,노인의료복지시설,자치구,김정훈,1138000000,은평구,서울특별시 은평구 증산로15길 26 (신사동),38,35,23052385,3448
동그라미요양센터1호점,J9361,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박동균,1132000000,도봉구,"서울특별시 도봉구 쌍문동103, 4층 (쌍문동, 춘광빌딩)",9,,29897582,132030
지브로방문요양센터,J9447,(노인) 재가노인복지시설,재가노인복지시설,자치구,이한구,1165000000,서초구,서울특별시 서초구 강남대로43길 22-12층 (서초동),0,42,25880192,6729
황금나무너싱홈,J9465,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김소연,1174000000,강동구,"서울특별시 강동구 고덕로27길33-27, 101호 (암사동)",9,9,24289987,134600
명지요양센터,J9480,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이병란,1162000000,관악구,"서울특별시 관악구 난곡로316, 6층 (신림동, 진성타워(신사동))",9,9,28780890,8761
동부실버케어요양원,J9485,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김누리,1121500000,광진구,서울특별시 광진구 자양번영로 343층 (자양동),9,9,24446188,5098
대한연세요양원,J9547,(노인) 노인요양시설,노인의료복지시설,자치구,정화철,1174000000,강동구,서울특별시 강동구 고덕로 421 (강일동),132,129,24261000,5217
은나무단기보호센터,J9588,(노인) 재가노인복지시설,재가노인복지시설,자치구,곽상원,1123000000,동대문구,"서울특별시 동대문구 답십리동77, 3층 (답십리동, 일신빌딩)",8,8,222123712,130030
우리요양원,J9944,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,박도연,1154500000,금천구,"서울특별시 금천구 시흥대로 426-0426, 영진빌딩 7층(독산동)",9,9,02-859-6690,8545
공립불암골지역아동센터,K0016,(아동) 지역아동센터,아동복지시설,자치구,김혜원,1135000000,노원구,서울특별시 노원구 중계로14길51 (중계동),35,34,02-3392-5266,1722
라온,K0049,(아동) 공동생활가정,아동복지시설,자치구,이현주,1150000000,강서구,서울특별시 강서구 송정로 14-121층 (공항동),7,3,236632213,7626
하나복지지역아동센터,K0067,(아동) 지역아동센터,아동복지시설,자치구,장시영,1165000000,서초구,서울특별시 서초구 방배천로18길 20-04층(방배동),19,18,02-523-0153,6677
구립노원1지역아동센터,K0071,(아동) 지역아동센터,아동복지시설,자치구,정신희,1135000000,노원구,"서울특별시 노원구 월계로55길16, 관리동 1층 (월계동, 월계사슴2단지아파트)",35,30,29720704,1864
희망드림지역아동센터,K0118,(아동) 지역아동센터,아동복지시설,자치구,허정란,1132000000,도봉구,서울특별시 도봉구 도봉로110아길 12 (창동),25,25,29009313,1458
파란나라지역아동센터,K0121,(아동) 지역아동센터,아동복지시설,자치구,전상진,1126000000,중랑구,서울특별시 중랑구 면목로 452 (면목동),25,25,02-494-0476,2155
녹색지역아동센터,K0127,(아동) 지역아동센터,아동복지시설,자치구,이영신,1126000000,중랑구,"서울특별시 중랑구 겸재로 78, 3층 (면목동)",24,22,070-8688-4343,02-230
씨앗지역아동센터,K0142,(아동) 지역아동센터,아동복지시설,자치구,송해영,1126000000,중랑구,서울특별시 중랑구 겸재로 1932층 (면목동),40,40,070-7434-3006,2161
구립꿈나무지역아동센터,K0145,(아동) 지역아동센터,아동복지시설,자치구,김은주,1135000000,노원구,"서울특별시 노원구 동일로186길 3-24, 1층 (공릉동, 공릉1동주민센터)",32,30,29787555,139600
다니엘청소년지역아동센터,K0147,(아동) 지역아동센터,아동복지시설,자치구,최경주,1147000000,양천구,서울특별시 양천구 남부순환로 3743층 (신월동),23,23,220657105,7910
영문지역아동센터,K0148,(아동) 지역아동센터,아동복지시설,자치구,박은미,1153000000,구로구,서울특별시 구로구 개봉로11길 35-9301호 (개봉동),35,33,02-2614-9674,8352
강남지역아동센터,K0162,(아동) 지역아동센터,아동복지시설,자치구,박순옥,1165000000,서초구,"서울특별시 서초구 강남대로79길 52-5, 4층 (반포동)",19,17,02-543-8798,137604
한빛마을,K0176,(아동) 공동생활가정,아동복지시설,자치구,정지욱,1171000000,송파구,"서울특별시 송파구 백제고분로28길 19-24, 501호 (삼전동, 삼전빌라)",6,3,02-6941-4777,138600
구립한내지혜의숲지역아동센터,K0192,(아동) 지역아동센터,아동복지시설,자치구,임리아,1135000000,노원구,서울특별시 노원구 마들로 86 (월계동),27,24,070-4286-3687,1912
솔나무지역아동센터,K0202,(아동) 지역아동센터,아동복지시설,자치구,한순덕,1159000000,동작구,서울특별시 동작구 등용로9길 21층 (대방동),24,16,29245907,6942
강남지역아동센터,K0205,(아동) 지역아동센터,아동복지시설,자치구,유인숙,1168000000,강남구,서울특별시 강남구 개포로28길 11 (개포동),29,15,25777179,6309
우면지역아동센터,K0211,(아동) 지역아동센터,아동복지시설,자치구,이한나,1165000000,서초구,"서울특별시 서초구 태봉로 68, 401호 (우면동, 우면프라자2)",25,25,02537-9871,6764
도담지역아동센터,K0220,(아동) 지역아동센터,아동복지시설,자치구,한용환,1171000000,송파구,"서울특별시 송파구 풍성로23길41, 2층 (풍납동)",25,25,24757710,5518
서울특별시립 서부아동상담치료센터,K0225,(아동) 아동종합시설,아동복지시설,자치구,최영진,1138000000,은평구,서울특별시 은평구 백련산로14길 20-11 (응암동),30,22,23512202,122600
도밍고의집,K0234,(아동) 공동생활가정,아동복지시설,자치구,구경아,1130500000,강북구,서울특별시 강북구 솔매로41길 37-10 (미아동)37-10 (미아동),7,6,02-982-9196,1124
헤아림 그룹홈,K0235,(아동) 공동생활가정,아동복지시설,자치구,이영애,1147000000,양천구,"서울특별시 양천구 은행정로15길 173층 3호 (신정동, 신정빌라)",7,6,226079560,7944
금나래 지역아동센터,K0237,(아동) 지역아동센터,아동복지시설,자치구,강선영,1154500000,금천구,"서울특별시 금천구 범안로17길 23-0 (독산동)23, 201호 (독산동, 우정오피스텔)",33,30,02-803-7979,8586
소은지역아동센터,K0258,(아동) 지역아동센터,아동복지시설,자치구,정경화,1150000000,강서구,"서울특별시 강서구 방화대로6나길 17, 2층 (공항동)",19,12,070-4062-7647,157650
해피지역아동센터,K0266,(아동) 지역아동센터,아동복지시설,자치구,홍경란,1153000000,구로구,"서울특별시 구로구 고척로 19303호 (오류동, 한백고은아파트)",19,19,02-6369-2556,8254
구립하계지역아동센터,K0272,(아동) 지역아동센터,아동복지시설,자치구,고영자,1135000000,노원구,"서울특별시 노원구 노원로16길 60 (하계동, 중계9단지주공영구임대아파트)",35,31,29731655,1749
놀이터지역아동센터,K0273,(아동) 지역아동센터,아동복지시설,자치구,김옥길,1126000000,중랑구,서울특별시 중랑구 동일로 880 (묵동),29,29,29737210,2039
구립삼선동꿈나무키우미돌봄센터,K0274,(아동) 지역아동센터,아동복지시설,자치구,김희경,1129000000,성북구,서울특별시 성북구 보문로29길 101 (삼선동3가),35,35,070-7555-5796,136600
다온 서울시립학대피해아동쉼터,K0276,(아동) 학대피해아동쉼터,아동복지시설,자치구,박귀자,1162000000,관악구,,7,0,02-3281-1001,8859
마고네공부방 지역아동센터,K0278,(아동) 지역아동센터,아동복지시설,자치구,이옥희,1129000000,성북구,서울특별시 성북구 성북로 8길 65 1층 101호,19,5,02-765-2770,2834
조은날영라이프,K0279,(아동) 공동생활가정,아동복지시설,자치구,황금재,1171000000,송파구,"서울특별시 송파구 성내천로43가길 12-0 (마천동)12, 2~3층 202호 (마천동)",7,1,7040643437,5749
삼전지역아동센터,K0285,(아동) 지역아동센터,아동복지시설,자치구,박달준,1171000000,송파구,"서울특별시 송파구 삼전로10길 3, 2층 (삼전동)",19,19,269599955,138600
서울나자렛집,K0291,(아동) 공동생활가정,아동복지시설,자치구,김유나,1159000000,동작구,"서울특별시 동작구 신대방길85, 104동 201호 (신대방동, 경남아파트)",7,4,226915960,7069
비전트리지역아동센터,K0304,(아동) 지역아동센터,아동복지시설,자치구,이정순,1129000000,성북구,서울특별시 성북구 장월로 28 (장위동),39,29,02-919-9290,2769
드림지역아동센터,K0312,(아동) 지역아동센터,아동복지시설,자치구,이우영,1147000000,양천구,"서울특별시 양천구 남부순환로61길 13, 201호 (신월동)",19,15,02-2697-3337,7921
소망그룹홈,K0314,(아동) 공동생활가정,아동복지시설,자치구,김동진,1147000000,양천구,"서울특별시 양천구 오목로 160101동 603호 (신정동, 신호아파트)",7,6,226079560,8020
꿈자람 학대피해아동쉼터,K0345,(아동) 학대피해아동쉼터,아동복지시설,자치구,장영순,1123000000,동대문구,,7,6,262128824,2422
구립함께하는지역아동센터,K0373,(아동) 지역아동센터,아동복지시설,자치구,임금빈,1174000000,강동구,"서울특별시 강동구 상일로12길 95102동 4층 (강일동, 푸르내)",32,30,24296900,5285
효주아녜스의집,K0377,(아동) 공동생활가정,아동복지시설,자치구,곽근,1150000000,강서구,"서울특별시 강서구 까치산로4가길36 (화곡동, 효주아네스의집)",7,6,226045781,7726
구립수락지역아동센터,K0379,(아동) 지역아동센터,아동복지시설,자치구,오수진,1135000000,노원구,서울특별시 노원구 상계동 996-10,21,20,7077169905,1628
섬나지역아동센터,K0381,(아동) 지역아동센터,아동복지시설,자치구,이은주,1147000000,양천구,"서울특별시 양천구 은행정로 32, 3층 (신정동)",19,19,264038046,8021
LH 행복꿈터 열린마음 지역아동센터,K0384,(아동) 지역아동센터,아동복지시설,자치구,김계숙,1168000000,강남구,서울특별시 강남구 자곡로3길 22 (자곡동),19,19,234110981,6374
우리집 그룹홈,K0387,(아동) 공동생활가정,아동복지시설,자치구,이미정,1141000000,서대문구,"서울특별시 서대문구 증가로6길 55, 1층 (홍은동)",5,4,23137235,3664
구립월계문화지역아동센터,K0390,(아동) 지역아동센터,아동복지시설,자치구,김미숙,1135000000,노원구,서울특별시 노원구 월계로44길 23 (월계동),35,35,29423273,1884
궁동그룹홈,K0398,(아동) 공동생활가정,아동복지시설,자치구,한재숙,1153000000,구로구,"서울특별시 구로구 오리로22나길 16-24, 101동 2,3층 203,303호 (궁동, 유앤미빌리지)",7,5,226258520,8249
킹스키즈그룹홈,K0400,(아동) 공동생활가정,아동복지시설,자치구,손애자,1153000000,구로구,"서울특별시 구로구 경인로 343, 104동 12층 03호 (고척동, 삼환로즈빌)",6,2,7082862048,8226
대림2동지역아동센터,K0403,(아동) 지역아동센터,아동복지시설,자치구,문경숙,1156000000,영등포구,서울특별시 영등포구 대림로23길 27 (대림동),26,21,02-6677-0909,7419
하모니지역아동센터,K0416,(아동) 지역아동센터,아동복지시설,자치구,김예신,1153000000,구로구,서울특별시 구로구 개봉로11길 28-151층 (개봉동),19,18,02-2613-4483,8348
노스토스의집,K0417,(아동) 공동생활가정,아동복지시설,자치구,강지우,1153000000,구로구,"서울특별시 구로구 서해안로 2368, 101동 8층 3호 (오류동, 우림필유)",6,2,27039638,8340
강서누리지역아동센터,K0435,(아동) 지역아동센터,아동복지시설,자치구,김순자,1150000000,강서구,"서울특별시 강서구 송정로 32, 2층 (공항동)",19,18,02-2661-7179,7626
