분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(X좌표),위도(Y좌표),유무료,문화포털상세URL
클래식,종로구,The Pianissimo 음악예술학회 정기연주회,2023-08-21~2023-08-21,세종체임버홀,세종문화회관,만 6세 이상 (2016년 12월 31일 출생자까지),"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34339&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a166dc5507a4416c9223d5c357770605&thumb=Y,2023.8.1,기관,2023.8.21 0:00,2023.8.21 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142615&menuNo=200008
국악,종로구,2023 실내악축제 [음악동인고물],2023-08-20~2023-08-20,"	서울돈화문국악당 공연장",서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/8/1375,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fec2701e38af4669b9070829e8038451&thumb=Y,2023.7.12,기관,2023.8.20 0:00,2023.8.20 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142390&menuNo=200008
교육/체험,구로구,[모든 여행이 치유였어] 호림작가의 컬러 위를 걷기(워킹온더컬러),2023-08-20~2023-08-20,서울아트책보고 해보고 워크숍룸,서울아트책보고,성인,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=5559&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef24a4a5269b4f1f8528f2512e27a372&thumb=Y,2023.8.7,기관,2023.8.20 0:00,2023.8.20 0:00,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142708&menuNo=200011
전시/미술,강북구,2023삼각산아트랩 선정작가전 [내 이름을 불러주었을 때 : 신재훈],2023-08-19~2023-08-29,"삼각산시민청 2동 3층 삼각산시민청갤러리 (서울시 강북구 삼양로 595,3층)",삼각산시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1647&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fc0d9068c37546c2a18605933aa0e8b3&thumb=Y,2023.7.25,기관,2023.8.19 0:00,2023.8.29 0:00,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142524&menuNo=200009
연극,성동구,연극 [말괄량이 길들이기],2023-08-19~2023-08-27,성수아트홀,성동문화재단,16세 이상(2007년 이전 출생자),"전석 20,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=900&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bcb4c8df6dec45009e411db88856ff54&thumb=Y,2023.7.31,기관,2023.8.19 0:00,2023.8.27 0:00,기타,37.54541449,127.0469742,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142599&menuNo=200008
교육/체험,서초구,2023년 국내 보훈사적지 탐방 [우리의 유산을 그리다],2023-08-19~2023-08-26,홈페이지 참고,기타,초등학교 고학년(4~6학년) 및 해당 자녀를 둔 가족 대상,무료,,2023년 국내 보훈사적지 탐방 ,,https://cafe.naver.com/drawingourheritage/2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0491c97afb8a45149841d030c19680f9&thumb=Y,2023.7.20,기관,2023.8.19 0:00,2023.8.26 0:00,어린이/청소년 문화행사,37.5239978,127.0356302,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142486&menuNo=200011
클래식,강동구,TIMF 앙상블X아트프로젝트 보라 [발레 메카닉],2023-08-19~2023-08-20,강동아트센터 소극장 드림,강동문화재단,8세이상 관람가,"R석 30,000원 S석 15,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1961&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d9b3722a294d4b4abf31b4eb4a4565a2&thumb=Y,2023.8.4,기관,2023.8.19 0:00,2023.8.20 0:00,기타,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142694&menuNo=200008
뮤지컬/오페라,강남구,[8월 키즈예술공연 라이브 국악 뮤지컬] 꼬마 강치전,2023-08-19~2023-08-19,강남씨어터,강남문화재단,어린이,"전석 5,000원",국악공간 서이,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform02/225/view.do?mid=gfac_perform03,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=361a6960fa154f869f390e6f07a7377c&thumb=Y,2023.7.10,기관,2023.8.19 0:00,2023.8.19 0:00,,37.49537321,127.0332838,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142358&menuNo=200008
축제-문화/예술,성북구,미아리고개마을장터 [고개장],2023-08-19~2023-08-19,미아리고개하부공간 미인도,성북문화재단,누구나,,,,,https://www.sbculture.or.kr/culture/bbs/BMSR00005/view.do?boardId=22476&menuNo=500144,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a78f0434733140aa92e2efa2cafe5dbe&thumb=Y,2023.7.28,기관,2023.8.19 0:00,2023.8.19 0:00,문화가 있는 날,37.59548981,127.0206163,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142584&menuNo=200010
기타,마포구,"[길위의인문학] 서강도서관 (정명섭) 기록하는 즐거움, 골목의 이야기 / 골목인문 미래①",2023-08-19~2023-08-19,마포구립 서강도서관 3층 세미나실,마포구청,성인,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7227,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d7dc220b637541a98d67a1f5049e6fdf&thumb=Y,2023.8.3,기관,2023.8.19 0:00,2023.8.19 0:00,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142664&menuNo=200013
클래식,종로구,2023 8월 천원의 행복 I _ 신한음악상과 함께하는 [S-Classic Week],2023-08-19~2023-08-19,세종체임버홀,세종문화회관,"8세 이상 (취학아동 입장, 2016년 생) ","전석 1,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33956&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=123ec7711de249a1b78817d5cd7eb803&thumb=Y,2023.8.1,기관,2023.8.19 0:00,2023.8.19 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142613&menuNo=200008
교육/체험,노원구,"2023 인문학북콘서트 [인지하지 못했던 사사로운 것들] 2회차 '나의 색, 우리의 빛' ",2023-08-19~2023-08-19,노원문화예술회관 소공연장,노원문화재단,8세 이상 관람가,,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=340,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f15df649baa94b06b42bc11a6af5def2&thumb=Y,2023.8.4,기관,2023.8.19 0:00,2023.8.19 0:00,기타,37.65023586,127.0802693,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142689&menuNo=200011
축제-문화/예술,중구,DJ [광. 놀],2023-08-19~2023-08-19,광화문 광장,세종문화회관,중학생 이상 입장 권장,"전석 무료, 스탠딩 공연 (일부 객석 사전관람신청)",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34351&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a37839dde5e449f9930d2c76a869cd8&thumb=Y,2023.8.1,기관,2023.8.19 0:00,2023.8.19 0:00,기타,37.57184786,126.9761683,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142614&menuNo=200010
교육/체험,마포구,[마포구립 서강도서관/ 8월/어린이메이킹] 해봄이웃집Maker '그림책큐브',2023-08-19~2023-08-19,마포구립서강도서관 4층 어린이자료실 내 해봄,마포구청,어린이,없음,,,,https://mplib.mapo.go.kr/sglib/PGM3028/eventDetail.do?eventSn=7247,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5ece2c04765b488fab72f5cea5330fbc&thumb=Y,2023.8.5,기관,2023.8.19 0:00,2023.8.19 0:00,어린이/청소년 문화행사,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142699&menuNo=200011
콘서트,양천구,음악?사운드아트 특화사업 [사운즈 온 쇼케이스 2023],2023-08-18~2023-08-27,문래예술공장 (서울 영등포구 경인로88길 5-4),서울문화재단,프로그램별 상이,,,,,https://www.sfac.or.kr/artspace/artspace/mullae_notice.do?cbIdx=979&bcIdx=134504&type=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=271491f4a2e54243bf805c6972e49a2c&thumb=Y,2023.7.17,기관,2023.8.18 0:00,2023.8.27 0:00,기타,37.51322307,126.9001378,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142446&menuNo=200008
뮤지컬/오페라,강북구,뮤지컬 [꽃슈스],2023-08-18~2023-08-20,꿈의숲 퍼포먼스홀,북서울꿈의숲,7세 이상 관람가 (미취학 아동은 보호자 동반 하에 입장 가능),"전석 40,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34378&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=972e02e1e7344bb6a63d5a08fadd48a4&thumb=Y,2023.8.1,기관,2023.8.18 0:00,2023.8.20 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142605&menuNo=200008
클래식,강동구,디토 오케스트라 정기연주회-톡톡 클래식 [This Is RAVEL],2023-08-18~2023-08-18,강동아트센터 대극장 한강,강동문화재단,8세 이상 관람가(미취학 아동 관람불가),"R석 30,000원 S석 20,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1959&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bd6a282053924005a5cc083bf7a2cc00&thumb=Y,2023.7.19,기관,2023.8.18 0:00,2023.8.18 0:00,기타,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142467&menuNo=200008
무용,종로구,[싱크넥스트23] 모니카XCIFIKA 쓰인 적 없는 ㅅ,2023-08-18~2023-08-18,세종S씨어터,세종문화회관,만 12세 이상,"일반석 55,000원 / 발코니석 45,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34112&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58ca96184c974881b8a3eafda73e9b60&thumb=Y,2023.6.28,기관,2023.8.18 0:00,2023.8.18 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142179&menuNo=200008
클래식,강북구,젊은 날의 말러가 노래한 삶과 사랑 - 1,2023-08-18~2023-08-18,꿈의숲 콘서트홀,세종문화회관,만7세 이상,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34372&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f4815283b700442c8602852df66cac71&thumb=Y,2023.8.1,기관,2023.8.18 0:00,2023.8.18 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142610&menuNo=200008
국악,종로구,2023 실내악축제 [SNU 앙상블],2023-08-18~2023-08-18,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/8/1374,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bff99df4fc7845f6b90104014df49b0a&thumb=Y,2023.7.12,기관,2023.8.18 0:00,2023.8.18 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142389&menuNo=200008
교육/체험,중구,[서울디자인재단] 매거진 콘텐츠의 미래와 오늘_기업편,2023-08-18~2023-08-18,DDP 디자인랩 3층 디자인홀 & 매거진 라이브러리,서울디자인재단,신청자 누구나,,,,,http://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=586&boardno=16&bbstopno=586&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d7ba3f236b7443f8f4f0cd1aea161e2&thumb=Y,2023.7.28,기관,2023.8.18 0:00,2023.8.18 0:00,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142571&menuNo=200011
콘서트,중구,디스코 익스피리언스 [나랏말ㅆㆍ미 풍악에 울려],2023-08-18~2023-08-18,광화문 광장,세종문화회관,중학생 이상 입장 권장,"전석 무료, 스탠딩 공연 (일부 객석 사전관람신청)",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34350&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=389387e2b28940ec96fc0d3fa4c3062d&thumb=Y,2023.8.1,기관,2023.8.18 0:00,2023.8.18 0:00,기타,37.57184786,126.9761683,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142607&menuNo=200008
축제-문화/예술,종로구,대한민국 청년미술축제 : 아트그라운드,2023-08-17~2023-08-20,마루아트센터 특별관,기타,누구나,,"김미현, 404(김민정), 김민지, 김민지, 호정(김호정), 박세연, 박종희, Purplet(배준호), 송병권, 송인호, 이래, 이용현, 이지열, 이채현, 장혜영, 정혜련, 주건우, 최봉석","모두를 위한 열정, 재미, 영감이 어우러지는 트렌디한 청년 미술 축제!		",,http://www.artground.net/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=36db9926c84a47d4ad86f8c8f7dfe6d8&thumb=Y,2023.7.18,시민,2023.8.17 0:00,2023.8.20 0:00,기타,37.57341354,126.9850589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142454&menuNo=200010
축제-전통/역사,중구,남산골 밤마실 [기담야행2 : 망혼일 축제],2023-08-17~2023-08-20,서울남산국악당 일대,서울남산국악당,8세 이상,"10,000원",,,,https://www.hanokmaeul.or.kr/ko/g/perf/%eb%82%a8%ec%82%b0%ea%b3%a8-%eb%b0%a4%eb%a7%88%ec%8b%a4-%ea%b8%b0%eb%8b%b4%ec%95%bc%ed%96%892-%eb%a7%9d%ed%98%bc%ec%9d%bc-%ec%b6%95%ec%a0%9c,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1678daec275543a7b9ca508dbfda51bc&thumb=Y,2023.7.19,기관,2023.8.17 0:00,2023.8.20 0:00,문화가 있는 날,37.55842868,126.9937073,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142476&menuNo=200010
연극,노원구,인형극 [더미러 & 그것 참 좋타!],2023-08-17~2023-08-18,노원어린이극장,노원문화재단,5세이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=337,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1c0f797762044ef58fd4de5c665b4453&thumb=Y,2023.8.4,기관,2023.8.17 0:00,2023.8.18 0:00,어린이/청소년 문화행사,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142690&menuNo=200008
교육/체험,송파구,2023 서울책보고 독립책방 북콘서트 No.2,2023-08-17~2023-08-17,서울책보고,서울책보고,누구나 (선착순 50명),,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3843&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0809b6b8063c407c9776c187a629c926&thumb=Y,2023.8.1,기관,2023.8.17 0:00,2023.8.17 0:00,기타,37.5223926,127.102983,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142602&menuNo=200011
콘서트,서초구,SSUM 타는 콘서트 [Riding with the Summer!],2023-08-17~2023-08-17,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)","기타 김수유, 하모니카 이한결, 베이스 지민석, 드럼 김성하, 피아노 윤지아","기타리스트이자 작곡가인 재즈 뮤지션 김수유는 현재 재즈씬에서 활발히 활동하는 재즈 뮤지션들이 기대하는 유망주로, 재즈 테크닉은 물론 여러 음악적인 영역에서 가능성을 보이고 있는 기타리스트답게 그의 음악들은 일반적인 재즈와는 다른 신선함이 담겨있다. 테크닉은 물론 음악적인 감성까지 겸비한 기타리스트로 평가받고 있으며 이번 썸타는 콘서트에서는 밴드 구성으로 김수유 만의 방식으로 표현하는 새로운 재즈를 관객들에게 선사할 예정이다.",,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=599,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2a01b2b397f47dc814e779927057b5c&thumb=Y,2023.7.26,기관,2023.8.17 0:00,2023.8.17 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142534&menuNo=200008
클래식,강북구,청소년 음악회:베토벤과 슈베르트,2023-08-17~2023-08-17,꿈의숲 콘서트홀,세종문화회관,만 7세 이상,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34367&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=28e031ae228b4d56bb88908019e277b8&thumb=Y,2023.8.1,기관,2023.8.17 0:00,2023.8.17 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142604&menuNo=200008
교육/체험,은평구,2023 예술인파견지원-예술로 협업사업 [나를 돌보는 소리 일기],2023-08-16~2023-09-26,4층 문화강좌실 / 2회차: 외부(불광천),은평구청,양육자 및 관심있는 성인 15명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1764&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c47a8dbf2c44365be317ac4aa58390b&thumb=Y,2023.8.10,기관,2023.8.16 0:00,2023.9.26 0:00,기타,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142755&menuNo=200011
축제-문화/예술,종로구,제8회 대한민국장애인국제무용제 [KIADA2023],2023-08-16~2023-08-20,아르코예술극,기타,누구나,,,,,https://kiada.co.kr/main.php,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c467d9c2db124a12acfc8515b84dacb0&thumb=Y,2023.7.5,시민,2023.8.16 0:00,2023.8.20 0:00,기타,37.58118552,127.0029999,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142284&menuNo=200010
기타,도봉구,둘리뮤지엄 [2023 찾아가는 박물관],2023-08-16~2023-08-16,도봉구민회관 (하모니홀 및 야외광장),도봉문화재단,도봉구 어린이를 둔 가족?단체(5세 이상),,,,,https://www.doolymuseum.or.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ed6087d87c9a4556af2c90ea8d3e79ff&thumb=Y,2023.7.6,기관,2023.8.16 0:00,2023.8.16 0:00,어린이/청소년 문화행사,37.6541068,127.0384528,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142310&menuNo=200013
