일반명코드,제형구분코드,제형,일반명,분류번호,투여,함량,단위
E05600ACH,CH,경질캡슐제,dl-methylephedrine,114,내복,12.5,mg
E05600ACH,CH,경질캡슐제,ethenzamide,114,내복,0.125,g
E05600ACH,CH,경질캡슐제,guaifenesin,114,내복,40,mg
E05600ACH,CH,경질캡슐제,noscapine,114,내복,8,mg
E05600ACH,CH,경질캡슐제,thiamine nitrate,114,내복,4,mg
E05700ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,52.1,mg
E05700ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E05700ATB,TB,"정제,저작정",biotin,319,내복,0.1,mg
E05700ATB,TB,"정제,저작정",calcium pantothenate,319,내복,50,mg
E05700ATB,TB,"정제,저작정",cholecalciferol concentrated (powdered),319,내복,10,mg
E05700ATB,TB,"정제,저작정",choline bitartrate,319,내복,50,mg
E05700ATB,TB,"정제,저작정",folic acid,319,내복,0.25,mg
E05700ATB,TB,"정제,저작정",hydroxocobalamin acetate,319,내복,52.25,㎍
E05700ATB,TB,"정제,저작정",inositol,319,내복,50,mg
E05700ATB,TB,"정제,저작정",nicotinamide,319,내복,50,mg
E05700ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,5,mg
E05700ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,45,mg
E05700ATB,TB,"정제,저작정",riboflavin,319,내복,45,mg
E05700ATB,TB,"정제,저작정",riboflavin butyrate,319,내복,5,mg
E05700ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,30,mg
E05700ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E05700ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,10,mg
E05700ATB,TB,"정제,저작정",zinc oxide,319,내복,30,mg
E05700ATB,TB,"정제,저작정",γ-oryzanol,319,내복,10,mg
E05800CCM,CM,"크림제,겔제,젤리",lidocaine hydrochloride,231,외용,0.2,g(20mg/g)
E05800CCM,CM,"크림제,겔제,젤리",matricaria flowers tincture,231,외용,1.85,g(0.185g/g)
E05900CCM,CM,"크림제,겔제,젤리",indometacin,264,외용,0.35,g(10mg/g)
E05900CCM,CM,"크림제,겔제,젤리",L-menthol,264,외용,1.05,g(30mg/g)
E05900CCM,CM,"크림제,겔제,젤리",tocopherol acetate,264,외용,0.7,g(20mg/g)
E06000ATB,TB,"정제,저작정",calcium pantothenate,322,내복,0.1,g
E06000ATB,TB,"정제,저작정",ferric hydroxide polymaltose complex (as ferrous),322,내복,35,mg
E06000ATB,TB,"정제,저작정",folic acid,322,내복,0.5,mg
E06100ATB,TB,"정제,저작정",ascorbic acid,319,내복,0.5,g
E06100ATB,TB,"정제,저작정",L-cysteine,319,내복,60,mg
E06100ATB,TB,"정제,저작정",ubidecarenone,319,내복,5,mg
E06200CCM,CM,"크림제,겔제,젤리",dl-camphor,269,외용,0.16,g(8mg/g)
E06200CCM,CM,"크림제,겔제,젤리",enoxolone,269,외용,40,mg(2mg/g)
E06200CCM,CM,"크림제,겔제,젤리",glycerin,269,외용,8,g(0.4g/g)
E06200CCM,CM,"크림제,겔제,젤리",tocopherol acetate,269,외용,40,mg(2mg/g)
E06300COM,OM,연고제,bacitracin zinc,269,외용,2.5,KI.U(500I.U/g)
E06300COM,OM,연고제,neomycin sulfate,269,외용,17.5,mg(3.5mg/g)
E06300COM,OM,연고제,polymyxin b sulfate,269,외용,50,KI.U(10KI.U/g)
E06300COM,OM,연고제,pramoxine hydrochloride,269,외용,50,mg(10mg/g)
E06400ATB,TB,"정제,저작정",1% cyanocobalamin powder,319,내복,50,mg
E06400ATB,TB,"정제,저작정",benfotiamine,319,내복,50,mg
E06400ATB,TB,"정제,저작정",magnessium oxide,319,내복,0.3,g
E06400ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,50,mg
E06400ATB,TB,"정제,저작정",riboflavin,319,내복,50,mg
E06400ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,0.2,g
E06500ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E06500ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E06500ACS,CS,연질캡슐제,dextromethorphan hydrobromide hydrate,114,내복,4,mg
E06500ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,6.25,mg
E06500ACS,CS,연질캡슐제,powdered cinnamon bark,114,내복,17,mg
E06500ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,15,mg
E06600ACH,CH,경질캡슐제,cyanocobalamin(1000倍散),322,내복,12,mg
E06600ACH,CH,경질캡슐제,folic acid,322,내복,0.5,mg
E06600ACH,CH,경질캡슐제,pyridoxine hydrochloride,322,내복,76.09,mg
E06700ACS,CS,연질캡슐제,calcium gluconate hydrate,321,내복,0.16,g
E06700ACS,CS,연질캡슐제,cholecalciferol concentrated(oily form),321,내복,1,mg
E06700ACS,CS,연질캡슐제,dibasic calcium phosphate hydrate,321,내복,0.59,g
E06700ACS,CS,연질캡슐제,magnessium oxide,321,내복,20,mg
E06800ATB,TB,"정제,저작정",calcium citrate hydrate,319,내복,0.38,g
E06800ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,5,mg
E06800ATB,TB,"정제,저작정",magnesium lactate hydrate,319,내복,0.47,g
E06800ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,33.33,mg
E06800ATB,TB,"정제,저작정",zinc sulfate hydrate,319,내복,33,mg
E06900ATE,TE,장용정제,bisacodyl,238,내복,3,mg
E06900ATE,TE,장용정제,docusate sodium,238,내복,10,mg
E06900ATE,TE,장용정제,glycyrrhiza ext. powder,238,내복,75,mg
E06900ATE,TE,장용정제,peony root ext. powder,238,내복,50,mg
E06900ATE,TE,장용정제,sennae fructus powder,238,내복,75,mg
E07000ATB,TB,"정제,저작정",benfotiamine,319,내복,50,mg
E07000ATB,TB,"정제,저작정",chromic chloride hydrate,319,내복,76.5,μg
E07000ATB,TB,"정제,저작정",magnessium oxide,319,내복,0.33158,g
E07000ATB,TB,"정제,저작정",selenium powder  0.1%,319,내복,25,mg
E07000ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,0.2,g
E07100CPO,PO,카타플라스마제,dl-camphor,264,외용,34.29,mg
E07100CPO,PO,카타플라스마제,gardenia fruit soft ext.(3→1),264,외용,22.63,mg
E07100CPO,PO,카타플라스마제,L-menthol,264,외용,34.29,mg
E07100CPO,PO,카타플라스마제,methyl salicylate,264,외용,68.57,mg
E07100CPO,PO,카타플라스마제,phellodendron bark soft ext.(3.3→1),264,외용,48,mg
E07100CPO,PO,카타플라스마제,tocopherol acetate,264,외용,20.57,mg
E07200ATB,TB,"정제,저작정",ascorbic acid,316,내복,0.25,g
E07200ATB,TB,"정제,저작정",choline bitartrate,316,내복,10,mg
E07200ATB,TB,"정제,저작정",folic acid,316,내복,0.125,mg
E07200ATB,TB,"정제,저작정",L-cysteine,316,내복,30,mg
E07200ATB,TB,"정제,저작정",pyridoxine hydrochloride,316,내복,30,mg
E07200ATB,TB,"정제,저작정",riboflavin,316,내복,12.5,mg
E07200ATB,TB,"정제,저작정",thiamine nitrate,316,내복,25,mg
E07200ATB,TB,"정제,저작정",tocopherol acetate 50%,316,내복,0.1,g
E07200ATB,TB,"정제,저작정",ursodeoxycholic acid,316,내복,15,mg
E07300ATB,TB,"정제,저작정",ascorbic acid D.C. 97%,319,내복,60,mg
E07300ATB,TB,"정제,저작정",calcium pantothenate,319,내복,50,mg
E07300ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,5,mg
E07300ATB,TB,"정제,저작정",choline bitartrate,319,내복,50,mg
E07300ATB,TB,"정제,저작정",cyanocobalamin,319,내복,0.25,mg
E07300ATB,TB,"정제,저작정",d-biotin,319,내복,0.25,mg
E07300ATB,TB,"정제,저작정",folic acid,319,내복,0.25,mg
E07300ATB,TB,"정제,저작정",fursultiamine,319,내복,50,mg
E07300ATB,TB,"정제,저작정",inositol,319,내복,50,mg
E07300ATB,TB,"정제,저작정",magnessium oxide,319,내복,25,mg
E07300ATB,TB,"정제,저작정",nicotinamide,319,내복,50,mg
E07300ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,50,mg
E07300ATB,TB,"정제,저작정",riboflavin,319,내복,50,mg
E07300ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,46.3,mg
E07300ATB,TB,"정제,저작정",zinc oxide,319,내복,20,mg
E07400ATB,TB,"정제,저작정",calcium citrate hydrate,319,내복,0.38,g
E07400ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,5,mg
E07400ATB,TB,"정제,저작정",magnesium lactate,319,내복,0.47,g
E07400ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,33.33,mg
E07400ATB,TB,"정제,저작정",zinc sulfate hydrate,319,내복,33,mg
E07500ATB,TB,"정제,저작정",ascorbic acid granule,319,내복,0.10526,g
E07500ATB,TB,"정제,저작정",cholecalciferol,319,내복,2,mg
E07500ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,37.5,mg
E07500ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,0.1,g
E07600ASY,SY,"시럽제,건조시럽",dextromethorphan hydrobromide hydrate,229,내복,0.1,g(1mg/mL)
E07600ASY,SY,"시럽제,건조시럽",guaifenesin,229,내복,1,g(10mg/mL)
E07600ASY,SY,"시럽제,건조시럽",pseudoephedrine hydrochloride,229,내복,0.3,g(3mg/mL)
E07700ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",aluminium posphate gel,234,내복,2.5,g(0.125g/g)
E07700ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",dl-carnitine hydrochloride,234,내복,0.15,g(7.5mg/g)
E07700ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",magnesium hydroxide,234,내복,0.4,g(20mg/g)
E07700ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",simethicone,234,내복,45,mg(0.225g/g)
E07700ASY,SY,"시럽제,건조시럽",aluminium posphate gel,234,내복,2.5,g(0.125g/g)
E07700ASY,SY,"시럽제,건조시럽",dl-carnitine hydrochloride,234,내복,0.15,g(7.5mg/g)
E07700ASY,SY,"시럽제,건조시럽",magnesium hydroxide,234,내복,0.4,g(20mg/g)
E07700ASY,SY,"시럽제,건조시럽",simethicone,234,내복,45,mg(0.225g/g)
E07800ACH,CH,경질캡슐제,bacillus mesentericus toa,237,내복,50,mg
E07800ACH,CH,경질캡슐제,clostridium butyricum toa,237,내복,50,mg
E07800ACH,CH,경질캡슐제,enterococcus faecalis T-100,237,내복,10,mg
E07900ACS,CS,연질캡슐제,ascorbic acid,319,내복,30,mg
E07900ACS,CS,연질캡슐제,cholecalciferol concentrated (powdered),319,내복,1,mg
E07900ACS,CS,연질캡슐제,nicotinamide,319,내복,20,mg
E07900ACS,CS,연질캡슐제,retinol palmitate,319,내복,0.588,mg
E07900ACS,CS,연질캡슐제,riboflavin,319,내복,4,mg
E07900ACS,CS,연질캡슐제,thiamine nitrate,319,내복,15,mg
E08000COM,OM,연고제,allantoin,256,외용,0.3,g(10mg/g)
E08000COM,OM,연고제,chlorhexidine hydrochloride,256,외용,0.15,g(5mg/g)
E08000COM,OM,연고제,lidocaine,256,외용,0.9,g(30mg/g)
E08000COM,OM,연고제,phenylephrine hydrochloride,256,외용,75,mg(2.5mg/g)
E08000COM,OM,연고제,retinol palmitate oil,256,외용,36,mg(1.2mg/g)
E08000COM,OM,연고제,tocopherol acetate,256,외용,0.9,g(30mg/g)
E08100ATB,TB,"정제,저작정",acetaminophen,114,내복,0.4,g
E08100ATB,TB,"정제,저작정",ascorbic acid ,114,내복,83.3,mg
E08100ATB,TB,"정제,저작정",benfotiamine,114,내복,8.3,mg
E08100ATB,TB,"정제,저작정",caffeine,114,내복,30,mg
E08100ATB,TB,"정제,저작정",chlorpheniramine maleate,114,내복,2.5,mg
E08100ATB,TB,"정제,저작정",dl-methylephedrine hydrochloride,114,내복,20,mg
E08100ATB,TB,"정제,저작정",guaifenesin,114,내복,42,mg
E08100ATB,TB,"정제,저작정",riboflavin,114,내복,4,mg
E08200ATB,TB,"정제,저작정",0.1% cyanocobalamine powder,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",biotin,319,내복,0.1,mg
E08200ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,10,mg
E08200ATB,TB,"정제,저작정",choline bitartrate,319,내복,30,mg
E08200ATB,TB,"정제,저작정",folic acid,319,내복,0.1,mg
E08200ATB,TB,"정제,저작정",inositol,319,내복,30,mg
E08200ATB,TB,"정제,저작정",magnessium oxide,319,내복,50,mg
E08200ATB,TB,"정제,저작정",nicotinamide,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E08200ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,20,mg
E08200ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E08200ATB,TB,"정제,저작정",zinc oxide,319,내복,20,mg
E08200ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E08300ACS,CS,연질캡슐제,ascorbic acid,319,내복,50,mg
E08300ACS,CS,연질캡슐제,calcium pantothenate,319,내복,30,mg
E08300ACS,CS,연질캡슐제,cholecalciferol concentrated(oily form),319,내복,0.2,mg
E08300ACS,CS,연질캡슐제,chromium in dried yeast,319,내복,38.462,mg
E08300ACS,CS,연질캡슐제,cupric oxide,319,내복,2.5,mg
E08300ACS,CS,연질캡슐제,cyanocobalamin,319,내복,20,mg
E08300ACS,CS,연질캡슐제,ferrous fumarate,319,내복,54.76,mg
E08300ACS,CS,연질캡슐제,folic acid,319,내복,0.4,mg
E08300ACS,CS,연질캡슐제,magnesium oxide,319,내복,65.81,mg
E08300ACS,CS,연질캡슐제,manganse sulfate hydrate,319,내복,3.168,mg
E08300ACS,CS,연질캡슐제,nicotinamide,319,내복,10,mg
E08300ACS,CS,연질캡슐제,potassium iodide,319,내복,0.196,mg
E08300ACS,CS,연질캡슐제,potassium sulfate,319,내복,5.57,mg
E08300ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,6,mg
E08300ACS,CS,연질캡슐제,retinol palmitate,319,내복,2.941,mg
E08300ACS,CS,연질캡슐제,riboflavin,319,내복,10,mg
E08300ACS,CS,연질캡슐제,selenium in dried yeast,319,내복,38.462,mg
E08300ACS,CS,연질캡슐제,thiamine nitrate,319,내복,10,mg
E08300ACS,CS,연질캡슐제,tocopherol acetate,319,내복,30,mg
E08300ACS,CS,연질캡슐제,ubidecarenone,319,내복,10,mg
E08300ACS,CS,연질캡슐제,zinc oxide,319,내복,31.12,mg
E08400CCM,CM,"크림제,겔제,젤리",allantoin,490,외용,0.12,g(3mg/g)
E08400CCM,CM,"크림제,겔제,젤리",dexpanthenol,490,외용,0.16,g(4mg/g)
E08400CCM,CM,"크림제,겔제,젤리",heparin sodium,490,외용,20,KI.U(500I.U/g)
E08500CCM,CM,"크림제,겔제,젤리",allantoin,266,외용,0.12,g(2mg/g)
E08500CCM,CM,"크림제,겔제,젤리",diphenhydramine,266,외용,0.6,g(10mg/g)
E08500CCM,CM,"크림제,겔제,젤리",heparinoids,266,외용,0.18,g(3mg/g)
E08500CCM,CM,"크림제,겔제,젤리",tocopherol acetate,266,외용,0.3,g(5mg/g)
E08600ASY,SY,"시럽제,건조시럽",caffeine,235,내복,3,mg
E08600ASY,SY,"시럽제,건조시럽",dimenhydrinate,235,내복,20,mg
E08600ASY,SY,"시럽제,건조시럽",nicotinamide,235,내복,5,mg
E08600ASY,SY,"시럽제,건조시럽",pyridoxine hydrochloride,235,내복,2.5,mg
E08700ACS,CS,연질캡슐제,belladonna total alkaloid,141,내복,0.1,mg
E08700ACS,CS,연질캡슐제,caffeine ,141,내복,25,mg
E08700ACS,CS,연질캡슐제,dl-methylephedrine,141,내복,15,mg
E08700ACS,CS,연질캡슐제,glycyrrhizic acid,141,내복,7.5,mg
E08700ACS,CS,연질캡슐제,triprolidine hydrochloride hydrate,141,내복,1,mg
E08800ACS,CS,연질캡슐제,benfotiamine,319,내복,50,mg
E08800ACS,CS,연질캡슐제,cyanocobalamin,319,내복,0.5,mg
E08800ACS,CS,연질캡슐제,magnessium oxide,319,내복,0.3,g
E08800ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,50,mg
E08800ACS,CS,연질캡슐제,riboflavin,319,내복,50,mg
E08800ACS,CS,연질캡슐제,tocopherol acetate ,319,내복,0.2,g
E08900ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,10,mg
E08900ATB,TB,"정제,저작정",cyanocobalamin(1000倍散),319,내복,0.1,g
E08900ATB,TB,"정제,저작정",d-biotin,319,내복,0.1,mg
E08900ATB,TB,"정제,저작정",ferrous fumarate,319,내복,60,mg
E08900ATB,TB,"정제,저작정",folic acid,319,내복,0.1,mg
E08900ATB,TB,"정제,저작정",inositol,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E08900ATB,TB,"정제,저작정",ubidecarenone,319,내복,2,mg
E08900ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,5,mg
E08900ATB,TB,"정제,저작정",zinc oxide,319,내복,20,mg
E08900ATB,TB,"정제,저작정",γ-oryzanol,319,내복,2,mg
E09000ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,52.6,mg
E09000ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E09000ATB,TB,"정제,저작정",biotin,319,내복,0.1,mg
E09000ATB,TB,"정제,저작정",calcium pantothenate,319,내복,30,mg
E09000ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,10,mg
E09000ATB,TB,"정제,저작정",choline bitartrate,319,내복,30,mg
E09000ATB,TB,"정제,저작정",folic acid,319,내복,0.1,mg
E09000ATB,TB,"정제,저작정",hydroxocobalamin acetate,319,내복,50,μg
E09000ATB,TB,"정제,저작정",inositol,319,내복,30,mg
E09000ATB,TB,"정제,저작정",magnessium oxide,319,내복,30,mg
E09000ATB,TB,"정제,저작정",nicotinamide,319,내복,30,mg
E09000ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,20,mg
E09000ATB,TB,"정제,저작정",riboflavin butyrate,319,내복,20,mg
E09000ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,20,mg
E09000ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E09000ATB,TB,"정제,저작정",zinc oxide,319,내복,30,mg
E09000ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E09100ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,0.1,g
E09100ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E09100ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E09100ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,10,mg
E09100ATB,TB,"정제,저작정",choline bitartrate,319,내복,10,mg
E09100ATB,TB,"정제,저작정",d-biotin,319,내복,0.1,mg
E09100ATB,TB,"정제,저작정",folic acid,319,내복,0.1,mg
E09100ATB,TB,"정제,저작정",hydroxocobalamin acetate,319,내복,10.45,μg
E09100ATB,TB,"정제,저작정",inositol,319,내복,30,mg
E09100ATB,TB,"정제,저작정",magnessium oxide,319,내복,30,mg
E09100ATB,TB,"정제,저작정",nicotinamide,319,내복,0.1,g
E09100ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,5,mg
E09100ATB,TB,"정제,저작정",riboflavin butyrate,319,내복,12,mg
E09100ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,25,mg
E09100ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,40,mg
E09100ATB,TB,"정제,저작정",ubidecarenone,319,내복,5,mg
E09100ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,10,mg
E09100ATB,TB,"정제,저작정",zinc oxide,319,내복,20,mg
E09100ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E09200ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E09200ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,6.25,mg
E09200ACS,CS,연질캡슐제,guaifenesin,114,내복,38,mg
E09200ACS,CS,연질캡슐제,tipepidine citrate,114,내복,5,mg
E09300CSI,SI,분무제 및 흡입제,diphenhydramine hydrochloride,265,외용,0.2,g(10mg/g)
E09300CSI,SI,분무제 및 흡입제,enoxolone,265,외용,20,mg(1mg/g)
E09300CSI,SI,분무제 및 흡입제,isopropyl methylphenol,265,외용,0.2,g(10mg/g)
E09300CSI,SI,분무제 및 흡입제,lidocaine,265,외용,0.4,g(20mg/g)
E09300CSI,SI,분무제 및 흡입제,terbinafine hydrochloride,265,외용,0.2,g(10mg/g)
E09400ACS,CS,연질캡슐제,ascorbic acid,319,내복,0.5,g
E09400ACS,CS,연질캡슐제,selenium powder  0.1%,319,내복,25,mg
E09400ACS,CS,연질캡슐제,tocopherol acetate,319,내복,0.2,g
E09400ACS,CS,연질캡슐제,ubidecarenone,319,내복,5,mg
E09400ACS,CS,연질캡슐제,zinc oxide,319,내복,17.43,mg
E09500CCM,CM,"크림제,겔제,젤리",crotamiton,264,외용,1.25,g(50mg/g)
E09500CCM,CM,"크림제,겔제,젤리",dibucaine hydrochloride,264,외용,0.125,g(5mg/g)
E09500CCM,CM,"크림제,겔제,젤리",diphenhydramine,264,외용,0.25,g(10mg/g)
E09500CCM,CM,"크림제,겔제,젤리",dl-camphor,264,외용,0.7375,g(29.5mg/g)
E09500CCM,CM,"크림제,겔제,젤리",enoxolone,264,외용,25,mg(1mg/g)
E09500CCM,CM,"크림제,겔제,젤리",L-menthol,264,외용,0.75,g(30mg/g)
E09600ACS,CS,연질캡슐제,ascorbic acid,316,내복,0.5,g
E09600ACS,CS,연질캡슐제,selenium in dried yeast,316,내복,0.18519,g
E09600ACS,CS,연질캡슐제,thiamine nitrate,316,내복,10,mg
E09600ACS,CS,연질캡슐제,tocopherol acetate,316,내복,0.2,g
E09600ACS,CS,연질캡슐제,ursodeoxycholic acid,316,내복,10,mg
E09600ACS,CS,연질캡슐제,zinc oxide,316,내복,17.43,mg
E09600ACS,CS,연질캡슐제,β-carotene suspension 30%,316,내복,10,mg
E09700ACS,CS,연질캡슐제,allium ext.(100→1),319,내복,5,mg
E09700ACS,CS,연질캡슐제,benfotiamine,319,내복,25,mg
E09700ACS,CS,연질캡슐제,cyanocobalamin,319,내복,0.5,mg
E09700ACS,CS,연질캡슐제,magnessium oxide,319,내복,0.349,g
E09700ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,50,mg
E09700ACS,CS,연질캡슐제,riboflavin,319,내복,25,mg
E09700ACS,CS,연질캡슐제,tocopherol acetate,319,내복,0.5,g
E09700ACS,CS,연질캡슐제,γ-oryzanol,319,내복,5,mg
E09900ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,52.1,mg
E09900ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",biotin,319,내복,0.1,mg
E09900ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,10,mg
E09900ATB,TB,"정제,저작정",choline bitartrate,319,내복,20,mg
E09900ATB,TB,"정제,저작정",cyanocobalamin,319,내복,1,mg
E09900ATB,TB,"정제,저작정",folic acid,319,내복,50,μg
E09900ATB,TB,"정제,저작정",inositol,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",magnessium oxide,319,내복,50,mg
E09900ATB,TB,"정제,저작정",nicotinamide,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E09900ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,20,mg
E09900ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E09900ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,10,mg
E09900ATB,TB,"정제,저작정",zinc oxide,319,내복,30,mg
E09900ATB,TB,"정제,저작정",γ-oryzanol,319,내복,10,mg
E10000CCM,CM,"크림제,겔제,젤리",dipotassium glycyrrhizinate,266,외용,0.25,g(5mg/g)
E10000CCM,CM,"크림제,겔제,젤리",tocopherol acetate,266,외용,0.25,g(5mg/g)
E10000CCM,CM,"크림제,겔제,젤리",urea,266,외용,10,g(0.2g/g)
E10100ACS,CS,연질캡슐제,acetaminophen,114,내복,0.25,g
E10100ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2,mg
E10100ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,22,mg
E10100ACS,CS,연질캡슐제,phenylephrine hydrochloride,114,내복,10,mg
E10200CCM,CM,"크림제,겔제,젤리",benzethonium chloride,264,외용,15,mg(1mg/g)
E10200CCM,CM,"크림제,겔제,젤리",chlorpheniramine maleate,264,외용,0.15,g(10mg/g)
E10200CCM,CM,"크림제,겔제,젤리",crotamiton,264,외용,0.75,g(50mg/g)
E10200CCM,CM,"크림제,겔제,젤리",glycol salicylate,264,외용,0.3,g(20mg/g)
E10200CCM,CM,"크림제,겔제,젤리",lidocaine hydrochloride,264,외용,0.45,g(30mg/g)
E10200CCM,CM,"크림제,겔제,젤리",L-menthol,264,외용,0.45,g(30mg/g)
E10200CCM,CM,"크림제,겔제,젤리",prednisolone acetate,264,외용,18.75,mg(1.25mg/g)
E10300ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,0.65,g
E10300ATB,TB,"정제,저작정",benfotiamine,319,내복,25,mg
E10300ATB,TB,"정제,저작정",biotin,319,내복,0.2,mg
E10300ATB,TB,"정제,저작정",calcium pantothenate,319,내복,20,mg
E10300ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,10,mg
E10300ATB,TB,"정제,저작정",folic acid,319,내복,0.4,mg
E10300ATB,TB,"정제,저작정",fursultiamine,319,내복,25,mg
E10300ATB,TB,"정제,저작정",nicotinamide,319,내복,20,mg
E10300ATB,TB,"정제,저작정",riboflavin,319,내복,50,mg
E10300ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E10300ATB,TB,"정제,저작정",ubidecarenone,319,내복,10,mg
E10300ATB,TB,"정제,저작정",zinc oxide,319,내복,37.35,mg
E10300ATB,TB,"정제,저작정",γ-oryzanol,319,내복,10,mg
E10400ATB,TB,"정제,저작정",ascorbic acid ,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",biotin,319,내복,0.1,mg
E10400ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",cholecalciferol concentrated powder,319,내복,10,mg
E10400ATB,TB,"정제,저작정",choline bitartrate,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",cyanocobalamin(1000倍散),319,내복,0.1,g
E10400ATB,TB,"정제,저작정",folic acid,319,내복,0.1,mg
E10400ATB,TB,"정제,저작정",inositol,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",magnessium oxide,319,내복,30,mg
E10400ATB,TB,"정제,저작정",nicotinamide,319,내복,0.1,g
