부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
회화,2001,일출,Sunrise,52×72cm,1983,종이에 수채,"<일출>(1983)은 눈앞에 펼쳐지는 바닷가의 일출광경을 담은 회화로, 민족분단을 상징하는 철책과 초소가 함께 등장한다. 그는 파도나 하얀 모래를 보고 감탄하며 무심코 지나치게 되는 해안선 앞의 철책이 슬픈 역사의 산물임을 상기시키고자 하였다. 바다 위로 붉은 해가 떠오르는 장엄한 풍경을 수채화의 번짐 기법으로 서정적으로 그려내었는데, 그 아름다움은 역사적 비극을 더욱 두드러지게 한다. 풍경화에 역사의 현실을 담아내는 그의 화폭은 우리에게 잊혀 가는 진실을 말하고 있다.",손장섭,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29948,http://collections.eseoul.go.kr/data/art/thumb/29948.jpg
회화,2001,시골길,Country Lane,53×57cm,1988,캔버스에 수채,"손장섭의 풍경화는 정겹고 포근한 산하와 마을의 풍경들처럼 보이지만 단순히 향수를 불러일으키는 고향 마을의 모습이 아니라 거기에 서려있는 삶의 역사에 대한 성찰이다. 그의 작품에 등장하는 길은 항상 북으로 뻗어있다. 이는 통일에 대한 작가의 염원이자 의지를 보여주는 것으로 볼 수 있는데, 그는 “자각된 인간이란 어떤 경우에도 현상에 만족하지 않고 보다 나은 삶이나 사회에 대한 꿈과 실천 의지를 지니고 있어야 한다.”라고 말한 바 있다. <시골길>(1988)에서 남북으로  뻗은 길은 통일에 대한 염원을, 그 길 위에 있는 엄마와 아이는 연약한 존재이지만 현실과 꿋꿋하게 맞서는 민중을 상징하고 있다. 하늘과 나무 등의 자연풍경은 평면적 질감과 짧은 터치로 표현되었는데, 이는 작업 초기부터 관심을 두었던 추상에의 의지를 보여준다. 한편 그는 수채화에 흰색 물감을 섞어 탁하지만 부드러운 자신만의 색을 내었다. 차분한 색을 사용하여 내적 진실에 다가서게 만드는 것은 그의 작품의 주요 특징이다. 1991년에 제작된 동명의 작품은 멀리 펼쳐진 산야를 배경으로 시골길을 따라 나타나는 불과 연기, 흐르고 있는 물살을 그린 것이다. 길의 양옆으로 난 연기와 불길이 분단민족의 수난과 동시에 통일을 향한 작가의 강한 의지를 보여주고 있다. 이전까지 주로 수채화 물감을 즐겨 사용해왔던 그는 이 작품에서는 유화라는 재료의 특성을 활용하여 붓질과 나이프로 풍부한 질감 효과를 주었다. 연기에 나타나는 흰색과 자연의 색감을 담아낸 아련한 은회색은 고유한 색채 감각을 보여준다.",손장섭,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22898,http://collections.eseoul.go.kr/data/art/thumb/22898.jpg
회화,2001,조선총독부,Governor-General of Korea,127.5×158cm,1984,캔버스에 아크릴릭,"<조선총독부>(1984)는 1980년대 초부터 중반까지 그린 동명의 시리즈 중 하나로, 근대기 한국사회의 참상을 회색조 물감으로 표현한 작품이다. 칙칙하고 무거운 분위기의 작품은 서로 연결되는 다양한 장면을 조합하여 서술성을 강조하고 있다. 화면 왼쪽에는 일제의 식민통치를 상기시키는 조선총독부가, 가운데에는 청나라의 내정간섭을 벗어나 완전한 자주 독립을 염원했던 독립문(1897년 준공)과 수많은 시신들이 즐비하며, 그 오른쪽에는 일장기를 상기시키는 핏빛의 원과 죽은 이들이 엉켜있다. 회색 바탕에 그려진 손발이 결박된 조선인들과 일본 순사로 추정되는 인물, 이미 목숨이 끊어진 듯 보이는 사람들의 레토릭은 열강으로부터의 독립을 염원하다 순국한 애국지사들의 처참함을 시각화한다. 이처럼 손장섭은 지난 역사에 대한 직접적인 표현과 독특한 화면 재구성을 통해 우리의 식민 역사를 소환하며 여전히 미해결된 식민지 잔재 청산에 대한 비판의식을 고취시킨다.",손장섭,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29947,http://collections.eseoul.go.kr/data/art/thumb/29947.jpg
회화,2001,공작도시-붉은 지붕,Artificial City: Red Roof,111×144cm,1984,캔버스에 유채,"<공작도시-붉은 지붕>(1984)은 1980년대 대표적인 시리즈인 ‘공작도시’ 중 하나이다. 이 시기 그의 작품에는 전작들에서 나타나던 향토적인 분위기는 사라지고, 고층빌딩과 철문이 내려진 가게, 가지가 떨어져나간 나무, 판잣집이 밀집한 달동네나 변두리 풍경, 부산한 거리표정이 주요한 모티프로 등장한다. 붓 대신 날카로운 나이프를 사용하여 속도감과 긁힌 자국을 표현함으로써 해체적인 이미지를 완성한 이 작품에서, 완만한 산비탈을 따라 주택들이 밀집을 이루고 있는 암갈색의 풍경은 회백색의 빌딩과 시각적인 대조를 이룬다. 그로테스크하게 비틀어 그린 도시의 풍경은 음산한 분위기를 강하게 전달하며, 화면 전체에 얼룩진 거친 스크래치는 도시를 바라보는 작가의 우울하고 무거운 심리상태를 시각화한다. 이처럼 손상기는 강한 표현주의적 작업 태도를 통해 공작정치로 정권을 유지하던 당대 한국 사회의 이면을 표현하고자 하였다.",손상기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29946,http://collections.eseoul.go.kr/data/art/thumb/29946.jpg
회화,2001,숲,Forest,90×72cm,1984,캔버스에 유채,<숲>(1984)은 1980년대 초 소나무 시리즈로 서용선이 미술계에 알려지기 시작할 무렵에 제작된 작품이다. 서울 변두리 빈민촌에서 급격한 도시화의 열풍을 직접 체험한 작가는 이에 반하는 자연의 모습을 화폭에 담으며 스스로 위안 받을 공간을 구성하고자 했다. 그렇기에 그가 그린 소나무 숲은 심리적 안식처로도 해석할 수 있다. 녹음이 우거진 울창한 소나무 숲의 색상은 강렬하다 못해 눈이 시릴 만큼 짙은 초록색이다. 당시 한국미술계의 주류를 이루던 단색화가 매우 절제된 색채가 주를 이루던 것을 감안할 때 당시 서용선이 사용한 색채는 매우 이색적이었다. 색채만큼 과감하고 거친 터치감은 1980년대 중반부터 제작한 역사화와 도시의 현대인을 그린 작업에서도 나타나는 표현주의적 경향과도 맥을 같이 한다.,서용선,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29945,http://collections.eseoul.go.kr/data/art/thumb/29945.jpg
조각,2001,한반도-빛,Korean Peninsula: Light,83×106×15cm,1995,동,"<한반도-빛>(1995)은은 박희선의 작품들 중 말기에 해당하는 것으로, 1991년 유럽 여행 이후 집중적으로 제작한 ‘한반도’ 시리즈들 중 하나다. 작은 입방체들이 서로 연결되어 하나의 구조체를 이루는 첫 번째 작품은 마치 빛과 같이 사방으로 뻗어 나가고 있다. 대칭으로 이루어진 형상은 서로가 서로를 지탱하면서 하나의 완전한 합일체를 이루듯이, 한반도 역시 여러 작은 힘의 통합을 통해 빛나는 하나를 이루고자 하는 염원이 담겨 있다. 입방체들의 조합은 서로 균형을 이루며 가운데 원으로 수렴하고, 발산하는데, 이는 궁극적으로 하나의 뿌리에서 뻗어나간 한반도를 상징한다. 같은 해 제작된 동명의 작품은 금속을 재료로 두 팔을 벌린 사람과 같은 형상을 만든 것으로, 중심에서 발원한 빛이 퍼지는 모양을 기하학적인 형태로 표현한 것으로 보이기도 한다. ‘빛’이라는 긍정과 희망의 주제를 선택한 것은 한반도의 역사와 현재의 상황에 대한 박희선의 관점이 자학적 질타나 원망이 아니라 미래를 향한 낙관으로 귀결되고 있음을 보여 준다.",박희선,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22946,http://collections.eseoul.go.kr/data/art/thumb/22946.jpg
조각,2001,한반도-빛,Korean Peninsula: Light,67×124×10cm,1995,동,"<한반도-빛>(1995)은은 박희선의 작품들 중 말기에 해당하는 것으로, 1991년 유럽 여행 이후 집중적으로 제작한 ‘한반도’ 시리즈들 중 하나다. 작은 입방체들이 서로 연결되어 하나의 구조체를 이루는 첫 번째 작품은 마치 빛과 같이 사방으로 뻗어 나가고 있다. 대칭으로 이루어진 형상은 서로가 서로를 지탱하면서 하나의 완전한 합일체를 이루듯이, 한반도 역시 여러 작은 힘의 통합을 통해 빛나는 하나를 이루고자 하는 염원이 담겨 있다. 입방체들의 조합은 서로 균형을 이루며 가운데 원으로 수렴하고, 발산하는데, 이는 궁극적으로 하나의 뿌리에서 뻗어나간 한반도를 상징한다. 같은 해 제작된 동명의 작품은 금속을 재료로 두 팔을 벌린 사람과 같은 형상을 만든 것으로, 중심에서 발원한 빛이 퍼지는 모양을 기하학적인 형태로 표현한 것으로 보이기도 한다. ‘빛’이라는 긍정과 희망의 주제를 선택한 것은 한반도의 역사와 현재의 상황에 대한 박희선의 관점이 자학적 질타나 원망이 아니라 미래를 향한 낙관으로 귀결되고 있음을 보여 준다.",박희선,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22947,http://collections.eseoul.go.kr/data/art/thumb/22947.jpg
조각,2001,합(合)-자물쇠,Unity: Lock,100×68×21cm,1995,나무,"<합(合)-자물쇠>(1995)는 박희선의 마지막 작품들 중 하나다. 그는 한국의 전통적인 자물쇠가 지닌 형태를 모방한 목조를 통해 상생과 조화, 나아가 분단의 해소라는 주제를 상징적으로 표현하고자 했다. 이를 위해 박희선은 작품의 모든 부분을 따로 조각해 전통 건축 또는 가구를 제작할 때 사용하는 ‘바심’ 기법으로 결합시켰다. 이는 못을 사용하지 않고 자연 그대로의 나뭇결과, 온도와 습도에 따라 수축과 팽창을 반복하는 성질을 활용해 짜 맞추는 방식이다. 박희선은 작품의 형태와 재료, 기법을 통해 남북의 분단 상황에서도 한 민족으로서의 정신적 합(合)은 지속되고 있음을 표현했다. 또한 언젠가 자물쇠가 열리듯 통쾌한 마음으로 통일을 맞이할 수 있기를 염원하고 있다",박희선,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22948,http://collections.eseoul.go.kr/data/art/thumb/22948.jpg
회화,2001,복서 10,Boxer 10,130×160cm,1982,캔버스에 유채,"<복서 10>(1982)는 박흥순의 대표 시리즈 중 하나로, 작가는 1980년대부터 권투선수의 승리한 모습이 아니라 주저앉고 쓰러지고 엎어지고 뒤로 넘어가는 패배의 모습을 그려왔다. 그는 선수가 넘어진 공간을 경기가 이루어지는 곳과 다른 장소로 배치하는데, 이 작품에서는 어디인지 알 수 없는 회색의 추상적 공간의 배경과 흰색의 링이 묘한 긴장관계를 이룬다. 공중에 떠 있는 복서의 모습은 치명적인 타격을 입고 패배의 결말로 이어질 다음 상황을 예고한다. 관중도 없이 링 위에서 홀로 패배를 마주한 고독한 복서는 오로지 맨주먹으로 척박한 삶과 대결하는 모든 동시대 시민들의 고군분투의 모습이자, 불운한 현실에서 희망이 꺾이고 좌절과 추락의 속도를 경험하는 시대상황을 상징적으로 투영한다. 당시의 현실을 비판적으로 직시하고자 했던 작가의 의도가 ‘복서’라는 시대를 대표할 수 있는 상징적인 인물로 구현된 작품이다.",박흥순,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=20743,http://collections.eseoul.go.kr/data/art/thumb/20743.jpg
한국화,2001,길,Road,89×70cm,1985,한지에 수묵,"<길> 시리즈는 1985년에 제작된 작품으로, 당시 언론 매체에서 보도되고 있던 글자들이 빼곡히 적혀 있다. ‘학생운동, 전체 혁명운동, 노동운동, 군국주의, 파시즘, 남북분열, 항일투쟁, 민주주의 사회실현’ 등 1980년대 초반 복잡한 한국 정치 상황에 맞물려 언론 매체에 빈번히 등장했던 문장과 단어들이 서로 겹쳐지고 엉켜서 화면에 쓰여 있다. 문자들은 서로 대항하고 겹치고 엉키면서 획들이 살아나기 시작한다. 그렇게 문자의 획 하나 하나가 생명을 품게 되고 그 생명의 꿈틀거림은 군중들의 거대한 물결이 되어 길을 만들어낸다. 지금으로부터 30여 년 전에 미디어 언어의 대중 파급력, 언론 권력의 문제에 주목해 작업의 주제로 갖고 왔다는 점에서, 그리고 수많은 단어들을 통해 1985년의 시대를 증언하고 있다는 점에서 이 작품은 언어로 아카이빙된 역사화이기도 하다.",박인경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22949,http://collections.eseoul.go.kr/data/art/thumb/22949.jpg
한국화,2001,길,Road,61.4×44.5cm,1985,한지에 수묵,"<길> 시리즈는 1985년에 제작된 작품으로, 당시 언론 매체에서 보도되고 있던 글자들이 빼곡히 적혀 있다. ‘학생운동, 전체 혁명운동, 노동운동, 군국주의, 파시즘, 남북분열, 항일투쟁, 민주주의 사회실현’ 등 1980년대 초반 복잡한 한국 정치 상황에 맞물려 언론 매체에 빈번히 등장했던 문장과 단어들이 서로 겹쳐지고 엉켜서 화면에 쓰여 있다. 문자들은 서로 대항하고 겹치고 엉키면서 획들이 살아나기 시작한다. 그렇게 문자의 획 하나 하나가 생명을 품게 되고 그 생명의 꿈틀거림은 군중들의 거대한 물결이 되어 길을 만들어낸다. 지금으로부터 30여 년 전에 미디어 언어의 대중 파급력, 언론 권력의 문제에 주목해 작업의 주제로 갖고 왔다는 점에서, 그리고 수많은 단어들을 통해 1985년의 시대를 증언하고 있다는 점에서 이 작품은 언어로 아카이빙된 역사화이기도 하다.",박인경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22950,http://collections.eseoul.go.kr/data/art/thumb/22950.jpg
회화,2001,독신자와 나비,Bachelor and Butterfly,98.4×80cm,1988,캔버스에 유채,"<독신자와 나비>(1988)는 박인철의 초기 회화작품으로, 독특한 화면 구성을 보인다. 중앙의 붉은 원 안에 사슴의 머리장식을 한 등받이가 긴 의자와 중절모가 걸려있는 화분, 단순하게 표현된 침대가 부유하듯 그려져 있는데, 이는 독신자의 방을 나타낸 것이다. 원의 바깥으로는 화면 네 귀퉁이에 나비가 날아들고 있다. 침대와 나비를 상징적 의미로 연결하면 ‘호접지몽(胡蝶之夢)’이라는 장자의 설화를 쉽게 떠올릴 수 있는데, 이는 물아일체의 자유로운 경지, 즉 자연과 융화해 새로운 삶의 방식이 생긴 상태를 뜻한다. 또한 호접지몽의 설화는 “꿈이 현실인가? 현실이 꿈인가?”라는 질문 끝에 “그런 것은 아무래도 좋다.”는 긍정의 메시지를 전하고 있는데, 이는 자신을 둘러싼 상황이 변화해도 내가 나라는 본질은 변하지 않는다는 의미다. 박인철은 이 작품을 통해 정처 없이 부유하는 고독한 삶에 대해 말하면서도 변하지 않는 굳건한 내면의 심지와 그로 인한 자유에의 의지를 표명하고 있는 것이다.",박인철,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22951,http://collections.eseoul.go.kr/data/art/thumb/22951.jpg
회화,2001,부다와 물고기,Budda and Fish,57.5×53.7cm,1988,캔버스에 유채,"<부다와 물고기>(1988)는 박인철의 초기 회화에서 나타나는 실존주의적 사상과 삶에 대한 철학을 읽을 수 있는 작품이다. 어두운 붉은 색의 화면에 거친 붓질로 그려진 부처의 모습과 밝고 영롱하게 표현된 물고기의 대조가 인상적이다. 불교에서 물고기는 크게 두 가지 의미로 해석된다. 첫째로 밤낮없이 눈을 뜨고 있는 물고기의 특성에 따라 수행과 구도(求道)를 상징하고, 둘째로는 부처가 물고기로 변해 배고픈 중생을 먹였다고 하여 중생 구제를 위한 부처의 자비 또는 희생을 상징한다. 이러한 부처와 물고기의 형상은 오랜 기간 방랑자로서 살았던 박인철 자신의 삶을 투영한 것이다. 제도가 무의식적으로 강요하는 이데올로기들을 거부하면서, 타성에 길들여지지 않고 고독한 구도자의 삶을 살고자 했던 박인철의 정신과 거친 호흡을 유지하려는 미학적 태도가 동양의 종교관을 통해 드러나고 있는 것이다.",박인철,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22952,http://collections.eseoul.go.kr/data/art/thumb/22952.jpg
회화,2001,독일의 밤,Night in Germany,48.5×40cm,1987,캔버스에 유채,"<독일의 밤>(1987)은 박인철의 실존주의적 회화 작품 중 하나로, 색채와 화면 구도, 거친 붓질 등에서 독일 표현주의로부터의 영향을 엿볼 수 있다. 화면 중앙에 위치한 붉은 얼굴의 남성과 뒤쪽의 쓰러질 것처럼 기울어진 벽돌색 건물, 강렬한 노란색 배경과 대조를 이루는 검은 개의 형상은 매우 고독하고 위태로워 보인다. 또한 정면을 응시하지 못하고 곁눈질하는 인물의 표정에서 방황하는 자의식과 불안을 읽을 수 있다. 이는 유럽 한복판에서 동양인으로서 살아가는 작가의 감정을 대변한다. 작가가 표현한 고독, 불안, 방황의 감정들은 자신의 경험에 근거한 것이지만, 정주민으로 살아가기 어려운 현대인들에게 공감대를 얻기 충분하다.",박인철,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22953,http://collections.eseoul.go.kr/data/art/thumb/22953.jpg
한국화,2001,토함산 해돋이,Sunrise at Tohan Mountain,137×137cm,1984,종이에 채색,"<토함산 해돋이>(1984)는 박생광이 인도로 성지순례를 다녀온 뒤에 제작한 작품으로, 불교사상에 대한 그의 관심을 보여준다. 박생광은 이전에도 불교적 모티프를 사용한 바 있으나, 이 작품의 경우 토함산에 위치한 통일신라의 위대한 유적인 ‘불국사’와 ‘석굴암’을 주제로 삼고, 한국의 불교문화가 꽃을 피웠던 시기를 소환함으로써 특유의 전통적 색채로 화면전체를 구성하였다. 화면 중앙에 있는 본존불과 그를 지키려는 듯한 사천왕의 모습, 미륵보살의 온화한 표정이 전통 불화의 조형을 따르면서도, 붉은 해와 구름, 산 등의 표현에서는 고구려 벽화나 도교적 모티프가 엿보인다. 이상적 불국토를 염원했던 통일신라의 문화적 특성이 박생광의 작품에서 집약적으로 제시되고 있다.",박생광,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22954,http://collections.eseoul.go.kr/data/art/thumb/22954.jpg
회화,2001,쥐법관의 초상,Portrait of Mouse Judge,78×78cm,1987,하드보드에 포토몽타주,"<쥐법관의 초상>(1987)은 정의가 왜곡되고 진실이 은폐되었던 한국사회의 기형적이고 암울한 현실을 반영하고 있다. 작품이 제작된 해인 1987년은 서울대 박종철 고문치사 사건과 연세대 이한열 최루탄 사망 사건 등이 연이어서 일어나고 그 과정에서 사법부에 대한 불신이 심화된 해로, 박불똥은 초상화 장르를 패러디하여 당대 사회의 부조리함을 고발하고자 했다. 본래 초상화는 최대한 실제 인물과 유사하게 표현하여 그 인물의 정체성을 전달하는 데 주안점을 두지만, 화면 한 가운데 법관의 얼굴은 제 것이 아닌 여러 사람의 이목구비로 콜라주 되어있어 특정인의 정체를 파악할 수 없다. 오히려 법관의 머릿속을 엄호하고 있는 듯 보이는 무장 군인과 법전 대신 조언(ADVICE)라고 적힌 책을 끼고 있는 모습, 법복(法服) 대신 포르노그래피를 연상시키는 몸, 관능적인 여성의 것으로 대체된 팔과 손, 판사봉 대신 술잔이 들려있는 손이 이 인물에 대한 정체성을 말해준다. 준엄한 법의 심판을 내리는 이상적인 법관의 상과 대조를 이루는 욕망과 탐욕으로 휘감긴 법관의 초상은 당시 기득권층의 부도덕함을 상징적으로 형상화한다.",박불똥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22959,http://collections.eseoul.go.kr/data/art/thumb/22959.jpg
회화,2001,사령관 각하의 부스럼,Commander’s Boils,78×54cm,1987,하드보드에 포토몽타주,"<사령관 각하의 부스럼>(1987)은 철모를 쓴 군인들이 철통같은 수비로 에워 싼 건물 안에 당시 대통령의 사진이 붙어있다. 이는 군사력을 앞세워 정권을 유지하고 있는 1980년대 군사 정권을 상징한다고 할 수 있다. 당시 정부는 새로 출범한 프로야구나 대중문화 육성의 미명 아래 정치에 대한 대중들의 관심을 분산하고자 하였고 때에 따라서는 정부에 대항하는 이들에 대하여 공권력을 이용한 강제 진압을 이어갔다. 방독면을 쓴 여인의 나체는 이러한 사회를 떠받치고 있고, 무기로 형상화한 볼펜은 부패한 사회현실에 저항하고자 학업을 뒤로한 채 화염병을 들어야만 했던 당시 학생들의 모습을 보여준다. 그러나 욕망에 가득한 권력자에게 이 모든 민중들의 움직임은 ‘성가신 부스럼’에 불과하였다.",박불똥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29942,http://collections.eseoul.go.kr/data/art/thumb/29942.jpg
회화,2001,사령관 각하의 용두질,Commander’s Masturbation,80×78.8cm,1987,하드보드에 포토몽타주,<사령관 각하의 용두질>(1987)은 포토몽타주 기법을 통해 1980년대 한국 정치 사회 현실을 풍자한 작품이다. 인간의 성적 욕망을 스스로 해결한다는 ‘용두질’이라는 단어를 제목으로 사용하여 사리사욕을 충족시키는 정치인들의 부도덕성을 지적하고 있다. 욕망의 손은 남성의 성기를 연상하게 하는 형태의 ‘Hand Grenade K77’이라고 적힌 수류탄을 들고 있다. 손은 인간의 것이지만 손목부터 팔뚝에 이르기까지는 총기의 형상을 하고 있어 탐욕으로 가득 찬 욕망 덩어리가 금방이라도 수류탄처럼 터져버릴 듯이 불안해 보인다. 이처럼 작가는 불온한 이미지와 언어의 세계를 조합하는 방식으로 1980년대 국내 미술계에서 직설적으로 사회의 모순을 다루는 참여적인 예술의 한 원형을 마련하였다.,박불똥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22957,http://collections.eseoul.go.kr/data/art/thumb/22957.jpg
회화,2001,한국소개-Korean in brief,Korean in brief,40×55cm,1986,하드보드에 포토몽타주,"<한국소개-Korean in brief>(1986)는 붉은 단풍이 든 아름다운 금수강산을 주제로 한국을 소개하는 홍보물 위에 당시 사회적인 상황을 암시하는 사진을 몽타주한 작품이다. ‘고요한 아침의 땅’으로 소개하는 한국의 이미지는 멀리서 보았을 땐 평화로워 보이지만, 가까이 들여다보면 바위 뒤편에는 마스크를 쓰고 민주화를 외치며 저항하는 젊은이가 전투경찰부대와 대치하고 있으며 곳곳에는 감시의 선을 암시하는 이미지들이 콜라주 되어있다. 박불똥은 굵직한 국제행사들을 차례로 치르며 대외적으로 국가 이미지 향상을 위해 제작한 홍보물에 그것과 대조를 이루는 미지를 병치시킴으로써 이를 패러디하고 1980년대 대한민국의 민낯을 드러내고 있다.",박불똥,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22955,http://collections.eseoul.go.kr/data/art/thumb/22955.jpg
회화,2001,오대산 오대도,Painting of Mt. Odae,230×161cm,1996,캔버스에 유채,"<오대산 오대도>(1996)는 조선 중기 산수화에서 자주 쓰이던 구도인 부감법(俯瞰法)과 고지도의 조감법의 구도를 적용하여 오대산을 그린 작품이다. 푸른색의 산줄기는 산의 정기를, 그 사이를 흐르는 흰색의 물줄기는 오대산의 기운생동(氣韻生動)하는 근원(根源)을 힘찬 필치로 시각화한다. 실제 장소를 답사하여 그린 이 산수풍경은 “직접 찾아가면 산과 물뿐 아니라 사람, 역사, 설화 등을 들여다볼 수 있다.”는 작가의 언급처럼, 가시적인 대상 뿐 아니라 비가시적인 세계를 담아내고 있다. 이처럼 민정기는 전통적인 형식을 자신만의 방식으로 재해석하며, 세상에 대한 예리한 감각을 표현하고자 하였다.",민정기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29941,http://collections.eseoul.go.kr/data/art/thumb/29941.jpg
한국화,2001,실향민 여씨 아저씨,Deracine Mr. Yeo,175×91cm,1991,한지에 채색,"<실향민 여씨 아저씨>(1991)는 근대화, 산업화의 기치 아래 개발 논리에 밀려 대대손손 살아오던 고향땅과 보상금을 맞바꾸고 쫓기듯 떠나야하는 여씨의 모습이다. 화면 상단에서부터 높은 아파트 단지가 몰려오고 있는 벌판은 얼마 전까지만 해도 각종 작물들이 자라고 농민의 삶을 지탱해 주었던 터전이었을 것이다. 더이상 논, 밭으로의 생명력을 잃은 땅의 황량한 모습은 실향민의 심정을 대변하고 있다. 화면의 배경에 해당하는 풍경이 불명확한 형태와 흐릿한 색채로 표현된 반면, 하얗게 쇤 턱 수염, 깊게 패인 주름, 상실감으로 찡그린 미간 등 인물은 전통적 세필로 섬세하고 사실적으로 묘사하였다. 전통적인 인물 초상의 정밀한 기법과 내면의 표현을 계승하면서도 동시대 사회상을 드러내는 풍경을 접목함으로써 동시대성을 획득하였다.",김호석,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29940,http://collections.eseoul.go.kr/data/art/thumb/29940.jpg
한국화,2001,계곡,Valleys,153.5×251.5cm,1997,광목에 수묵,"<계곡>(1997)은 폭포와 함께 김호득이 가장 즐겨 그리던 소재 중 하나다. 그의 계곡 그림이 가진 가장 큰 특징은 물살을 직접 그리지 않고 비워둠으로써 그 세(勢)를 표현한다는 것이다. 흰색의 바탕 종이 면과 농묵의 검은 붓자국이 서로 부딪힐 때의 강렬함, 돌이나 흙무지를 한 붓으로 그려낼 때의 붓의 속도감이 물의 운동을 자연스레 연상하게끔 한다. 여기서 그가 대상을 크게 확대해 단일시점으로 계곡의 한 지점을 바라보고 있다는 점이 중요한데, 이 시점이 먹의 층과 깊이를 거부하기 때문에 단일한 평면 내에서 사선의 강한 운동감을 표현할 수 있는 조건을 만든다. 김호득의 작품에서 계곡은 우아하고 고담한 멋을 지닌 감상의 대상에서 강렬한 에너지를 가진, 호흡하는 생명이 된다.",김호득,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22962,http://collections.eseoul.go.kr/data/art/thumb/22962.jpg
한국화,2001,폭포,Waterfalls,141×72cm,1988,한지에 수묵,"<폭포>(1988)는 김호득 작품의 대표적인 소재로, 운필의 생생한 자취와 에너지를 고스란히 담고 있다. 위에서 아래로 내리 그은 몇 개의 굵은 먹 선만으로 폭포를 묘사하고 있으며, 특히 폭포 양 옆의 암벽에 그어진 농묵이 물살의 속력을 체감케 한다. 미술평론가 김현숙은 김호득의 <폭포>를 겸재 정선(1676-1759)의 <박연폭>(1750년대)과 비교하면서 단순하면서 긴장감 넘치는 구도, 강한 흑백 대조로 양감과 무게감을 표현한 것에서 연관성을 찾았으나, 경물의 범위를 좁히고 단일 시점을 채택하여 깊이감을 단순화한 지점에서 전통에 도전하려는 김호득만의 특징을 관찰하기도 했다.",김호득,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=20745,http://collections.eseoul.go.kr/data/art/thumb/20745.jpg
회화,2001,계룡산,Gyeryong Mountain,49×70cm,1992,패널에 유채,"<계룡산>(1992)은 충청남도 공주시에 위치한 한반도의 4대 명산 중 하나이자 신성한 땅으로 널리 알려져 왔다. 푸른 산의 이미지는 테두리로 강조되어 있으며, 작품의 좌측 하단에는 마치 부적과도 같은 붉은 색의 민화 이미지가 그려져 있다. 김정헌은 종종 우리 고유의 전통에서 착안한 호랑이나 장승의 이미지를 작품에 등장시키곤 했는데, 이러한 관심은 작업을 시작하던 1970년대 초반부터 이어져 온 것이다. 예로부터 호랑이는 인간을 해치는 포악한 맹수이자 잡귀를 물리치는 신령한 동물로서 영엄한 존재로 여겨져 왔다. 작가는 민중을 투사한 자연을 지키는 호랑이를 통해 전통의 힘으로부터 자연, 즉 민중을 수호하고자하는 소망을 말하고 있다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22963,http://collections.eseoul.go.kr/data/art/thumb/22963.jpg
