순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
2052,송파구_거치대_078,자전거 일반거치대,사용,일반,127.109987,37.49640133,[],Point,,서울특별시 송파구 양재대로 925,서울특별시 송파구 가락동 282,5698,,(친환경)자전거 편의시설,15130.70187,2021.12.27 15:53,2021.12.27 15:53,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2053,송파구_거치대_013,자전거 일반거치대,사용,일반,127.1280684,37.50683149,[],Point,,서울특별시 송파구 마천로8길 17,서울특별시 송파구 오금동 41-19,5659,,(친환경)자전거 편의시설,16373.39828,2021.12.27 14:32,2021.12.27 14:32,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2054,송파구_거치대_022,자전거 일반거치대,사용,일반,127.1203051,37.47893272,[],Point,,서울특별시 송파구 충민로 17,서울특별시 송파구 문정동 623,5841,,(친환경)자전거 편의시설,16871.3637,2021.12.27 14:42,2021.12.27 14:42,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2055,송파구_거치대_034,자전거 일반거치대,사용,일반,127.1281964,37.50298365,[],Point,,서울특별시 송파구 중대로25길 5,서울특별시 송파구 오금동 50-1,5661,,(친환경)자전거 편의시설,16523.92323,2021.12.27 15:15,2021.12.27 15:15,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2056,송파구_거치대_012,자전거 일반거치대,사용,일반,127.1371075,37.50561629,[],Point,,서울특별시 송파구 동남로 341,서울특별시 송파구 오금동 98-1,5721,,(친환경)자전거 편의시설,17263.83772,2021.12.27 14:30,2021.12.27 14:30,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2057,송파구_거치대_010,자전거 일반거치대,사용,일반,127.1264237,37.50339944,[],Point,,서울특별시 송파구 오금로 307,서울특별시 송파구 오금동 45,5661,,(친환경)자전거 편의시설,16343.87713,2021.12.27 14:26,2021.12.27 14:26,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2058,송파구_거치대_009,자전거 일반거치대,사용,일반,127.1211036,37.51425515,[],Point,,서울특별시 송파구 위례성대로 76,서울특별시 송파구 방이동 75,5628,,(친환경)자전거 편의시설,15467.70179,2021.12.27 14:24,2021.12.27 14:24,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,학교|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2059,송파구_거치대_046,자전거 일반거치대,사용,일반,127.0768293,37.5043679,[],Point,,서울특별시 송파구 도곡로 434,서울특별시 송파구 잠실동 305-15,5573,,(친환경)자전거 편의시설,11834.40471,2021.12.27 15:23,2021.12.27 15:23,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2060,송파구_거치대_065,자전거 일반거치대,사용,일반,127.133512,37.50915655,[],Point,,서울특별시 송파구 위례성대로 206,서울특별시 송파구 오금동 6-2,5654,,(친환경)자전거 편의시설,16806.88247,2021.12.27 15:39,2021.12.27 15:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2061,송파구_거치대_004,자전거 일반거치대,사용,일반,127.1171531,37.52311404,[],Point,,,서울특별시 송파구 방이동 88-8,,,(친환경)자전거 편의시설,14825.06434,2021.12.27 14:17,2021.12.27 14:17,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2062,송파구_거치대_042,자전거 일반거치대,사용,일반,127.0991352,37.51332635,[],Point,,서울특별시 송파구 송파대로 567,서울특별시 송파구 잠실동 27,5503,,(친환경)자전거 편의시설,13441.87417,2021.12.27 15:21,2021.12.27 15:21,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2063,송파구_거치대_072,자전거 일반거치대,사용,일반,127.1177152,37.50720236,[],Point,,서울특별시 송파구 오금로 218,서울특별시 송파구 송파동 6-4,5671,,(친환경)자전거 편의시설,15394.0949,2021.12.27 15:49,2021.12.27 15:49,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2064,송파구_거치대_075,자전거 일반거치대,사용,일반,127.1230446,37.50491201,[],Point,,서울특별시 송파구 오금로32길 5,서울특별시 송파구 송파동 166-3,5673,,(친환경)자전거 편의시설,15973.95681,2021.12.27 15:51,2021.12.27 15:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2065,송파구_거치대_020,자전거 일반거치대,사용,일반,127.1076106,37.51383703,[],Point,,서울특별시 송파구 오금로 95,서울특별시 송파구 방이동 65-6,5548,,(친환경)자전거 편의시설,14211.94731,2021.12.27 14:41,2021.12.27 14:41,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2066,송파구_거치대_021,자전거 일반거치대,사용,일반,127.11893,37.49191469,[],Point,,서울특별시 송파구 중대로 80,서울특별시 송파구 문정동 158-1,5833,,(친환경)자전거 편의시설,16131.23736,2021.12.27 14:41,2021.12.27 14:41,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2067,송파구_거치대_033,자전거 일반거치대,사용,일반,127.1119434,37.51020197,[],Point,,서울특별시 송파구 오금로 154,서울특별시 송파구 송파동 64,5620,,(친환경)자전거 편의시설,14747.04116,2021.12.27 15:13,2021.12.27 15:13,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2068,송파구_거치대_028,자전거 일반거치대,사용,일반,127.1041599,37.51427169,[],Point,,서울특별시 송파구 올림픽로 300,서울특별시 송파구 신천동 29,5551,,(친환경)자전거 편의시설,13874.07669,2021.12.27 15:08,2021.12.27 15:08,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2069,송파구_거치대_052,자전거 일반거치대,사용,일반,127.1008435,37.51392027,[],Point,,서울특별시 송파구 올림픽로 269,서울특별시 송파구 신천동 7-18,5510,,(친환경)자전거 편의시설,13578.0925,2021.12.27 15:29,2021.12.27 15:29,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2070,송파구_거치대_077,자전거 일반거치대,사용,일반,127.1268518,37.5026414,[],Point,,서울특별시 송파구 오금로 310,서울특별시 송파구 가락동 8-4,5701,,(친환경)자전거 편의시설,16411.8819,2021.12.27 15:52,2021.12.27 15:52,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2071,송파구_거치대_026,자전거 일반거치대,사용,일반,127.119424,37.49209205,[],Point,,,서울특별시 송파구 가락동 95-4,,,(친환경)자전거 편의시설,16167.51099,2021.12.27 15:03,2021.12.27 15:03,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2072,송파구_거치대_063,자전거 일반거치대,사용,일반,127.0968046,37.49851809,[],Point,,서울특별시 송파구 삼학사로 11,서울특별시 송파구 석촌동 301,5598,,(친환경)자전거 편의시설,13863.01176,2021.12.27 15:38,2021.12.27 15:38,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2073,송파구_거치대_027,자전거 일반거치대,사용,일반,127.1059555,37.51495597,[],Point,,서울특별시 송파구 올림픽로 326,서울특별시 송파구 신천동 29-5,5552,,(친환경)자전거 편의시설,14017.61758,2021.12.27 15:07,2021.12.27 15:07,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,관공서|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2074,송파구_거치대_055,자전거 일반거치대,사용,일반,127.1123543,37.51772178,[],Point,,서울특별시 송파구 올림픽로 383,서울특별시 송파구 신천동 20-8,5508,,(친환경)자전거 편의시설,14527.78894,2021.12.27 15:32,2021.12.27 15:32,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2075,송파구_거치대_030,자전거 일반거치대,사용,일반,127.1007516,37.51815296,[],Point,,서울특별시 송파구 올림픽로35길 120,서울특별시 송파구 신천동 7,5504,,(친환경)자전거 편의시설,13418.64169,2021.12.27 15:10,2021.12.27 15:10,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,주민센터|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2076,송파구_거치대_076,자전거 일반거치대,사용,일반,127.1257758,37.49890636,[],Point,,서울특별시 송파구 중대로 191,서울특별시 송파구 가락동 10-15,5704,,(친환경)자전거 편의시설,16456.65118,2021.12.27 15:52,2021.12.27 15:52,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2077,송파구_거치대_031,자전거 일반거치대,사용,일반,127.1132746,37.50713383,[],Point,,서울특별시 송파구 백제고분로44길 13-25,서울특별시 송파구 송파동 128,5665,,(친환경)자전거 편의시설,14985.04486,2021.12.27 15:11,2021.12.27 15:11,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2078,송파구_거치대_041,자전거 일반거치대,사용,일반,127.0990836,37.51397966,[],Point,,서울특별시 송파구 송파대로 551-2,서울특별시 송파구 잠실동 27,5503,,(친환경)자전거 편의시설,13412.52471,2021.12.27 15:20,2021.12.27 15:20,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2079,송파구_거치대_064,자전거 일반거치대,사용,일반,127.131649,37.50605909,[],Point,,서울특별시 송파구 마천로 103,서울특별시 송파구 오금동 42-15,5655,,(친환경)자전거 편의시설,16735.92271,2021.12.27 15:39,2021.12.27 15:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2080,송파구_거치대_037,자전거 일반거치대,사용,일반,127.1360898,37.5002433,[],Point,,서울특별시 송파구 동남로 271,서울특별시 송파구 오금동 51-3,5725,,(친환경)자전거 편의시설,17358.67331,2021.12.27 15:17,2021.12.27 15:17,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2081,송파구_거치대_038,자전거 일반거치대,사용,일반,127.0927161,37.51080086,[],Point,,서울특별시 송파구 잠실로 74,서울특별시 송파구 잠실동 35-8,5555,,(친환경)자전거 편의시설,12951.87358,2021.12.27 15:18,2021.12.27 15:18,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2336,광진구_거치대_040,자전거거치대,사용,일반,127.0891254,37.55224629,[],Point,,서울특별시 광진구 천호대로 656-2,서울특별시 광진구 능동 270-14,4987,,(친환경)자전거 편의시설,11504.78576,2021.12.16 13:50,2021.12.16 13:50,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,아차산역 5번 출구,,설치유형(*공기주입기와 주차장 만 선택하세요.),,7대,,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2082,송파구_거치대_048,자전거 일반거치대,사용,일반,127.0788088,37.51099771,[],Point,,서울특별시 송파구 백제고분로 63,서울특별시 송파구 잠실동 175-2,5556,,(친환경)자전거 편의시설,11689.67262,2021.12.27 15:27,2021.12.27 15:27,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2083,송파구_거치대_040,자전거 일반거치대,사용,일반,127.103531,37.50855046,[],Point,,서울특별시 송파구 석촌호수로 242,서울특별시 송파구 잠실동 48,5609,,(친환경)자전거 편의시설,14032.11546,2021.12.27 15:20,2021.12.27 15:20,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2084,송파구_거치대_044,자전거 일반거치대,사용,일반,127.0804406,37.5039977,[],Point,,서울특별시 송파구 백제고분로12길 25,서울특별시 송파구 잠실동 307-7,5575,,(친환경)자전거 편의시설,12165.69796,2021.12.27 15:22,2021.12.27 15:22,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2085,송파구_거치대_069,자전거 일반거치대,사용,일반,127.1178571,37.50268024,[],Point,,서울특별시 송파구 오금로32길 48,서울특별시 송파구 송파동 166-2,5672,,(친환경)자전거 편의시설,15580.08634,2021.12.27 15:45,2021.12.27 15:45,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
2086,송파구_거치대_071,자전거 일반거치대,사용,일반,127.1176058,37.50148738,[],Point,,서울특별시 송파구 송이로 42,서울특별시 송파구 송파동 168-1,5678,,(친환경)자전거 편의시설,15604.51554,2021.12.27 15:46,2021.12.27 15:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
