번호,주제분류,문화시설명,주소,위도,경도,전화번호,팩스번호,홈페이지,관람시간,관람료,휴관일,개관일자,객석수,대표이미지,기타사항,시설소개,무료구분,지하철,버스정거장,YELLOW,GREEN,BLUE,RED,공항버스,,,,,,,
198,문화예술회관,서대문문화체육회관,서울특별시 서대문구 백련사길 39,37.58075973,126.9315574,02-360-8560~1,02-391-9031,http://www.sscmc.or.kr/culture1/,,,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100794&thumb=Y,,"<p><b><span style='font-size: 14pt;'>-대극장</span><br>  </b><br><span style='font-size: 14pt;'>  서대문문화회관의 핵심공간이 되는 대극장은 604석의 규모로 음악, 연극, 무용 등 공연예술분야를 수용하는 다목적 공간입니다. 공연무대의 일차적 조건인 음향효과는 특히 음악 연주무대에서 뛰어난 효과를 발휘하는데 다목적 홀에 맞도록 최신 음향설비와, 조명설비, 무대기계 그리고 영사실까지 두루 갖추어 각종 공연과 행사를 완벽하게 치러내는 전천후 기능을 자랑합니다.</span><br>  <br>  <br>  <b><span style='font-size: 14pt;'>-소극장</span><br>  <br>  </b><span style='font-size: 14pt;'>객석 200석의 아담한 공간으로서 소규모 음악연주와 연극, 실내악 독주회 등을 수용할 수 있는 무대입니다. 또한 학술세미나 및 발표회 중소규모의 회의, 간담회장 등으로 이용할 수 있도록 탄력 있게 꾸며져 있습니다. 소규모 공연의 증가추세에 맞추어 공연장 수요가 늘어남에 따라 다양한 공연무대를 이끌 수 있도록 짜임새 있는 무대를 연출해 주고 있어서 특히 실험무대의 아카데믹한 공연을 치르기에 최적의 무대가 됩니다.</span><br>  <br>  <br>  <b><span style='font-size: 14pt;'>-갤러리</span><br>  <br>  </b><span style='font-size: 14pt;'>24.2㎡ 규모의 갤러리는 50여 점의 회화를 비롯하여 장르별 구상, 추상작품은 물론 각 분야의 전시회를 최상의 수준으로 유지해 줍니다. 수준 높은 예술작품 전시회에 필요한 50여 개의 할로겔 램프와 도난방지시설이 갖추어져 있어서 직업 작가들의 작품을 살리는데 최적의 환경을 제공해주고 있습니다.</span><br>  </p> <p><b><span style='font-size: 14pt;'>-공연연습실</span><br>  <br>  </b><span style='font-size: 14pt;'>132㎡여 평의 공연 연습실은 회관 내에서 이루어지는 모든 공연행사의 리허설을 완벽하게 담아내는 활동공간입니다. 연주에 필요한 보면대 및 의자 등이 있어 모든 연습을 소화해 내는데 완벽한 시설을 갖추고 있습니다. 또한 사물놀이, 전통무용, 대금, 클라리넷, 힙합댄스, 재즈댄스, 플롯 등 다양한 문화강좌가 바로 연습실에서 실시되고 있어 문화교육과 향수 공간의 산실이기도 합니다.</span></p> <p><br>  <b><span style='font-size: 14pt;'>-문화강좌</span><br>  <br>  </b><span style='font-size: 14pt;'>서대문문화회관은 어학, 취미, 공예미술, 국악, 교양문화 및 컴퓨터, 지능개발 등 학습능력을 높이는 학생 대상 프로그램 등 58개 강좌를 운영하여 지역주민들에게 살아있는 문화교육의 장을 제공하고 있습니다.</span></p> <p><br>  <b><span style='font-size: 14pt;'>-문화의집</span><br>  <br>  </b><span style='font-size: 14pt;'>서대문 문화의 집은 전국 최초로 개설되어 문화예술에 관련된 프로그램과 정보등을 제공하는 지역단위의 소규모 복합 문화공간으로 자리잡고 있습니다.</span></p> <p><br>  <b><span style='font-size: 14pt;'>-이벤트홀</span><br>  <br>  </b><span style='font-size: 14pt;'>지역 주민의 문화어울마당 회관1층의 중앙홀인 이벤트 홀은 지역 주민의 문화어울마당으로서 주민이 직접 참여하고 만드는 소규모 연주회 및 전시 예술 공간입니다. 특별한 품격과 수준을 벗어나 어린이에서 성인까지 누구나 자유롭게 표현할 수 있는 예술공간입니다.</span></p> <p><b><br><span style='font-size: 14pt;'>  -다목적실</span><br>  <br>  </b><span style='font-size: 14pt;'>회관을 이용하는 문화예술강좌의 공연 및 전시발표 무대는 물론 숲의 자연경관과 마주한 친환경적 문화쉼터로서 차 한잔과 책 한권의 여유로운 문화쉼터로 운영됩니다.</span></p>",무료,,,,,,,,,,,,,,
200,미술관,서울시립 난지미술창작스튜디오,서울특별시 마포구 하늘공원로 108-1,37.56931804,126.8785119,02-2124-8800,,https://sema.seoul.go.kr/kr/visit/nanji_residency,,,토 ? 일 ? 공휴일,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a0ddfb0f20db47e1817d114d6eccb851&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>난지미술창작스튜디오는 미술가들을 위한 레지던시 지원 공간입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>난지한강공원, 노을공원, 하늘공원 사이에 있는 침출수 처리장을 개조하였으며, 서울 중심에 위치해 접근성이 뛰어납니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>25개의 작업실, 연구실, 원형 전시실과 야외 작업장에서는 국내외의 역량 있는 작가와 연구자를 양성하고 지원하는 프로그램을 상시 운영합니다.&nbsp;</span></div>",무료,,,,,,,,,,,,,,
201,기타,서초여성가족플라자,서울특별시 서초구 잠원로8길 38,37.51355119,127.0121064,02-522-0291,,https://www.women.co.kr/seocho/index.do,,,정기휴무 (매주 일요일),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101254&thumb=Y,,<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서초여성가족플라자는 서초구 여성의 경쟁력 향상과 사회참여 및 복지증진을 통한 양성평등 실현을 위해 1998년 설립된 기관입니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서초여성가족플라자는 양성평등을 기반으로 한 생애교육과 커리어개발을 통해 여성과 가족의 적극적인 참여와 소통으로 꿈을 이룰 수 있는&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>환경을 조성하고자 합니다.</span></div>,무료,,,,,,,,,,,,,,
202,공연장,두산아트센터 연강홀,서울특별시 종로구 종로33길 15,37.57181233,127.0010001,02-708-5001,02-708-5010,https://www.doosanartcenter.com/ko/,공연별로 다름,공연별로 다름 (회원 10~ 20% DC),연중무휴,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c7b61047f8ee4548a91d9ac2c4599dfc&thumb=Y,"■ 기    타 : ※ 예약 ▶ 전화예약 : 피노스티켓(02-3462-8400) ▶ 종 로 : 종로서적(02-733-2331), 영풍문고(02-399-5616), 교보문고(02-736-1444) ▶ 신 촌 : 신촌문고(333-2971)  ▶ 강 남 : 동화서적(555-7312)  ▶ 대학로 : 티켓박스(3672-2466)","<span style='font-size: 12pt;'>'대중문화의 고급화'와 '고급문화의 대중화'를 추구하는 연강홀은 1993년 5월 1일 개관하여 연극, 영화, 음악, 무용 등 여러 분야의 예술을 무대에 올리는 복합공연장으로서, 문화와 예술의 균형적인 발전에 기여하고 있다.  또한 참신한 기획 아이템과 돋보이는 프로그램으로 매회 공연마다 관객과 함께 호흡하며 문화예술이 주는 감동의 순간들을 생활 속에서 만들어 나가고 있다.</span>",유료,,,,,,,,,,,,,,
203,도서관,금천구립정보도서관,서울  금천구,37.4734953,126.8921364,02-863-9544~6,02-863-9548,http://geumcheonlib.seoul.kr,,,"매월 첫번째, 세번째 월요일, 법정 공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100813&thumb=Y,,"<br />  <b>■ 이용시간</b>  <table class=&quot;table_info&quot; border=&quot;1&quot; cellspacing=&quot;1&quot;> <colgroup> <col width=&quot;197&quot;> <col width=&quot;197&quot;> <col width=&quot;197&quot;> </colgroup><tbody> <tr> <th><span class=&quot;dark_gray&quot;>구분</span></th> <th><span class=&quot;dark_gray&quot;>평일</span></th> <th><span class=&quot;dark_gray&quot;>주말(토,일) </span></th></tr> <tr> <td class=&quot;bg_orange&quot;> <p align=&quot;center&quot;>자유열람실</p></td> <td> <p align=&quot;center&quot;>07:00 ~ 23:00</p></td> <td> <p align=&quot;center&quot;>07:00 ~ 22:00</p></td></tr> <tr> <td class=&quot;bg_orange&quot;> <p align=&quot;center&quot;>종합자료실<br />  참고자료실<br />  정기간행물실<br />  장애인열람실<br />  어린이자료실<br />  (아가방,책다방)</p></td> <td> <p align=&quot;center&quot;>09:00 ~ 22:00</p></td> <td> <p align=&quot;center&quot;>09:00 ~ 17:00</p></td></tr> <tr> <td> <p align=&quot;center&quot;>전자정보실</p></td> <td> <p align=&quot;center&quot;>09:00 ~ 18:00</p></td> <td rowspan=&quot;3&quot;> <p align=&quot;center&quot;>09:00 ~ 17:00</p></td></tr></tbody></table> <p class=&quot;pdb7&quot;>&nbsp;</p> <p class=&quot;list_dot_arr &quot;><b class=&quot;dark_green&quot;>■ 휴관일</b></p><span class=&quot;list_dot2&quot;>&nbsp;- 정기휴관일</span> : 매월 첫번째, 세번째 월요일 <br />  &nbsp;- <span class=&quot;list_dot2&quot;>일요일을 제외한 법정 공휴일(공휴일과 겹친 일요일 휴관)</span> <br />  &nbsp;- <span class=&quot;list_dot2&quot;>임시휴관일</span> : 도서관 사정으로 임시로 정하는 휴일<br />  <br />",무료,,,,,,,,,,,,,,
204,공연장,명동난타극장,서울  중구 명동길 26,37.563411,126.9837813,02-739-8288,,http://nanta.i-pmc.co.kr,"월~일 및 공휴일 2시, 5시, 8시",,없음,2003.10.6,382,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100873&thumb=Y,,"칼과 도마 등의 주방기구가 멋진 악기로 승화되어 국적을 불문하고, 남녀노소 누구나 신나게 즐길 수 있는 공연인 난타 전용 공간임. 1997년 10월 초연부터 한국 공연 사상 최다 관객 동원했으며 2004년 2월 아시아 공연물 최초로 뉴욕 브로드웨이에서 성공적으로 진출하여 한국 공연계의 획을 그은 작품으로 연중 상설공연 전용관. 2009년 최우수도시프로그램상을 수상하여 한국을 대표하는 문화관광 상품으로 외국인 관광객들의 필수 방문 코스로 자리매김",유료,,,,,,,,,,,,,,
205,박물관/기념관,뮤지엄김치간,서울 종로구 인사동길 35-4 인사동마루 본관 4~6층,37.5129437,127.0571142,02-6002-6456,,https://www.kimchikan.com/,화~일 10:00~18:00,일반 3000원초중고생 2000원유아 1000원,"월요일신정, 구정추석연휴",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100023&thumb=Y,,"한국의 대표적인 전통음식인 김치의 문화를 조사, 연구하고 이를 내외국인에게 홍보하고자 1986년 서울시 중구 필동에 설립되었다. 김치의 역사와 관련 유물들, 다양한 김치의 종류, 김장담그기 모형, 김치만드는 과정, 김치의 발효 및 효능에 관한 자료들을 전시하고 있다.",유료,,,,,,,,,,,,,,
206,공연장,한전아트센터,서울특별시 서초구 효령로72길 60,37.48560466,127.0280788,02-2105-8133,,https://home.kepco.co.kr/kepco/AR/main.do,10:00~22:00,,없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100198&thumb=Y,"■ 기    타 : 콘서트홀 - 5,280㎡ (1,600평) 객 석 - 2층 1000석 규모 무대면적 - 396㎡ (120평) 오케스트라 Box 면적 : 53㎡ (16평) 무대천정높이: 28.9m","<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>최첨단 설비와 시스템을 갖춘 복합 문화공간, 한전 아츠풀센터가 2001년 4월 개관 하였다. 4월 10일부터 5월 29일까지의 개관페스티벌을 시작으로 클래식, 무용, 연극, 뮤지컬</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>등 전문 예술공연뿐 아니라 어린이, 청소년, 주부를 대상으로 하는 다양한 기획공연과 교육 프로그램, 지역 주민과 함께 하는 축제 및 심야 예술영화 등 다채로운 프로그램을</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>선보일 예정이다. 관객중심의 쾌적하고 편리한 공연장 운영과 대중적이면서도 독창적인 공연프로그램 개발을 통해 예술가들에게는 기량을 마음껏 발휘할 수 있는 장이 될 것</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>이다.</span></div>",유료,,,,,,,,,,,,,,
331,기타,용산구립장애인복지관,서울특별시 용산구 효창원로93길 49,37.54730608,126.9615705,02-707-1970,,http://www.ysrehab.or.kr/,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101051&thumb=Y,,<li></li>,,,,,,,,,,,,,,,
207,문화예술회관,아트온더무브,서울특별시 영등포구 양산로 지하 200,37.52273452,126.9049592,1040639669,,http://artonthemoveseoul.org/,,,"일요일, 공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101550&thumb=Y,,"<p><b><br />  </b></p><p><b>아트온더무브</b> 서울문화예술철도 사업은 1천만 서울시민이 매일 이용하는 지하철 공간의 모든 것을 ‘문화예술적 경험’으로 전환하는, 시민의 일상 속 문화예술 향유를 목적으로 한 사업입니다.</p><p><br />  </p><p>노후한 역사환경을 개선하는 사업과 지하철역을 중심으로 지역문화예술활동의 거점을 구축하기 위한 시범역 조성사업, 그리고 무분별한 광고 대신 공공의 가치와 경제적 가치를 아우를 수있는 문화예술콘텐츠로서의 광고를 위한 혁신사업으로 추진되고 있습니다.</p><p><br />  </p><p>서울문화예술철도 사업은 Art on the Move Seoul이라는 이름으로 시민의 일상에 활력이 되는 다채로운 문화적 경험을 만들어가고자 합니다.</p>",무료,,,,,,,,,,,,,,
208,기타,세빛섬,서울특별시 서초구 올림픽대로 2085-14,37.5124362,126.9959623,1566-3433,,http://www.somesevit.co.kr/,,,연중무휴,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101450&thumb=Y,,"<b><span style='font-size: 14pt;'>한강을 아름답게 밝혀줄</span><span class='db' style='font-size: 14pt;'>세 개의 빛나는 섬</span></b><span style='font-size: 14pt;'>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span><p><span style='font-size: 14pt;'>세빛섬은 서울의 중심인 한강에 색다른 수변 문화를 즐길 수 있는 랜드마크로 조성된 복합 문화 공간입니다. 세계 최초로 물 위에 떠 있을 수 있는 부체 위에 건물을 짓는 플로팅 형태의 건축물입니다. 세빛섬은 한강을 아름답게 밝혀줄 세 개의 빛나는 섬과 다양한 영상 및 콘텐츠가 상영되는 예빛으로 이루어져 있습니다.</span></p><div class='cont2'><b><span style='font-size: 14pt;'>세빛섬은 한강을 찾는 이들에게 때로는 우아한,</span><span class='db' style='font-size: 14pt;'>때로는 편안한 공간이 되어 주고자 합니다.</span></b><span style='font-size: 14pt;'>						 </span><p><span style='font-size: 14pt;'>서울 시민의 하루의 삶을 상징하며 서울과 한강을 비추고 있습니다. 채빛은 동쪽에서 떠오르는 해처럼 활기찬 하루를 여는 찬란한 빛입니다. 솔빛은 한낮의 해처럼 가장 높은 곳에 올라 온 사방을 비춥니다. 가빛은 해질녘 노을빛처럼 하루의 끝을 갈무리하며 아름답고 우아하게 빛나고 있습니다. 미디어아트갤러리 예빛은 밤을 비추는 은은한 달빛과 같은 예술의 장이 될 것입니다.</span> </p></div>",무료,,,,,,,,,,,,,,
209,기타,문학의집서울,서울특별시 중구 퇴계로26길 65,37.55808417,126.9892391,02-778-1026~7,,http://www.imhs.co.kr,,,"일요일 및 법정공휴일, 본 법인이 정한 날",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101019&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 12pt;'>서울의 중심지인 중구 예장동, 숲이 우거진 남산 기슭에 2001년 10월&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>개관한 &lt;문학의집서울&gt;은 시민을 위한 다양한 문학행사를 하고 있습니다.</span></div><div style='text-align: center;' align='center'><span style='font-size: 12pt;'>현재 문학의 집 본관은 개보수를 위해 시설 운영을 중단하였으니 이용에 참조하시기 바랍니다.</span></div>",무료,,,,,,,,,,,,,,
210,박물관/기념관,서울상상나라,서울  광진구 능동로 216,37.55055,127.077569,02-6450-9500,02-6450-9540,www.seoulchildrensmuseum.org,오전 10시 ~ 오후 6시 (입장마감 오후 4시),36개월 이상 4천원,"매주 월요일, 1월 1일, 설날?추석연휴, 보수기간",2013년 5월 2일,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4462cabcd74c4d9a9fff66d4efeebf9f&thumb=Y,"36개월 미만, 국민기초수급생활자 및 자녀, 한부모가족, 장애인 및 동반성인 1인, 만 65세 이상, 서울시 다둥이 행복카드 소지자 중 세 자녀 이상 가족, 국가유공자/독립유공자 본인과 배우자 및 자녀 무료 (각각 해당 증빙서류 및 신분증 제시 시 무료입장권 발급)","<p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>서울상상나라는 어린이들이 놀이를 통해 체험하고 배우며 꿈과 행복을 키울 수 있도록 서울시가 어린이들을 위해 마련한 어린이 복합체험시설입니다.</span></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'><br></span></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>'행복을 디자인하는 어린이'를 주요 개념으로 특화된 체험전시를 통해 상상력을 촉진하고, 상호 존중의 소통 방법을 자연스럽게 배울 수 있습니다. 또, 연령별, 주제별로 특색 있고 다채로운 교육프로그램을 운영하고 있으며, 이를 통해 어린이와 가족의 건강하고 행복한 삶을 지원하기 위해 노력하고 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>지하 1층 감성놀이 공간에서는 익숙한 소리를 낯설고 새롭게 경험할 수 있습니다. 다양한 관점의 소리 경험을 통해 세상과 교감하고 소통할 수 있는 힘을 기를 수 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>지상 1층 자연놀이, 예술놀이, 공간놀이는 자연의 소중함을 느끼며 동물과 친구가 되는 법을 배우고, 예술 활동과 개성 있는 놀이 공간 연출을 통해 풍부한 자기 표현력과 감수성을 키울 수 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>2층 신체놀이, 상상놀이 전시 공간은 우주탐험 경기에 참가하여 도전정신을 기를 수 있는 활동체험 전시와 우주와 외계인에 대한 상상력과 호기심을 불러일으키는 전시로 구성되어 있습니다. 또, 36개월 미만의 영유아들을 위한 아기 놀이터와 독서놀이, 조작놀이를 즐길 수 있는 생각놀이터에서는 어린이 발달에 적합한 환경 속에서 온 가족이 편안히 놀며 정서적인 교감을 나눌 수 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>3층에는 문화놀이, 과학놀이 공간이 있어 미래의 여러 직업을 체험해 볼 수 있으며, 물과 바람으로 놀이하면서 자연스럽게 ‘흐름’에 대한 기초과학을 탐구할 수 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 1.8;'><span style='font-size: 12pt;'>전시장 체험 외에도 어린이와 가족을 위한 특별하고 즐거운 교육프로그램들을 운영하고 있습니다. 각 프로그램별 전문 교육실에서 창의예술, 오감?가족요리 프로그램 등을 통해 직접 만들고 체험하는 활동을 할 수 있습니다. 정기적으로 진행되는 심화프로그램에서는 일정 기간 동안 매주 선생님, 친구들과 함께 상상력과 창의력을 길러주는 즐거운 수업을 할 수 있습니다.</span></p><p class='0' style='line-height: 175%;'><br></p><p class='0' style='line-height: 175%;'><br></p>",유료,,,,,,,,,,,,,,
